year,site_name,province,latitude,longitude,river_name,fishing_area,CGNDB,avg_air_temp_arrival,avg_water_temp_shore,avg_water_depth,species_eng,species_fra,species_latin,tsn,specimens_measured,avg_length_mm,length_type
2005,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.563,11.113,,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,5,174.42,fork
2005,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.563,11.113,,Finescale dace,ventre citron,Chrosomus neogaeus,163594,3,,fork
2005,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.563,11.113,,Northern redbelly dace,ventre rouge du nord,Chrosomus eos,163592,37,,fork
2005,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.563,11.113,,Rainbow smelt,éperlan arc-en-ciel,Osmerus mordax,162043,135,107.286,fork
2005,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.563,11.113,,Sea Lamprey,lamproie marine,Petromyzon marinus,159722,4,,fork
2005,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.563,11.113,,Stickleback (non specific),épinoches (non spécifique),,166363,199,,fork
2005,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.563,11.113,,Suckers (non specific),catostomes (non spécifique),,163892,43,,fork
2005,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,15.214,13.114,,American eel,anguille d'Amérique,Anguilla rostrata,161127,154,359.221,total
2005,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,15.214,13.114,,Atlantic salmon,saumon atlantique,Salmo salar,161996,7382,81.227,fork
2005,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,15.214,13.114,,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,113,,fork
2005,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,15.214,13.114,,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,4,136.75,fork
2005,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,15.214,13.114,,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,5,,fork
2005,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,15.214,13.114,,Finescale dace,ventre citron,Chrosomus neogaeus,163594,143,,fork
2005,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,15.214,13.114,,Lamprey (non specific),lamproies (non spécifique),,159697,2,,fork
2005,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,15.214,13.114,,Northern redbelly dace,ventre rouge du nord,Chrosomus eos,163592,1,,fork
2005,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,15.214,13.114,,Rainbow trout,truite arc-en-ciel,Oncorhynchus mykiss,161989,2,109.5,fork
2005,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,15.214,13.114,,Slimy sculpin,chabot visqueux,Cottus cognatus,167232,4,,fork
2005,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,15.214,13.114,,Stickleback (non specific),épinoches (non spécifique),,166363,155,,fork
2005,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,15.214,13.114,,Suckers (non specific),catostomes (non spécifique),,163892,45,,fork
2006,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.986,9.88,,Alewife,gaspareau,Alosa pseudoharengus,161706,5,258.8,fork
2006,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.986,9.88,,American eel,anguille d'Amérique,Anguilla rostrata,161127,58,305.818,total
2006,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.986,9.88,,Atlantic salmon,saumon atlantique,Salmo salar,161996,4433,75.709,fork
2006,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.986,9.88,,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,164,,fork
2006,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.986,9.88,,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,50,45.7,fork
2006,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.986,9.88,,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,1,103,fork
2006,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.986,9.88,,Finescale dace,ventre citron,Chrosomus neogaeus,163594,27,,fork
2006,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.986,9.88,,Northern redbelly dace,ventre rouge du nord,Chrosomus eos,163592,4,,fork
2006,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.986,9.88,,Sea Lamprey,lamproie marine,Petromyzon marinus,159722,460,,fork
2006,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.986,9.88,,Slimy sculpin,chabot visqueux,Cottus cognatus,167232,8,,fork
2006,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.986,9.88,,Stickleback (non specific),épinoches (non spécifique),,166363,39,,fork
2006,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.986,9.88,,Suckers (non specific),catostomes (non spécifique),,163892,48,38.7,fork
2006,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.986,9.88,,Yellow perch,perchaude,Perca flavescens,168469,2,58,fork
2006,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,11.949,11.954,,American eel,anguille d'Amérique,Anguilla rostrata,161127,223,284.233,total
2006,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,11.949,11.954,,Atlantic salmon,saumon atlantique,Salmo salar,161996,1040,104.082,fork
2006,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,11.949,11.954,,Banded killifish,fondule barré,Fundulus diaphanus,165646,4,,fork
2006,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,11.949,11.954,,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,19,,fork
2006,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,11.949,11.954,,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,1,47,fork
2006,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,11.949,11.954,,Finescale dace,ventre citron,Chrosomus neogaeus,163594,190,,fork
2006,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,11.949,11.954,,Northern redbelly dace,ventre rouge du nord,Chrosomus eos,163592,523,,fork
2006,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,11.949,11.954,,Rainbow smelt,éperlan arc-en-ciel,Osmerus mordax,162043,807,145.747,fork
2006,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,11.949,11.954,,Sea Lamprey,lamproie marine,Petromyzon marinus,159722,7,,fork
2006,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,11.949,11.954,,Slimy sculpin,chabot visqueux,Cottus cognatus,167232,5,,fork
2006,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,11.949,11.954,,Stickleback (non specific),épinoches (non spécifique),,166363,751,,fork
2006,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,11.949,11.954,,Suckers (non specific),catostomes (non spécifique),,163892,292,250,fork
2006,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.049,11.457,,Alewife,gaspareau,Alosa pseudoharengus,161706,3,285,fork
2006,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.049,11.457,,American eel,anguille d'Amérique,Anguilla rostrata,161127,45,308.089,total
2006,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.049,11.457,,Atlantic salmon,saumon atlantique,Salmo salar,161996,1060,85.724,fork
2006,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.049,11.457,,Banded killifish,fondule barré,Fundulus diaphanus,165646,2,,fork
2006,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.049,11.457,,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,7,,fork
2006,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.049,11.457,,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,2,239.5,fork
2006,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.049,11.457,,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,1,,fork
2006,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.049,11.457,,Finescale dace,ventre citron,Chrosomus neogaeus,163594,26,,fork
2006,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.049,11.457,,Northern redbelly dace,ventre rouge du nord,Chrosomus eos,163592,97,,fork
2006,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.049,11.457,,Rainbow smelt,éperlan arc-en-ciel,Osmerus mordax,162043,103,141.098,fork
2006,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.049,11.457,,Sea Lamprey,lamproie marine,Petromyzon marinus,159722,23,,fork
2006,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.049,11.457,,Slimy sculpin,chabot visqueux,Cottus cognatus,167232,4,,fork
2006,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.049,11.457,,Stickleback (non specific),épinoches (non spécifique),,166363,225,,fork
2006,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.049,11.457,,Suckers (non specific),catostomes (non spécifique),,163892,206,,fork
2007,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.339,9.652,,American eel,anguille d'Amérique,Anguilla rostrata,161127,54,335.189,total
2007,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.339,9.652,,Atlantic salmon,saumon atlantique,Salmo salar,161996,5035,84.3,fork
2007,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.339,9.652,,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,103,,fork
2007,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.339,9.652,,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,5,125.6,fork
2007,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.339,9.652,,Finescale dace,ventre citron,Chrosomus neogaeus,163594,11,,fork
2007,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.339,9.652,,Lake chub,méné de lac,Couesius plumbeus,163535,4,,fork
2007,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.339,9.652,,Longnose sucker,meunier rouge,Catostomus catostomus,163894,1,,fork
2007,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.339,9.652,,Sea Lamprey,lamproie marine,Petromyzon marinus,159722,591,,fork
2007,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.339,9.652,,Slimy sculpin,chabot visqueux,Cottus cognatus,167232,24,,fork
2007,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.339,9.652,,three-spined stickleback,épinoche à trois épines,Gasterosteus aculeatus,166365,23,,fork
2007,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.339,9.652,,White sucker,meunier noir,Catostomus commersoni,553273,33,,fork
2007,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,10.347,11.669,,American eel,anguille d'Amérique,Anguilla rostrata,161127,209,282.301,total
2007,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,10.347,11.669,,Atlantic salmon,saumon atlantique,Salmo salar,161996,2027,94.474,fork
2007,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,10.347,11.669,,Banded killifish,fondule barré,Fundulus diaphanus,165646,2,,fork
2007,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,10.347,11.669,,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,14,,fork
2007,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,10.347,11.669,,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,2,,fork
2007,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,10.347,11.669,,Finescale dace,ventre citron,Chrosomus neogaeus,163594,679,,fork
2007,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,10.347,11.669,,Lake chub,méné de lac,Couesius plumbeus,163535,166,,fork
2007,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,10.347,11.669,,Rainbow smelt,éperlan arc-en-ciel,Osmerus mordax,162043,1593,152.222,fork
2007,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,10.347,11.669,,Sea Lamprey,lamproie marine,Petromyzon marinus,159722,17,,fork
2007,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,10.347,11.669,,three-spined stickleback,épinoche à trois épines,Gasterosteus aculeatus,166365,568,,fork
2007,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,10.347,11.669,,White sucker,meunier noir,Catostomus commersoni,553273,116,,fork
2007,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.05,11.197,,American eel,anguille d'Amérique,Anguilla rostrata,161127,70,292.1,total
2007,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.05,11.197,,Atlantic salmon,saumon atlantique,Salmo salar,161996,2296,84.434,fork
2007,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.05,11.197,,Banded killifish,fondule barré,Fundulus diaphanus,165646,6,,fork
2007,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.05,11.197,,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,16,,fork
2007,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.05,11.197,,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,1,,fork
2007,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.05,11.197,,Finescale dace,ventre citron,Chrosomus neogaeus,163594,133,,fork
2007,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.05,11.197,,Lake chub,méné de lac,Couesius plumbeus,163535,36,,fork
2007,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.05,11.197,,Mummichog,choquemort,Fundulus heteroclitus,165647,1,,fork
2007,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.05,11.197,,nine-spined stickleback,épinoche à neuf épines,Pungitius pungitius,166387,1,,fork
2007,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.05,11.197,,Rainbow smelt,éperlan arc-en-ciel,Osmerus mordax,162043,229,150.044,fork
2007,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.05,11.197,,Sea Lamprey,lamproie marine,Petromyzon marinus,159722,34,,fork
2007,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.05,11.197,,Slimy sculpin,chabot visqueux,Cottus cognatus,167232,1,,fork
2007,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.05,11.197,,three-spined stickleback,épinoche à trois épines,Gasterosteus aculeatus,166365,416,,fork
2007,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,12.05,11.197,,White sucker,meunier noir,Catostomus commersoni,553273,199,,fork
2007,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,13.619,12.824,,American eel,anguille d'Amérique,Anguilla rostrata,161127,172,342.506,total
2007,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,13.619,12.824,,Atlantic salmon,saumon atlantique,Salmo salar,161996,11935,93.96,fork
2007,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,13.619,12.824,,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,192,,fork
2007,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,13.619,12.824,,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,2,172,fork
2007,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,13.619,12.824,,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,1,,fork
2007,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,13.619,12.824,,Finescale dace,ventre citron,Chrosomus neogaeus,163594,126,,fork
2007,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,13.619,12.824,,Gaspereau,gaspareau,Alosa pseudoharengus,161701,5,,fork
2007,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,13.619,12.824,,Lake chub,méné de lac,Couesius plumbeus,163535,29,,fork
2007,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,13.619,12.824,,Lamprey (non specific),lamproies (non spécifique),,159697,2,,fork
2007,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,13.619,12.824,,Rainbow smelt,éperlan arc-en-ciel,Osmerus mordax,162043,910,,fork
2007,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,13.619,12.824,,Rainbow trout,truite arc-en-ciel,Oncorhynchus mykiss,161989,1,75,fork
2007,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,13.619,12.824,,Sea Lamprey,lamproie marine,Petromyzon marinus,159722,4,,fork
2007,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,13.619,12.824,,Slimy sculpin,chabot visqueux,Cottus cognatus,167232,3,,fork
2007,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,13.619,12.824,,three-spined stickleback,épinoche à trois épines,Gasterosteus aculeatus,166365,35,,fork
2007,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,13.619,12.824,,White sucker,meunier noir,Catostomus commersoni,553273,89,,fork
2008,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.129,9.626,,American eel,anguille d'Amérique,Anguilla rostrata,161127,104,332.442,total
2008,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.129,9.626,,Atlantic salmon,saumon atlantique,Salmo salar,161996,2290,86.261,fork
2008,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.129,9.626,,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,40,,fork
2008,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.129,9.626,,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,10,100.7,fork
2008,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.129,9.626,,Finescale dace,ventre citron,Chrosomus neogaeus,163594,130,,fork
2008,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.129,9.626,,Gaspereau,gaspareau,Alosa pseudoharengus,161701,5,243,fork
2008,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.129,9.626,,Lake chub,méné de lac,Couesius plumbeus,163535,2,,fork
2008,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.129,9.626,,Sea Lamprey,lamproie marine,Petromyzon marinus,159722,1307,,fork
2008,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.129,9.626,,Slimy sculpin,chabot visqueux,Cottus cognatus,167232,52,,fork
2008,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.129,9.626,,three-spined stickleback,épinoche à trois épines,Gasterosteus aculeatus,166365,14,,fork
2008,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.129,9.626,,White sucker,meunier noir,Catostomus commersoni,553273,20,,fork
2008,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,11.103,11.659,,American eel,anguille d'Amérique,Anguilla rostrata,161127,323,259.991,total
2008,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,11.103,11.659,,Atlantic salmon,saumon atlantique,Salmo salar,161996,1590,83.607,fork
2008,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,11.103,11.659,,Banded killifish,fondule barré,Fundulus diaphanus,165646,1,,fork
2008,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,11.103,11.659,,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,19,,fork
2008,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,11.103,11.659,,Finescale dace,ventre citron,Chrosomus neogaeus,163594,516,,fork
2008,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,11.103,11.659,,Lake chub,méné de lac,Couesius plumbeus,163535,45,,fork
2008,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,11.103,11.659,,nine-spined stickleback,épinoche à neuf épines,Pungitius pungitius,166387,4,,fork
2008,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,11.103,11.659,,Rainbow smelt,éperlan arc-en-ciel,Osmerus mordax,162043,1983,144.652,fork
2008,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,11.103,11.659,,Sea Lamprey,lamproie marine,Petromyzon marinus,159722,61,,fork
2008,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,11.103,11.659,,Slimy sculpin,chabot visqueux,Cottus cognatus,167232,2,,fork
2008,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,11.103,11.659,,three-spined stickleback,épinoche à trois épines,Gasterosteus aculeatus,166365,929,,fork
2008,Butters-RST,New Brunswick,47.9867,-66.8023,Restigouche River,SFA15,DACGO,11.103,11.659,,White sucker,meunier noir,Catostomus commersoni,553273,69,450,fork
2008,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,11.931,11.138,,American eel,anguille d'Amérique,Anguilla rostrata,161127,125,317.448,total
2008,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,11.931,11.138,,Atlantic salmon,saumon atlantique,Salmo salar,161996,2731,105.568,fork
2008,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,11.931,11.138,,Banded killifish,fondule barré,Fundulus diaphanus,165646,5,,fork
2008,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,11.931,11.138,,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,7,,fork
2008,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,11.931,11.138,,Finescale dace,ventre citron,Chrosomus neogaeus,163594,156,,fork
2008,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,11.931,11.138,,Gaspereau,gaspareau,Alosa pseudoharengus,161701,6,280,fork
2008,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,11.931,11.138,,Lake chub,méné de lac,Couesius plumbeus,163535,13,,fork
2008,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,11.931,11.138,,Mummichog,choquemort,Fundulus heteroclitus,165647,1,,fork
2008,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,11.931,11.138,,nine-spined stickleback,épinoche à neuf épines,Pungitius pungitius,166387,1,,fork
2008,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,11.931,11.138,,Rainbow smelt,éperlan arc-en-ciel,Osmerus mordax,162043,305,149.448,fork
2008,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,11.931,11.138,,Sea Lamprey,lamproie marine,Petromyzon marinus,159722,7,,fork
2008,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,11.931,11.138,,Slimy sculpin,chabot visqueux,Cottus cognatus,167232,2,,fork
2008,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,11.931,11.138,,Suckers (non specific),catostomes (non spécifique),,163892,4,,fork
2008,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,11.931,11.138,,three-spined stickleback,épinoche à trois épines,Gasterosteus aculeatus,166365,511,,fork
2008,Moses-RST,New Brunswick,47.9971,-66.8159,Restigouche River,SFA15,DACGO,11.931,11.138,,White sucker,meunier noir,Catostomus commersoni,553273,81,,fork
2008,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,13.321,11.932,,American eel,anguille d'Amérique,Anguilla rostrata,161127,123,347.909,total
2008,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,13.321,11.932,,Atlantic salmon,saumon atlantique,Salmo salar,161996,2320,89.789,fork
2008,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,13.321,11.932,,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,129,,fork
2008,Upsalquitch-RST,New Brunswick,47.8532,-66.9092,Upsalquitch River,SFA15,DAPWI,13.321,11.932,,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,5,168,fork
