L'année,Nom du site,Province,Latitude,Longitude,Nom de la rivière,Zone de pêche,ONGC,Température moyenne de l'air à l'arrivée,Température moyenne de l'eau sur le rivage,Profondeur moyenne de l'eau (m),Durée totale de fonctionnement (h),Nom commun en anglais,Nom commun en français,Nom scientifique,ITIS TSN,Spécimens mesurés,Longueur moyenne (mm),Type de longueur
2014,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,13.316,10.500,,2601.0,Gaspereau,gaspareau,Alosa,161701,12,259.417,fork
2014,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,13.316,10.500,,2601.0,Lake chub,méné de lac,Couesius plumbeus,163535,2,,fork
2014,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,13.316,10.500,,2601.0,Sea Lamprey,lamproie marine,Petromyzon marinus,159722,261,,fork
2014,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,13.316,10.500,,2601.0,Slimy sculpin,chabot visqueux,Cottus cognatus,167232,7,,fork
2014,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,13.316,10.500,,2601.0,three-spined stickleback,épinoche à trois épines,Gasterosteus aculeatus,166365,9,,fork
2014,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,13.316,10.500,,2601.0,White sucker,meunier noir,Catostomus commersoni,553273,33,,fork
2015,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,13.186,9.696,,4319.0,American eel,anguille d'Amérique,Anguilla rostrata,161127,20,469.700,total
2015,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,13.186,9.696,,4319.0,Atlantic salmon,saumon atlantique,Salmo salar,161996,6811,87.193,fork
2015,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,13.186,9.696,,4319.0,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,42,,fork
2015,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,13.186,9.696,,4319.0,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,7,140.286,fork
2015,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,13.186,9.696,,4319.0,Finescale dace,ventre citron,Chrosomus neogaeus,163594,19,,fork
2015,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,13.186,9.696,,4319.0,Gaspereau,gaspareau,Alosa,161701,4,253.750,fork
2015,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,13.186,9.696,,4319.0,Sea Lamprey,lamproie marine,Petromyzon marinus,159722,259,,fork
2015,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,13.186,9.696,,4319.0,Slimy sculpin,chabot visqueux,Cottus cognatus,167232,8,434.000,fork
2015,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,13.186,9.696,,4319.0,three-spined stickleback,épinoche à trois épines,Gasterosteus aculeatus,166365,4,,fork
2015,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,13.186,9.696,,4319.0,White sucker,meunier noir,Catostomus commersoni,553273,16,420.000,fork
2016,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,17.900,,,1757.0,American eel,anguille d'Amérique,Anguilla rostrata,161127,12,550.917,total
2016,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,17.900,,,1757.0,Atlantic salmon,saumon atlantique,Salmo salar,161996,2348,88.692,fork
2016,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,17.900,,,1757.0,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,10,,fork
2016,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,17.900,,,1757.0,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,6,79.000,fork
2016,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,17.900,,,1757.0,Finescale dace,ventre citron,Chrosomus neogaeus,163594,7,,fork
2016,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,17.900,,,1757.0,Gaspereau,gaspareau,Alosa,161701,2,276.000,fork
2016,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,17.900,,,1757.0,Sea Lamprey,lamproie marine,Petromyzon marinus,159722,152,,fork
2016,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,17.900,,,1757.0,Slimy sculpin,chabot visqueux,Cottus cognatus,167232,4,,fork
2016,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,17.900,,,1757.0,three-spined stickleback,épinoche à trois épines,Gasterosteus aculeatus,166365,5,,fork
2016,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,17.900,,,1757.0,White sucker,meunier noir,Catostomus commersoni,553273,5,,fork
2017,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,15.294,,,3468.0,American eel,anguille d'Amérique,Anguilla rostrata,161127,15,426.333,total
2017,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,15.294,,,3468.0,Atlantic salmon,saumon atlantique,Salmo salar,161996,2230,81.935,fork
2017,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,15.294,,,3468.0,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,23,,fork
2017,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,15.294,,,3468.0,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,13,93.538,fork
2017,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,15.294,,,3468.0,Finescale dace,ventre citron,Chrosomus neogaeus,163594,16,,fork
2017,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,15.294,,,3468.0,Lake chub,méné de lac,Couesius plumbeus,163535,2,,fork
2017,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,15.294,,,3468.0,Sea Lamprey,lamproie marine,Petromyzon marinus,159722,285,,fork
2017,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,15.294,,,3468.0,Slimy sculpin,chabot visqueux,Cottus cognatus,167232,3,,fork
2017,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,15.294,,,3468.0,three-spined stickleback,épinoche à trois épines,Gasterosteus aculeatus,166365,4,,fork
2017,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,15.294,,,3468.0,White sucker,meunier noir,Catostomus commersoni,553273,7,,fork
2018,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,13.604,,,3061.0,American eel,anguille d'Amérique,Anguilla rostrata,161127,15,418.143,total
2018,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,13.604,,,3061.0,Atlantic salmon,saumon atlantique,Salmo salar,161996,1556,114.858,fork
2018,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,13.604,,,3061.0,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,19,,fork
2018,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,13.604,,,3061.0,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,3,140.000,fork
2018,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,13.604,,,3061.0,Creek chub,mulet à cornes,Semotilus atromaculatus,163376,2,,fork
2018,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,13.604,,,3061.0,Finescale dace,ventre citron,Chrosomus neogaeus,163594,13,,fork
2018,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,13.604,,,3061.0,Sea Lamprey,lamproie marine,Petromyzon marinus,159722,1,,fork
2018,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,13.604,,,3061.0,Slimy sculpin,chabot visqueux,Cottus cognatus,167232,1,,fork
2018,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,13.604,,,3061.0,White sucker,meunier noir,Catostomus commersoni,553273,13,,fork
2019,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,10.235,,,2130.0,American eel,anguille d'Amérique,Anguilla rostrata,161127,18,463.778,total
2019,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,10.235,,,2130.0,Atlantic salmon,saumon atlantique,Salmo salar,161996,1180,100.781,fork
2019,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,10.235,,,2130.0,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,32,,fork
2019,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,10.235,,,2130.0,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,1,275.000,fork
2019,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,10.235,,,2130.0,Finescale dace,ventre citron,Chrosomus neogaeus,163594,4,,fork
2019,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,10.235,,,2130.0,Gaspereau,gaspareau,Alosa,161701,2,267.000,fork
2019,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,10.235,,,2130.0,Sea Lamprey,lamproie marine,Petromyzon marinus,159722,11,,fork
2019,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,10.235,,,2130.0,three-spined stickleback,épinoche à trois épines,Gasterosteus aculeatus,166365,1,,fork
2019,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,10.235,,,2130.0,White sucker,meunier noir,Catostomus commersoni,553273,2,,fork
2021,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,14.072,,,2115.0,American eel,anguille d'Amérique,Anguilla rostrata,161127,5,621.000,total
2021,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,14.072,,,2115.0,Atlantic salmon,saumon atlantique,Salmo salar,161996,1848,125.250,fork
2021,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,14.072,,,2115.0,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,1,,fork
2021,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,14.072,,,2115.0,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,1,,fork
2021,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,14.072,,,2115.0,Finescale dace,ventre citron,Chrosomus neogaeus,163594,2,,fork
2021,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,14.072,,,2115.0,Gaspereau,gaspareau,Alosa,161701,1,272.000,fork
2021,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,14.072,,,2115.0,Sea Lamprey,lamproie marine,Petromyzon marinus,159722,1,155.000,fork
2021,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,14.072,,,2115.0,White sucker,meunier noir,Catostomus commersoni,553273,4,,fork
2022,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,12.467,8.500,,1550.0,American eel,anguille d'Amérique,Anguilla rostrata,161127,3,635.333,total
2022,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,12.467,8.500,,1550.0,Atlantic salmon,saumon atlantique,Salmo salar,161996,1203,119.793,fork
2022,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,12.467,8.500,,1550.0,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,1,28.000,fork
2022,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,12.467,8.500,,1550.0,Gaspereau,gaspareau,Alosa,161701,2,258.000,fork
2022,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,12.467,8.500,,1550.0,Sea Lamprey,lamproie marine,Petromyzon marinus,159722,1,,fork
2023,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,10.917,8.492,,309.0,American eel,anguille d'Amérique,Anguilla rostrata,161127,4,626.000,total
2023,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,10.917,8.492,,309.0,Atlantic salmon,saumon atlantique,Salmo salar,161996,910,125.970,fork
2023,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,10.917,8.492,,309.0,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,1,,fork
2023,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,10.917,8.492,,309.0,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,1,,fork
2023,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,10.917,8.492,,309.0,Gaspereau,gaspareau,Alosa,161701,2,252.000,fork
2023,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,10.917,8.492,,309.0,Sea Lamprey,lamproie marine,Petromyzon marinus,159722,4,66.000,fork
2023,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,10.917,8.492,,309.0,Slimy sculpin,chabot visqueux,Cottus cognatus,167232,1,,fork
2023,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,10.917,8.492,,309.0,Suckers (non specific),catostomes (non spécifique),,163892,2,409.500,fork
2023,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,10.917,8.492,,309.0,three-spined stickleback,épinoche à trois épines,Gasterosteus aculeatus,166365,3,,fork
2023,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,10.917,8.492,,309.0,White sucker,meunier noir,Catostomus commersoni,553273,3,,fork
2024,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.966,9.740,35.667,376.0,American eel,anguille d'Amérique,Anguilla rostrata,161127,4,526.750,total
2024,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.966,9.740,35.667,376.0,Atlantic salmon,saumon atlantique,Salmo salar,161996,1250,127.408,fork
2024,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.966,9.740,35.667,376.0,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,4,64.500,fork
2024,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.966,9.740,35.667,376.0,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,1,,fork
2024,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.966,9.740,35.667,376.0,Gaspereau,gaspareau,Alosa,161701,2,,fork
2024,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.966,9.740,35.667,376.0,Slimy sculpin,chabot visqueux,Cottus cognatus,167232,4,,fork
2024,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.966,9.740,35.667,376.0,Suckers (non specific),catostomes (non spécifique),,163892,1,131.000,fork
2024,Kedgwick-RST,New Brunswick,47.6711,-67.5098,Kedgwick River,SFA15,DALLK,11.966,9.740,35.667,376.0,White sucker,meunier noir,Catostomus commersoni,553273,4,109.000,fork
