Year,SampleID,SampleType,EventID ,SamplingLocation ,SamplingSite,SiteCode,EventDate,RecordedBy,DecimalLatitude,DecimalLongitude,VolumeFiltered (mL),FilterType,Brook Floater OccurrenceStatus,Brook Floater Ct_1,Brook Floater Ct_2,Brook Floater Ct_3,Brook Floater eDNA Concentration_1 (pg/L),Brook Floater eDNA Concentration_2 (pg/L),Brook Floater eDNA Concentration_3 (pg/L),Eastern Pearlshell OccurrenceStatus,Eastern Pearlshell Ct_1,Eastern Pearlshell Ct_2,Eastern Pearlshell Ct_3,Eastern Pearlshell eDN/A concentration_1 (pg/L),Eastern Pearlshell eDN/A concentration_2 (pg/L),Eastern Pearlshell eDN/A concentration_3 (pg/L),Yellow Lampmussel OccurrenceStatus,Yellow Lampmussel Ct_1,Yellow Lampmussel Ct_2,Yellow Lampmussel Ct_3,Yellow Lampmussel eDN/A concentration_1 (pg/L) ,Yellow Lampmussel eDN/A concentration_2 (pg/L) ,Yellow Lampmussel eDN/A concentration_3 (pg/L) 
2021,r21:3177,Sample,2021-r21:3177,Renous River,Site 43,BS,7/20/2021,DFO Gulf,46.815241,-65.793794,1050,0.8 µm Nylon,Inconclusive / Non concluant,No Ct,No Ct,35.5,0,0,12.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3178,Sample,2021-r21:3178,Renous River,Site 43,BS,7/20/2021,DFO Gulf,46.815241,-65.793794,1025,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3179,Sample,2021-r21:3179,Renous River,Site 43,BS,7/20/2021,DFO Gulf,46.815241,-65.793794,1075,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3181,Sample,2021-r21:3181,Renous River,Site 44,BT,7/20/2021,DFO Gulf,46.829561,-65.787436,1050,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3183,Sample,2021-r21:3183,Renous River,Site 44,BT,7/20/2021,DFO Gulf,46.829561,-65.787436,1075,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3184,Sample,2021-r21:3184,Renous River,Site 44,BT,7/20/2021,DFO Gulf,46.829561,-65.787436,1050,0.8 µm Nylon,Detected / Détecté,36.5,36.3,35.7,6.5,7.4,11.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3185,Sample,2021-r21:3185,Southwest Miramichi River,Site 58,BU,7/20/2021,DFO Gulf,46.836046,-65.765279,1075,0.8 µm Nylon,Inconclusive / Non concluant,36.3,36.3,No Ct,7.4,7.3,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3186,Sample,2021-r21:3186,Southwest Miramichi River,Site 58,BU,7/20/2021,DFO Gulf,46.836046,-65.765279,1100,0.8 µm Nylon,Inconclusive / Non concluant,36.6,No Ct,No Ct,6,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3187,Sample,2021-r21:3187,Southwest Miramichi River,Site 58,BU,7/20/2021,DFO Gulf,46.836046,-65.765279,1075,0.8 µm Nylon,Inconclusive / Non concluant,No Ct,No Ct,35.9,0,0,9.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3188,Field blank,2021-r21:3188,N/A,N/A,N/A,7/20/2021,DFO Gulf,,,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3189,Sample,2021-r21:3189,Southwest Miramichi River,Site 59,BV,7/20/2021,DFO Gulf,46.838215,-65.748,1050,0.8 µm Nylon,Inconclusive / Non concluant,37.2,No Ct,36.3,4.2,0,7.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3190,Sample,2021-r21:3190,Southwest Miramichi River,Site 59,BV,7/20/2021,DFO Gulf,46.838215,-65.748,1050,0.8 µm Nylon,Inconclusive / Non concluant,No Ct,35.2,No Ct,0,14.7,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3191,Sample,2021-r21:3191,Southwest Miramichi River,Site 59,BV,7/20/2021,DFO Gulf,46.838215,-65.748,1100,0.8 µm Nylon,Detected / Détecté,35.4,35.8,36.5,12.8,9.9,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3192,Sample,2021-r21:3192,Barnaby River,Site 47,BW,7/20/2021,DFO Gulf,46.885232,-65.515325,350,0.8 µm Nylon,Detected / Détecté,37.3,36.4,36.3,12.1,20.9,21.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3193,Sample,2021-r21:3193,Barnaby River,Site 47,BW,7/20/2021,DFO Gulf,46.885232,-65.515325,700,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3194,Sample,2021-r21:3194,Barnaby River,Site 47,BW,7/20/2021,DFO Gulf,46.885232,-65.515325,350,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3195,Sample,2021-r21:3195,Barnaby River,Site 47,BW,7/20/2021,DFO Gulf,46.885232,-65.515325,750,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3196,Sample,2021-r21:3196,Barnaby River,Site 47,BW,7/20/2021,DFO Gulf,46.885232,-65.515325,350,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3197,Sample,2021-r21:3197,Barnaby River,Site 47,BW,7/20/2021,DFO Gulf,46.885232,-65.515325,675,1.2 µm Glass Fiber,Inconclusive / Non concluant,No Ct,No Ct,37,0,0,7.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3199,Field blank,2021-r21:3199,N/A,N/A,N/A,7/20/2021,DFO Gulf,,,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3200,Sample,2021-r21:3200,Barnaby River,Site 46,BX,7/20/2021,DFO Gulf,46.859,-65.444164,300,0.8 µm Nylon,Inconclusive / Non concluant,37.3,No Ct,No Ct,14.4,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3201,Sample,2021-r21:3201,Barnaby River,Site 46,BX,7/20/2021,DFO Gulf,46.859,-65.444164,750,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3202,Sample,2021-r21:3202,Barnaby River,Site 46,BX,7/20/2021,DFO Gulf,46.859,-65.444164,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3203,Sample,2021-r21:3203,Barnaby River,Site 46,BX,7/20/2021,DFO Gulf,46.859,-65.444164,1000,1.2 µm Glass Fiber,Inconclusive / Non concluant,No Ct,34.8,37.4,0,20.3,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3205,Sample,2021-r21:3205,Barnaby River,Site 45,BY,7/20/2021,DFO Gulf,46.801757,-65.45304,775,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3206,Sample,2021-r21:3206,Barnaby River,Site 45,BY,7/20/2021,DFO Gulf,46.801757,-65.45304,900,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3207,Sample,2021-r21:3207,Barnaby River,Site 45,BY,7/20/2021,DFO Gulf,46.801757,-65.45304,900,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3209,Sample,2021-r21:3209,East branch of Lake Brook,Site 64,BZ,7/20/2021,ASF,46.476227,-66.961953,1025,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3210,Sample,2021-r21:3210,East branch of Lake Brook,Site 64,BZ,7/20/2021,ASF,46.476227,-66.961953,1025,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3211,Sample,2021-r21:3211,East branch of Lake Brook,Site 64,BZ,7/20/2021,ASF,46.476227,-66.961953,1050,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3212,Field blank,2021-r21:3212,N/A,N/A,N/A,7/20/2021,ASF,,,900,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3213,Sample,2021-r21:3213,Taxis River,Site 24,CA,7/28/2021,DFO Gulf,46.454057,-66.423008,1050,0.8 µm Nylon,Inconclusive / Non concluant,34.6,No Ct,No Ct,22,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3215,Sample,2021-r21:3215,Taxis River,Site 24,CA,7/28/2021,DFO Gulf,46.454057,-66.423008,1100,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3216,Sample,2021-r21:3216,Taxis River,Site 24,CA,7/28/2021,DFO Gulf,46.454057,-66.423008,1100,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3218,Sample,2021-r21:3218,Southwest Miramichi River,Site 22,CB,7/28/2021,DFO Gulf,46.48188,-66.47978,1050,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3219,Sample,2021-r21:3219,Southwest Miramichi River,Site 22,CB,7/28/2021,DFO Gulf,46.48188,-66.47978,1050,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3220,Sample,2021-r21:3220,Southwest Miramichi River,Site 22,CB,7/28/2021,DFO Gulf,46.48188,-66.47978,1100,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3221,Field blank,2021-r21:3221,N/A,N/A,N/A,7/28/2021,DFO Gulf,,,1025,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3222,Sample,2021-r21:3222,Southwest Miramichi River,Site 21,CC,7/28/2021,DFO Gulf,46.56006,-66.55818,1075,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3223,Sample,2021-r21:3223,Southwest Miramichi River,Site 21,CC,7/28/2021,DFO Gulf,46.56006,-66.55818,1050,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3224,Sample,2021-r21:3224,Southwest Miramichi River,Site 21,CC,7/28/2021,DFO Gulf,46.56006,-66.55818,1000,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3225,Sample,2021-r21:3225,Southwest Miramichi River,Site 20,CD,7/28/2021,DFO Gulf,46.60063,-66.63863,1050,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3226,Sample,2021-r21:3226,Southwest Miramichi River,Site 20,CD,7/28/2021,DFO Gulf,46.60063,-66.63863,1050,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3227,Sample,2021-r21:3227,Southwest Miramichi River,Site 20,CD,7/28/2021,DFO Gulf,46.60063,-66.63863,1050,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3229,Sample,2021-r21:3229,Southwest Miramichi River,Site 19,CE,7/28/2021,DFO Gulf,46.58554,-66.70118,1050,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3231,Sample,2021-r21:3231,Southwest Miramichi River,Site 19,CE,7/28/2021,DFO Gulf,46.58554,-66.70118,1075,0.8 µm Nylon,Inconclusive / Non concluant,No Ct,No Ct,36.5,0,0,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021,r21:3232,Sample,2021-r21:3232,Southwest Miramichi River,Site 19,CE,7/28/2021,DFO Gulf,46.58554,-66.70118,1075,0.8 µm Nylon,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
