month,time.since.deploy,tide.level,plot.glob,pred.treat,initial,burrowed,prop.burrowed
Sept,105 min,S2,150,PI,5,5,1
Sept,120 min,IN,121,PI,5,0,0
Sept,120 min,IN,122,PE,5,0,0
Sept,120 min,IN,123,PI,5,0,0
Sept,120 min,IN,124,PE,5,0,0
Sept,120 min,IN,125,PI,5,0,0
Sept,120 min,IN,126,PE,5,0,0
Sept,120 min,IN,127,PE,5,0,0
Sept,120 min,IN,128,PE,5,1,0.2
Sept,120 min,IN,129,PI,5,0,0
Sept,120 min,IN,130,PI,5,0,0
Sept,120 min,S1,131,PE,5,4,0.8
Sept,120 min,S1,132,PE,5,3,0.6
Sept,120 min,S1,133,PI,5,1,0.2
Sept,120 min,S1,134,PE,5,4,0.8
Sept,120 min,S1,135,PI,5,2,0.4
Sept,120 min,S1,136,PE,5,3,0.6
Sept,120 min,S1,137,PI,5,2,0.4
Sept,120 min,S1,138,PI,5,1,0.2
Sept,120 min,S1,139,PE,5,4,0.8
Sept,120 min,S1,140,PI,5,2,0.4
Sept,120 min,S2,141,PI,5,5,1
Sept,120 min,S2,142,PI,5,3,0.6
Sept,120 min,S2,143,PE,5,5,1
Sept,120 min,S2,144,PE,5,4,0.8
Sept,120 min,S2,145,PI,5,5,1
Sept,120 min,S2,146,PE,5,5,1
Sept,120 min,S2,147,PI,5,3,0.6
Sept,120 min,S2,148,PE,5,3,0.6
Sept,120 min,S2,149,PE,5,4,0.8
Sept,120 min,S2,150,PI,5,5,1
