sample_id,year,month,day,prov,site,station,latitude,longitude,start_date,end_date,ammonia,do,nitrates,nitrite,phosphate,sal,silicate,water_temp,gravel,mud,rock,sand
7725,2014,8,1,PE / Î-P-É,Pinette,Harbour,46.058417,-62.928533,2014-08-01 00:00:00-03:00,,,13.6,0.08,0.04,,27.15,1.02,26.0,0,0,0,0
7711,2014,8,1,NB / N-B,Cap-Pelé,Harbour Shore Rd.,46.17319,-64.16438,2014-08-01 00:00:00-03:00,,,6.39,2.45,0.875,,26.94,1.97,22.8,0,0,0,0
7653,2014,8,1,PE / Î-P-É,Enmore,Higgin's wharf,46.54865,-64.08741,2014-08-01 00:00:00-03:00,,,8.07,1.22,0.06,,24.3,0.09,18.3,0,0,0,0
7657,2014,8,1,PE / Î-P-É,Hillsborough,Hillsborough Hospital,46.253637326,-63.098152896,2014-08-01 00:00:00-03:00,,,9.6,2.945,0.15,,22.72,1.24,25.2,0,0,0,0
7658,2014,8,1,PE / Î-P-É,Hillsborough,Horton Park,46.242433,-63.090807999,2014-08-01 00:00:00-03:00,,,8.23,3.34,0.15,,26.9,0.94,25.2,0,0,0,0
7706,2014,8,1,NB / N-B,Néguac,Ile-aux-foins,47.230688,-65.075657,2014-08-01 00:00:00-03:00,,,12.7,0.125,0.09,,20.38,0.205,28.0,0,0,0,0
7754,2014,8,1,NB / N-B,Shediac River,Indian Point,46.273319,-64.56477,2014-08-01 00:00:00-03:00,,,6.92,0.5,0.09,,24.58,0.35,20.2,0,0,0,0
7607,2014,8,1,NB / N-B,Bouctouche,Info Center,46.471729,-64.714365,2014-08-01 00:00:00-03:00,,,6.36,0.16,0.045,,23.26,1.905,24.0,0,0,0,0
7727,2014,8,1,NB / N-B,Pokemouche,Inkerman Ferry,47.67764,-64.81683,2014-08-01 00:00:00-03:00,,,8.75,0.095,0.035,,13.2,0.06,18.5,0,0,0,0
7802,2014,8,1,PE / Î-P-É,Trout River,Inn on the Pier,46.46921,-63.45003,2014-08-01 00:00:00-03:00,,,8.62,0.055,0.022,,25.69,1.365,21.7,0,0,0,0
7662,2014,8,1,NB / N-B,Cape Jourimain,Interpretive Center,46.160933,-63.8128,2014-08-01 00:00:00-03:00,,,8.82,0.045,0.012,,24.3,0.285,20.8,0,0,0,0
7670,2014,8,1,NB / N-B,Lameque,Irving,47.788011,-64.63752,2014-08-01 00:00:00-03:00,,,9.25,0.075,0.075,,23.09,2.12,19.9,0,0,0,0
7739,2014,8,1,NB / N-B,Richibouctou,Irving,46.646119,-64.875349,2014-08-01 00:00:00-03:00,,,7.12,1.4,0.06,,16.7,0.825,20.0,0,0,0,0
7614,2014,8,1,PE / Î-P-É,Brudenell-Montague,Island East,46.197824,-62.578086,2014-08-01 00:00:00-03:00,,,8.05,0.065,0.015,,27.44,0.875,20.7,0,0,0,0
7790,2014,8,1,NS / N-É,Tatamagouche,Island Road,45.756033,-63.339,2014-08-01 00:00:00-03:00,,,8.94,0.08,0.0175,,26.71,0.52,22.6,0,0,0,0
7615,2014,8,1,PE / Î-P-É,Brudenell-Montague,Island West,46.197877,-62.578434,2014-08-01 00:00:00-03:00,,,7.83,0.015,0.01,,27.53,0.805,22.0,0,0,0,0
7741,2014,8,1,NB / N-B,Richibouctou,Jardine Park,46.665292,-64.861867,2014-08-01 00:00:00-03:00,,,7.31,0.29,0.07,,18.8,0.435,19.8,0,0,0,0
7762,2014,8,1,PE / Î-P-É,Souris,Joe Carter 100%,46.35015,-62.2796,2014-08-01 00:00:00-03:00,,,7.82,0.94,0.11,,26.0,0.405,21.6,0,0,0,0
7682,2014,8,1,PE / Î-P-É,Malpèque Bay,Keirs Shore,46.525798,-63.697348999,2014-08-01 00:00:00-03:00,,,9.28,8.44,0.1335,,25.56,0.915,20.1,0,0,0,0
7709,2014,8,1,NB / N-B,Cap-Pelé,Kouchibouguac River,46.21546,-64.36419,2014-08-01 00:00:00-03:00,,,6.32,4.105,0.535,,22.74,0.605,20.4,0,0,0,0
7757,2014,8,1,NB / N-B,Shippagan,L.L. Gauthier,47.739834,-64.698903,2014-08-01 00:00:00-03:00,,,7.97,0.635,0.085,,25.72,0.935,20.4,0,0,0,0
7722,2014,8,1,PE / Î-P-É,Pinette,Larson Drive,46.061033,-62.916083,2014-08-01 00:00:00-03:00,,,9.01,17.65,0.145,,24.37,1.465,24.3,0,0,0,0
7783,2014,8,1,NB / N-B,Tabusintac,Left side of wharf,47.341712,-64.965766,2014-08-01 00:00:00-03:00,,,8.27,0.265,0.05,,20.8,0.575,23.1,0,0,0,0
7626,2014,8,1,NB / N-B,Cocagne,Lighthouse,46.335807,-64.615219,2014-08-01 00:00:00-03:00,,,7.17,0.15,0.055,,24.02,1.18,24.4,0,0,0,0
7774,2014,8,1,PE / Î-P-É,Summerside,Linkletter Provincial Park,46.398003,-63.857097,2014-08-01 00:00:00-03:00,,,8.8,0.46,0.076,,25.0,0.045,21.2,0,0,0,0
7749,2014,8,1,NB / N-B,Scoudouc River,Lobster,46.218937,-64.554866,2014-08-01 00:00:00-03:00,,,8.8,0.095,0.055,,25.4,0.245,23.1,0,0,0,0
7689,2014,8,1,PE / Î-P-É,Mill River,Long Creek,46.763,-64.146667,2014-08-01 00:00:00-03:00,,,5.44,0.805,0.2035,,23.03,2.64,22.1,0,0,0,0
7715,2014,8,1,NS / N-É,Pictou,Lyon's Brook,45.67583,-62.74132,2014-08-01 00:00:00-03:00,,,8.76,0.72,0.164,,26.03,0.83,21.9,0,0,0,0
7699,2014,8,1,PE / Î-P-É,Murray River,Machons Point,46.018891,-62.511072,2014-08-01 00:00:00-03:00,,,8.94,1.545,0.05,,27.16,0.55,24.0,0,0,0,0
7672,2014,8,1,NS / N-É,Mabou,MacLean's Point,46.07815,-61.455567,2014-08-01 00:00:00-03:00,,,9.28,0.24,0.075,,13.33,0.105,20.3,0,0,0,0
7635,2014,8,1,PE / Î-P-É,Brackley/Covehead,MacMillan's Point,46.420833333333334,-63.1658333333333,2014-08-01 00:00:00-03:00,,,4.7,0.0,0.01,,23.4,0.375,21.1,0,0,0,0
7675,2014,8,1,NS / N-É,Mabou,MacPhee's Point,46.082867,-61.441933,2014-08-01 00:00:00-03:00,,,8.88,0.41,0.088,,13.06,0.08,22.8,0,0,0,0
7637,2014,8,1,NB / N-B,Desable River,MacQuarries,46.19352777777778,-63.4271388888889,2014-08-01 00:00:00-03:00,,,6.92,0.525,0.031,,26.9,0.615,21.7,0,0,0,0
7640,2014,8,1,NB / N-B,Desable River,Maggies,46.18830555555556,-63.4218888888889,2014-08-01 00:00:00-03:00,,,5.97,3.63,0.381,,26.33,0.42,22.1,0,0,0,0
7791,2014,8,1,NS / N-É,Tatamagouche,Malagash Centre,45.77285,-63.305167,2014-08-01 00:00:00-03:00,,,9.6,0.03,0.015,,27.76,0.255,21.2,0,0,0,0
7702,2014,8,1,NB / N-B,Néguac,Malpec Road,47.277433,-65.017733,2014-08-01 00:00:00-03:00,,,6.45,0.15,0.16,,21.82,1.295,24.4,0,0,0,0
7631,2014,8,1,PE / Î-P-É,Brackley/Covehead,Marcie's,46.422222222222224,-63.1433333333333,2014-08-01 00:00:00-03:00,,,6.58,0.205,0.035,,23.0,0.535,20.4,0,0,0,0
7606,2014,8,1,NB / N-B,Bouctouche,Marina,46.475972,-64.710486,2014-08-01 00:00:00-03:00,,,5.87,0.245,0.06,,22.7,2.025,22.8,0,0,0,0
7719,2014,8,1,NS / N-É,Pictou,Marina,45.6829,-62.691,2014-08-01 00:00:00-03:00,,,8.41,0.12,0.0735,,27.33,0.6,19.8,0,0,0,0
7629,2014,8,1,NB / N-B,Cocagne,Marina Beach Cape,46.35647,-64.573946,2014-08-01 00:00:00-03:00,,,6.93,0.245,0.065,,26.08,0.99,23.3,0,0,0,0
7634,2014,8,1,PE / Î-P-É,Brackley/Covehead,Mary's,46.416111111111114,-63.1655555555556,2014-08-01 00:00:00-03:00,,,4.8,0.095,0.045,,9.7,0.37,21.7,0,0,0,0
7648,2014,8,1,PE / Î-P-É,Enmore,McGees Field,46.62024,-64.08209,2014-08-01 00:00:00-03:00,,,7.03,0.025,0.025,,26.9,0.025,21.8,0,0,0,0
7742,2014,8,1,NB / N-B,Richibouctou,McGuire Beach,46.692181,-64.824549,2014-08-01 00:00:00-03:00,,,7.13,0.41,0.04,,21.3,0.315,18.7,0,0,0,0
7703,2014,8,1,NB / N-B,Néguac,McLeod Road,47.263633,-65.04365,2014-08-01 00:00:00-03:00,,,8.62,1.095,0.14,,15.41,0.245,23.9,0,0,0,0
7688,2014,8,1,PE / Î-P-É,Mill River,Meggison Creek,46.773778,-64.126831,2014-08-01 00:00:00-03:00,,,8.3,1.2,0.1315,,22.57,1.345,21.4,0,0,0,0
7693,2014,8,1,NB / N-B,Miramichi,Middle Island,47.057687,-65.426951,2014-08-01 00:00:00-03:00,,,7.74,1.67,0.26,,9.58,0.26,21.7,0,0,0,0
7683,2014,8,1,PE / Î-P-É,Malpèque Bay,Montgomery Road,46.559339432,-63.711283524,2014-08-01 00:00:00-03:00,,,7.65,0.915,0.1475,,26.47,0.96,19.8,0,0,0,0
7737,2014,8,1,NS / N-É,Pugwash,Mundle's,45.8738,-63.653333,2014-08-01 00:00:00-03:00,,,8.26,0.085,0.0465,,23.52,0.535,26.5,0,0,0,0
7691,2014,8,1,NB / N-B,Miramichi,Murdock beach,47.074723,-65.33653,2014-08-01 00:00:00-03:00,,,7.88,0.825,0.14,,14.29,0.335,21.0,0,0,0,0
7676,2014,8,1,NS / N-É,Mabou,Murphy's Point,46.07235,-61.413583,2014-08-01 00:00:00-03:00,,,5.58,1.695,0.1385,,6.41,0.065,21.4,0,0,0,0
7665,2014,8,1,NB / N-B,Cape Jourimain,Murray Beach,46.18005,-63.985433,2014-08-01 00:00:00-03:00,,,8.52,0.44,0.175,,24.2,0.345,20.2,0,0,0,0
7645,2014,8,1,NB / N-B,Eel Ground,Nelson Road,46.96865,-65.55928,2014-08-01 00:00:00-03:00,,,8.46,0.56,0.115,,2.84,0.125,23.0,0,0,0,0
7785,2014,8,1,NB / N-B,Tabusintac,Next to bridge,47.331656,-65.009059,2014-08-01 00:00:00-03:00,,,6.42,0.155,0.06,,18.1,0.61,23.6,0,0,0,0
7696,2014,8,1,PE / Î-P-É,Murray River,Nicolle Cove,46.023203,-62.537107,2014-08-01 00:00:00-03:00,,,8.62,0.085,0.03,,27.52,0.62,23.8,0,0,0,0
7694,2014,8,1,NB / N-B,Miramichi,Oak Point,47.116738,-65.266799,2014-08-01 00:00:00-03:00,,,8.52,0.265,0.025,,18.99,0.32,22.2,0,0,0,0
7679,2014,8,1,PE / Î-P-É,Malpèque Bay,Old Ferry Road,46.512100991,-63.888895787,2014-08-01 00:00:00-03:00,,,6.9,0.145,0.084,,25.23,1.39,20.0,0,0,0,0
7623,2014,8,1,NS / N-É,Cheticamp,Opposite Church,46.627867,-61.021067,2014-08-01 00:00:00-03:00,,,10.06,0.08,0.0365,,27.15,0.525,22.6,0,0,0,0
7604,2014,8,1,PE / Î-P-É,Basin Head,Opposite House,46.385205,-62.116711,2014-08-01 00:00:00-03:00,,,9.51,21.935,0.275,,24.72,0.395,19.1,0,0,0,0
7633,2014,8,1,PE / Î-P-É,Brackley/Covehead,Osprey Point,46.411944444444444,-63.1836111111111,2014-08-01 00:00:00-03:00,,,3.84,0.165,0.035,,22.3,0.52,21.6,0,0,0,0
7777,2014,8,1,PE / Î-P-É,Summerside,Oyster Launch,46.383956,-63.758716,2014-08-01 00:00:00-03:00,,,8.88,0.75,0.093,,25.1,0.2,21.6,0,0,0,0
7736,2014,8,1,NS / N-É,Pugwash,Pagweak Camp,45.853717,-63.675933,2014-08-01 00:00:00-03:00,,,7.87,0.225,0.0275,,26.67,0.515,20.6,0,0,0,0
7797,2014,8,1,NB / N-B,Tracadie,Parc Val Comeau,47.473463,-64.873712,2014-08-01 00:00:00-03:00,,,8.62,0.71,0.055,,10.72,1.07,18.4,0,0,0,0
7723,2014,8,1,PE / Î-P-É,Pinette,Park Boat Launch,46.054833,-62.9105,2014-08-01 00:00:00-03:00,,,7.18,1.84,0.34,,25.52,2.0,23.7,0,0,0,0
7772,2014,8,1,NB / N-B,St-Louis de Kent,Park North,46.75123,-64.951922,2014-08-01 00:00:00-03:00,,,8.45,1.165,0.255,,0.01,0.26,23.3,0,0,0,0
7773,2014,8,1,NB / N-B,St-Louis de Kent,Park South,46.750968,-64.949386,2014-08-01 00:00:00-03:00,,,8.03,1.075,0.275,,2.5,0.34,21.4,0,0,0,0
7616,2014,8,1,PE / Î-P-É,Brudenell-Montague,Parker's Point,46.183691,-62.543005,2014-08-01 00:00:00-03:00,,,8.5,1.175,0.09,,26.89,2.69,23.0,0,0,0,0
7765,2014,8,1,PE / Î-P-É,Souris,Paul Deveau,46.37034,-62.27871,2014-08-01 00:00:00-03:00,,,9.02,2.055,0.06,,25.37,0.06,21.3,0,0,0,0
7763,2014,8,1,PE / Î-P-É,Souris,Paul Gallant 50%,46.35741,-62.27969,2014-08-01 00:00:00-03:00,,,7.76,0.335,0.12,,25.94,0.155,21.4,0,0,0,0
7619,2014,8,1,NS / N-É,Cheticamp,Pointe a Cochon,46.615083,-61.0237,2014-08-01 00:00:00-03:00,,,9.92,0.185,0.0415,,27.28,0.335,20.5,0,0,0,0
7770,2014,8,1,NB / N-B,St-Louis de Kent,Pointe a Donatien,46.746883,-64.970356,2014-08-01 00:00:00-03:00,,,8.02,0.82,0.215,,2.41,0.205,23.2,0,0,0,0
7726,2014,8,1,NB / N-B,Pokemouche,Pointe a Godin,47.68707,-64.8487,2014-08-01 00:00:00-03:00,,,9.6,0.245,0.075,,8.02,0.055,20.1,0,0,0,0
7769,2014,8,1,NB / N-B,St-Louis de Kent,Pointe a Maxime,46.766254,-64.911184,2014-08-01 00:00:00-03:00,,,8.1,0.715,0.18,,0.28,0.315,21.3,0,0,0,0
7695,2014,8,1,NB / N-B,Miramichi,Pointe aux Carr,47.077419,-65.207023,2014-08-01 00:00:00-03:00,,,8.18,0.025,0.03,,19.02,0.33,20.9,0,0,0,0
7759,2014,8,1,NB / N-B,Shippagan,Pointe Brulee,47.754598,-64.724922,2014-08-01 00:00:00-03:00,,,9.43,0.245,0.035,,25.31,0.545,23.0,0,0,0,0
7792,2014,8,1,NB / N-B,Tracadie,Pointe des Ferguson,47.471838,-64.897916,2014-08-01 00:00:00-03:00,,,1.74,0.735,0.76,,0.11,13.65,18.2,0,0,0,0
7728,2014,8,1,NB / N-B,Pokemouche,Pointe des Mazeroles,47.67109,-64.8083,2014-08-01 00:00:00-03:00,,,7.86,0.355,0.05,,16.72,0.375,19.5,0,0,0,0
7651,2014,8,1,PE / Î-P-É,Enmore,Portage Shore,46.578,-64.05475,2014-08-01 00:00:00-03:00,,,7.58,0.005,0.015,,25.3,0.04,20.5,0,0,0,0
7716,2014,8,1,NS / N-É,Pictou,Power Plant,45.62596,-62.64932,2014-08-01 00:00:00-03:00,,,6.64,5.91,0.4145,,23.57,1.185,28.1,0,0,0,0
7677,2014,8,1,NS / N-É,Mabou,Priest Point,46.073633,-61.405183,2014-08-01 00:00:00-03:00,,,7.94,4.795,0.301,,5.28,0.22,18.4,0,0,0,0
7756,2014,8,1,NB / N-B,Shippagan,Pt. Sauvage,47.732,-64.684004,2014-08-01 00:00:00-03:00,,,8.36,0.26,0.065,,23.46,0.685,21.7,0,0,0,0
7609,2014,8,1,NB / N-B,Bouctouche,Pub by the bridge,46.471865,-64.719819,2014-08-01 00:00:00-03:00,,,7.37,3.88,0.13,,18.49,1.135,23.3,0,0,0,0
7796,2014,8,1,NB / N-B,Tracadie,Quai Val Comeau,47.464352,-64.886087,2014-08-01 00:00:00-03:00,,,7.82,7.39,0.185,,20.21,0.895,18.8,0,0,0,0
7656,2014,8,1,PE / Î-P-É,Hillsborough,Queen Elizabeth Park,46.2482,-63.1535,2014-08-01 00:00:00-03:00,,,9.13,5.585,0.11,,24.12,1.69,24.4,0,0,0,0
7678,2014,8,1,PE / Î-P-É,Malpèque Bay,Ramsay Farm,46.5862,-63.852168,2014-08-01 00:00:00-03:00,,,7.94,0.9,0.2145,,25.4,0.845,19.0,0,0,0,0
7636,2014,8,1,NB / N-B,Desable River,Redcliff,46.189055555555555,-63.4369444444444,2014-08-01 00:00:00-03:00,,,7.31,0.085,0.0215,,27.04,0.575,20.2,0,0,0,0
7684,2014,8,1,PE / Î-P-É,Mill River,Resort,46.749806,-64.151997,2014-08-01 00:00:00-03:00,,,6.15,6.875,0.354,,19.4,2.735,21.0,0,0,0,0
7617,2014,8,1,PE / Î-P-É,Brudenell-Montague,Richmond Street,46.181156,-62.539139,2014-08-01 00:00:00-03:00,,,8.49,0.945,0.045,,26.81,0.305,22.8,0,0,0,0
7782,2014,8,1,NB / N-B,Tabusintac,Right side of wharf,47.340217,-64.972078,2014-08-01 00:00:00-03:00,,,7.49,0.095,0.04,,18.9,0.61,23.5,0,0,0,0
7654,2014,8,1,PE / Î-P-É,Hillsborough,Rocky Point,46.20736,-63.14716,2014-08-01 00:00:00-03:00,,,8.85,0.15,0.05,,27.06,0.755,21.8,0,0,0,0
7671,2014,8,1,NB / N-B,Lameque,Roger Noel,47.782426,-64.641109,2014-08-01 00:00:00-03:00,,,8.35,1.645,0.15,,19.8,1.77,19.1,0,0,0,0
7787,2014,8,1,NS / N-É,Tatamagouche,Rollie's,45.75675,-63.084417,2014-08-01 00:00:00-03:00,,,8.47,0.185,0.015,,27.35,0.31,23.3,0,0,0,0
7611,2014,8,1,NB / N-B,Bouctouche,Route 11,46.462419,-64.726601,2014-08-01 00:00:00-03:00,,,7.81,0.61,0.09,,19.19,1.225,22.8,0,0,0,0
7758,2014,8,1,NB / N-B,Shippagan,Rue Degrace,47.748023,-64.71095,2014-08-01 00:00:00-03:00,,,8.56,0.48,0.05,,24.83,0.34,21.4,0,0,0,0
7746,2014,8,1,NB / N-B,Scoudouc River,Rue Dock,46.220777,-64.552474,2014-08-01 00:00:00-03:00,,,7.11,0.075,0.045,,24.31,0.255,25.2,0,0,0,0
7669,2014,8,1,NB / N-B,Lameque,Rue du Pecheur,47.789535,-64.646046,2014-08-01 00:00:00-03:00,,,6.92,4.16,0.435,,23.23,5.06,19.3,0,0,0,0
7795,2014,8,1,NB / N-B,Tracadie,Rue McLaughlin,47.489795,-64.885233,2014-08-01 00:00:00-03:00,,,7.3,1.8,0.075,,19.76,0.73,18.5,0,0,0,0
7760,2014,8,1,NB / N-B,Shippagan,Savoy Landing,47.753414,-64.692647,2014-08-01 00:00:00-03:00,,,8.63,0.41,0.055,,25.13,0.47,20.5,0,0,0,0
7597,2014,8,1,NS / N-É,Antigonish,Seabright,45.67237,-61.90695,2014-08-01 00:00:00-03:00,,,5.42,0.045,0.048,,27.43,1.575,21.9,0,0,0,0
7753,2014,8,1,NB / N-B,Shediac River,Seagull,46.270801,-64.574252,2014-08-01 00:00:00-03:00,,,6.95,0.395,0.09,,21.44,0.96,22.2,0,0,0,0
7733,2014,8,1,NS / N-É,Pugwash,Seagull Parking,45.845167000000004,-63.66395,2014-08-01 00:00:00-03:00,,,7.87,0.12,0.0365,,24.2,0.725,24.8,0,0,0,0
7730,2014,8,1,NB / N-B,Pokemouche,Sentier NB,47.67381,-64.8209,2014-08-01 00:00:00-03:00,,,9.79,5.83,0.04,,9.79,0.075,20.4,0,0,0,0
7605,2014,8,1,PE / Î-P-É,Basin Head,Shambles,46.387051,-62.114297,2014-08-01 00:00:00-03:00,,,11.3,0.47,0.055,,27.5,0.51,19.9,0,0,0,0
7697,2014,8,1,PE / Î-P-É,Murray River,Sharams Point,46.020309,-62.525012,2014-08-01 00:00:00-03:00,,,9.13,0.055,0.03,,27.68,0.47,24.5,0,0,0,0
7641,2014,8,1,NB / N-B,Desable River,Shirley's View,46.188,-63.4228888888889,2014-08-01 00:00:00-03:00,,,4.55,0.135,0.0405,,26.58,0.575,21.2,0,0,0,0
7600,2014,8,1,PE / Î-P-É,Basin Head,Slipway,46.383134,-62.11238,2014-08-01 00:00:00-03:00,,,10.29,18.595,0.21,,24.86,0.305,19.8,0,0,0,0
7602,2014,8,1,PE / Î-P-É,Basin Head,Small Creek,46.387556,-62.106785,2014-08-01 00:00:00-03:00,,,7.2,3.645,0.165,,23.3,0.5,20.6,0,0,0,0
7724,2014,8,1,PE / Î-P-É,Pinette,South Branch Wharf,46.053333,-62.9111,2014-08-01 00:00:00-03:00,,,7.62,1.31,0.07,,26.1,1.33,23.5,0,0,0,0
7647,2014,8,1,NB / N-B,Eel Ground,South Esk,46.95805,-65.62209,2014-08-01 00:00:00-03:00,,,8.7,0.505,0.075,,2.59,0.13,22.8,0,0,0,0
7663,2014,8,1,NB / N-B,Cape Jourimain,Spencer's Point,46.15749,-63.90953,2014-08-01 00:00:00-03:00,,,6.44,0.06,0.0285,,24.88,0.355,18.7,0,0,0,0
7779,2014,8,1,PE / Î-P-É,Summerside,Stavert Point Road,46.357944,-63.731488,2014-08-01 00:00:00-03:00,,,13.24,54.77,2.226,,16.27,0.04,23.9,0,0,0,0
7642,2014,8,1,NB / N-B,Eel Ground,Strawberry Marsh,46.98624,-65.57426,2014-08-01 00:00:00-03:00,,,8.52,0.445,0.11,,3.97,0.07,23.6,0,0,0,0
7704,2014,8,1,NB / N-B,Néguac,Sullivan Road,47.254983,-65.063167,2014-08-01 00:00:00-03:00,,,11.67,0.3,0.18,,20.1,0.63,27.8,0,0,0,0
7710,2014,8,1,NB / N-B,Cap-Pelé,Tedish River,46.22523,-64.29596,2014-08-01 00:00:00-03:00,,,6.83,0.41,0.07,,25.9,0.91,21.0,0,0,0,0
7598,2014,8,1,NS / N-É,Antigonish,Terra Tory Drive,45.65924,-61.913261,2014-08-01 00:00:00-03:00,,,8.12,0.465,0.0665,,24.11,0.925,22.3,0,0,0,0
7798,2014,8,1,PE / Î-P-É,Trout River,Thymehill,46.44482,-63.47322,2014-08-01 00:00:00-03:00,,,9.85,0.08,0.046,,20.25,1.065,23.6,0,0,0,0
7764,2014,8,1,PE / Î-P-É,Souris,Tim Campbell,46.36766,-62.28626,2014-08-01 00:00:00-03:00,,,8.9,0.08,0.06,,25.54,0.17,21.2,0,0,0,0
7789,2014,8,1,NS / N-É,Tatamagouche,Tim Horton,45.735417,-63.318383,2014-08-01 00:00:00-03:00,,,7.58,0.045,0.0165,,26.33,0.39,22.4,0,0,0,0
7800,2014,8,1,PE / Î-P-É,Trout River,Tommy Gallant,46.448448,-63.465789,2014-08-01 00:00:00-03:00,,,8.6,1.115,0.0555,,23.61,1.99,23.3,0,0,0,0
7610,2014,8,1,NB / N-B,Bouctouche,Treatment Plant outlet,46.46733,-64.722576,2014-08-01 00:00:00-03:00,,,7.95,0.515,0.09,,18.36,1.29,23.4,0,0,0,0
7799,2014,8,1,PE / Î-P-É,Trout River,Trout River Park,46.42157,-63.44011,2014-08-01 00:00:00-03:00,,,2.5,0.08,0.039,,20.37,2.385,23.4,0,0,0,0
7801,2014,8,1,PE / Î-P-É,Trout River,Trout River Road,46.458182,-63.461426,2014-08-01 00:00:00-03:00,,,7.9,0.035,0.017,,22.47,1.19,22.8,0,0,0,0
7639,2014,8,1,NB / N-B,Desable River,Visser's,46.192083333333336,-63.4204444444444,2014-08-01 00:00:00-03:00,,,6.91,1.63,0.09,,19.44,0.47,21.0,0,0,0,0
7686,2014,8,1,PE / Î-P-É,Mill River,Waterview Rd.,46.760927,-64.12676,2014-08-01 00:00:00-03:00,,,8.0,14.255,0.2695,,20.25,1.555,20.3,0,0,0,0
7655,2014,8,1,PE / Î-P-É,Hillsborough,West River/Causeway,46.188544,-63.232663,2014-08-01 00:00:00-03:00,,,7.18,1.28,0.18,,26.61,1.17,23.0,0,0,0,0
7751,2014,8,1,NB / N-B,Shediac River,Wetland,46.274617,-64.571954,2014-08-01 00:00:00-03:00,,,7.18,0.225,0.055,,22.56,0.5,20.8,0,0,0,0
7768,2014,8,1,NB / N-B,St-Louis de Kent,Wharf,46.757328,-64.917023,2014-08-01 00:00:00-03:00,,,8.94,0.57,0.18,,0.08,0.36,21.2,0,0,0,0
7612,2014,8,1,PE / Î-P-É,Brudenell-Montague,Wightman's Point,46.163516,-62.532719,2014-08-01 00:00:00-03:00,,,8.3,0.18,0.02,,26.72,0.36,20.8,0,0,0,0
7646,2014,8,1,NB / N-B,Eel Ground,Wilson Point,46.96419,-65.59513,2014-08-01 00:00:00-03:00,,,8.5,0.6,0.15,,2.89,0.055,23.7,0,0,0,0
7499,2014,7,1,NB / N-B,Cap-Pelé,Aboujagane River,46.22155,-64.39916,2014-07-01 00:00:00-03:00,,,7.23,,,,26.02,,19.1,0,0,0,0
7390,2014,7,1,PE / Î-P-É,Basin Head,Across Lagoon,46.384835,-62.109143,2014-07-01 00:00:00-03:00,,,6.89,,,,26.23,,20.1,0,0,0,0
7388,2014,7,1,PE / Î-P-É,Basin Head,Across Slipway,46.382572,-62.110019,2014-07-01 00:00:00-03:00,,,7.44,,,,26.8,,19.8,0,0,0,0
7400,2014,7,1,PE / Î-P-É,Brudenell-Montague,Aitken Point,46.172776,-62.547863,2014-07-01 00:00:00-03:00,,,9.87,,,,25.5,,19.9,0,0,0,0
7477,2014,7,1,PE / Î-P-É,Mill River,Al Peter's,46.758934,-64.141007,2014-07-01 00:00:00-03:00,,,8.08,,,,22.33,,23.4,0,0,0,0
7546,2014,7,1,NB / N-B,Shediac River,Albert Gallant,46.279518,-64.572578,2014-07-01 00:00:00-03:00,,,6.71,,,,14.7,,22.5,0,0,0,0
7584,2014,7,1,NB / N-B,Tracadie,Allee des Canards,47.527732,-64.894019,2014-07-01 00:00:00-03:00,,,5.8,,,,22.52,,21.1,0,0,0,0
7436,2014,7,1,NB / N-B,Eel Ground,Anderson's Bridge,46.96733,-65.59996,2014-07-01 00:00:00-03:00,,,8.0,,,,0.34,,22.8,0,0,0,0
7456,2014,7,1,NB / N-B,Cape Jourimain,Annes Acres,46.15355,-63.846567,2014-07-01 00:00:00-03:00,,,8.03,,,,27.01,,24.0,0,0,0,0
7452,2014,7,1,PE / Î-P-É,Hillsborough,Aptose Road,46.219466,-63.113672,2014-07-01 00:00:00-03:00,,,10.2,,,,27.74,,18.7,0,0,0,0
7382,2014,7,1,NS / N-É,Antigonish,Aveline Ave,45.667195,-61.884295,2014-07-01 00:00:00-03:00,,,7.78,,,,24.7,,22.3,0,0,0,0
7569,2014,7,1,PE / Î-P-É,Summerside,Bakers Launch,46.369117,-63.755742,2014-07-01 00:00:00-03:00,,,8.98,,,,21.0,,22.7,0,0,0,0
7575,2014,7,1,NB / N-B,Tabusintac,Bayshore,47.376278,-64.938145,2014-07-01 00:00:00-03:00,,,6.69,,,,20.29,,22.9,0,0,0,0
7473,2014,7,1,PE / Î-P-É,Malpèque Bay,Beech Point,46.494013,-63.747559001,2014-07-01 00:00:00-03:00,,,7.62,,,,26.24,,23.1,0,0,0,0
7395,2014,7,1,NB / N-B,Bouctouche,Behind the takeout,46.469231,-64.714104,2014-07-01 00:00:00-03:00,,,7.88,,,,19.53,,24.5,0,0,0,0
7472,2014,7,1,PE / Î-P-É,Malpèque Bay,Belmont Park,46.5153,-63.8311,2014-07-01 00:00:00-03:00,,,7.53,,,,25.57,,22.6,0,0,0,0
7566,2014,7,1,PE / Î-P-É,Summerside,Boardwalk,46.395416,-63.8017,2014-07-01 00:00:00-03:00,,,7.27,,,,24.75,,21.2,0,0,0,0
7509,2014,7,1,NS / N-É,Pictou,Boat Harbour,45.67576,-62.63784,2014-07-01 00:00:00-03:00,,,6.87,,,,23.87,,22.6,0,0,0,0
7479,2014,7,1,PE / Î-P-É,Mill River,Boat Launch,46.780395,-64.112115,2014-07-01 00:00:00-03:00,,,8.66,,,,23.89,,24.3,0,0,0,0
