SampleID_ID de_l_échantillon,Plate_Plaque,Position,ANDES_ID,Region_Région,Year_Année,Adk2P1,Adk2P2,k2PopT90,Set.number_Numéro_de_trait,Stratum_Strate,Latitude,Longitude,Month_Mois,Day_Jour,Depth_Profondeur,Temperature_Température,Conductivity_Conductivité,Salinity_Salinité,Oxygen_Oxygène,Length_Longueur,Sex_Sexe,Maturity_Maturité,Weight_Poids,Age_Âge,Dirichlet.Grp.Unrarefied_Groupe_Dirichlet_non-raréfié
GLF-10,3,A8,14900,Gulf_Golfe,2022,0.00001,0.99999,Pop2,31,415,48.85566667,-63.94383333,9,19,207,5.745,3.356009,34.2466,1.856,32,2,1,194,3,1
GLF-103,4,A9,29276,Gulf_Golfe,2022,0.00001,0.99999,Pop2,71,437,47.11883333,-60.60833333,9,28,172,7.4601,3.563333,34.8324,2.84,38,2,2,374,4,3
GLF-109,4,D2,29290,Gulf_Golfe,2022,0.00001,0.99999,Pop2,71,437,47.11883333,-60.60833333,9,28,172,7.4601,3.563333,34.8324,2.84,38,1,2,411,4,3
GLF-11,3,H7,14908,Gulf_Golfe,2022,0.00001,0.99999,Pop2,31,415,48.85566667,-63.94383333,9,19,207,5.745,3.356009,34.2466,1.856,32,2,1,178,3,1
GLF-115,3,A2,29379,Gulf_Golfe,2022,0.00001,0.99999,Pop2,72,437,47.07383333,-60.893,9,28,115,5.0893,3.236888,33.5929,4.468,37,2,1,364,4,3
GLF-122,3,B10,29429,Gulf_Golfe,2022,0.00001,0.99999,Pop2,72,437,47.07383333,-60.893,9,28,115,5.0893,3.236888,33.5929,4.468,33,2,1,240,3,1
GLF-128,4,H6,29491,Gulf_Golfe,2022,0.00001,0.99999,Pop2,72,437,47.07383333,-60.893,9,28,115,5.0893,3.236888,33.5929,4.468,49,1,3,812,5,1
GLF-13,3,H12,14918,Gulf_Golfe,2022,0.00001,0.99999,Pop2,31,415,48.85566667,-63.94383333,9,19,207,5.745,3.356009,34.2466,1.856,33,1,1,244,3,1
GLF-138,3,H1,29595,Gulf_Golfe,2022,0.00001,0.99999,Pop2,72,437,47.07383333,-60.893,9,28,115,5.0893,3.236888,33.5929,4.468,29,2,1,174,3,1
GLF-14,3,A10,15173,Gulf_Golfe,2022,0.00001,0.99999,Pop2,32,415,49.025,-63.984,9,20,305,6.7004,3.498947,34.8248,1.452,49,2,1,782,5,3
GLF-15,3,E1,15209,Gulf_Golfe,2022,0.951609,0.048391,Pop1,32,415,49.025,-63.984,9,20,305,6.7004,3.498947,34.8248,1.452,55,2,8,1208,5,3
GLF-154,3,C10,29805,Gulf_Golfe,2022,0.00001,0.99999,Pop2,72,437,47.07383333,-60.893,9,28,115,5.0893,3.236888,33.5929,4.468,43,2,1,550,4,3
GLF-16,3,C1,15234,Gulf_Golfe,2022,0.990291,0.009709,Pop1,32,415,49.025,-63.984,9,20,305,6.7004,3.498947,34.8248,1.452,54,2,8,1194,5,2
GLF-160,3,B2,29915,Gulf_Golfe,2022,0.007989,0.992011,Pop2,72,437,47.07383333,-60.893,9,28,115,5.0893,3.236888,33.5929,4.468,46,2,1,756,4,1
GLF-17,3,B1,15249,Gulf_Golfe,2022,0.961043,0.038957,Pop1,32,415,49.025,-63.984,9,20,305,6.7004,3.498947,34.8248,1.452,50,2,8,996,5,1
GLF-177,4,H4,29988,Gulf_Golfe,2022,0.00001,0.99999,Pop2,72,437,47.07383333,-60.893,9,28,115,5.0893,3.236888,33.5929,4.468,29,2,1,116,3,1
GLF-18,3,D1,15268,Gulf_Golfe,2022,0.00001,0.99999,Pop2,32,415,49.025,-63.984,9,20,305,6.7004,3.498947,34.8248,1.452,53,2,8,1206,5,1
GLF-19,3,A1,15282,Gulf_Golfe,2022,0.94991,0.05009,Pop1,32,415,49.025,-63.984,9,20,305,6.7004,3.498947,34.8248,1.452,48,2,8,814,5,1
GLF-193,4,H7,30057,Gulf_Golfe,2022,0.00001,0.99999,Pop2,73,437,46.79383333,-60.984,9,29,124,5.7345,3.318787,33.879,4.124,27,2,1,124,3,1
GLF-20,3,F1,15295,Gulf_Golfe,2022,0.919792,0.080208,Pop1,32,415,49.025,-63.984,9,20,305,6.7004,3.498947,34.8248,1.452,58,2,8,1440,6,1
GLF-201,3,F10,30126,Gulf_Golfe,2022,0.00001,0.99999,Pop2,73,437,46.79383333,-60.984,9,29,124,5.7345,3.318787,33.879,4.124,29,2,1,161,3,1
GLF-21,4,A1,15324,Gulf_Golfe,2022,0.99999,0.00001,Pop1,32,415,49.025,-63.984,9,20,305,6.7004,3.498947,34.8248,1.452,62,2,8,2146,6,3
GLF-219,4,B6,30271,Gulf_Golfe,2022,0.00001,0.99999,Pop2,73,437,46.79383333,-60.984,9,29,124,5.7345,3.318787,33.879,4.124,36,1,1,323,4,1
GLF-22,4,F5,15340,Gulf_Golfe,2022,0.00001,0.99999,Pop2,32,415,49.025,-63.984,9,20,305,6.7004,3.498947,34.8248,1.452,60,2,8,1838,6,1
GLF-230,3,E2,30371,Gulf_Golfe,2022,0.00001,0.99999,Pop2,73,437,46.79383333,-60.984,9,29,124,5.7345,3.318787,33.879,4.124,33,2,1,240,3,1
GLF-233,4,A8,30411,Gulf_Golfe,2022,0.00001,0.99999,Pop2,73,437,46.79383333,-60.984,9,29,124,5.7345,3.318787,33.879,4.124,25,1,1,107,2,1
GLF-236,3,D2,30437,Gulf_Golfe,2022,0.00001,0.99999,Pop2,73,437,46.79383333,-60.984,9,29,124,5.7345,3.318787,33.879,4.124,25,2,1,89,2,3
GLF-238,3,C2,30457,Gulf_Golfe,2022,0.99999,0.00001,Pop1,73,437,46.79383333,-60.984,9,29,124,5.7345,3.318787,33.879,4.124,40,1,3,510,4,1
GLF-24,3,G1,15380,Gulf_Golfe,2022,0.955175,0.044825,Pop1,32,415,49.025,-63.984,9,20,305,6.7004,3.498947,34.8248,1.452,58,2,8,1892,6,3
MR-1,2,A1,72290,Maritimes,2023,0.99999,0.00001,Pop1,207,445,45.78615,-58.68882,8,1,272,4.4592,3.185961,33.5617,4.3846,35,2,1,343,3,3
MR-10,2,B2,72203,Maritimes,2023,0.988657,0.011343,Pop1,206,440,46.03762,-58.54121,8,1,274,7.1335,3.542413,34.8719,2.3142,58,2,3,1571,NA,2
MR-12,2,D2,72197,Maritimes,2023,0.969206,0.030794,Pop1,206,440,46.03762,-58.54121,8,1,274,7.1335,3.542413,34.8719,2.3142,49,2,3,971,NA,2
MR-13,2,E2,69648,Maritimes,2023,0.949047,0.050953,Pop1,197,440,47.04307,-60.08224,7,31,220,7.0829,3.509351,34.6045,2.955,30,1,1,224,3,3
MR-14,2,F2,69642,Maritimes,2023,0.99999,0.00001,Pop1,197,440,47.04307,-60.08224,7,31,220,7.0829,3.509351,34.6045,2.955,29,1,1,183,NA,2
MR-15,2,G2,69496,Maritimes,2023,0.957429,0.042571,Pop1,197,440,47.04307,-60.08224,7,31,220,7.0829,3.509351,34.6045,2.955,35,1,1,288,3,1
MR-16,2,H2,69636,Maritimes,2023,0.00001,0.99999,Pop2,197,440,47.04307,-60.08224,7,31,220,7.0829,3.509351,34.6045,2.955,41,2,2,400,4,2
MR-17,2,A3,69380,Maritimes,2023,0.00001,0.99999,Pop2,196,441,46.75176,-60.08983,7,30,147,2.8319,2.991052,32.9591,5.437,36,2,2,330,4,1
MR-18,2,B3,72201,Maritimes,2023,0.99999,0.00001,Pop1,206,440,46.03762,-58.54121,8,1,274,7.1335,3.542413,34.8719,2.3142,52,2,3,1290,NA,2
MR-19,2,C3,69652,Maritimes,2023,0.00001,0.99999,Pop2,197,440,47.04307,-60.08224,7,31,220,7.0829,3.509351,34.6045,2.955,53,2,3,1172,NA,3
MR-20,2,D3,72199,Maritimes,2023,0.942049,0.057951,Pop1,206,440,46.03762,-58.54121,8,1,274,7.1335,3.542413,34.8719,2.3142,47,2,2,976,5,3
MR-21,2,E3,72275,Maritimes,2023,0.897296,0.102704,Pop1,207,445,45.78615,-58.68882,8,1,272,4.4592,3.185961,33.5617,4.3846,49,2,3,884,NA,2
MR-22,2,F3,69346,Maritimes,2023,0.00001,0.99999,Pop2,196,441,46.75176,-60.08983,7,30,147,2.8319,2.991052,32.9591,5.437,55,2,3,1147,NA,3
MR-24,2,H3,69360,Maritimes,2023,0.985824,0.014176,Pop1,196,441,46.75176,-60.08983,7,30,147,2.8319,2.991052,32.9591,5.437,32,2,2,234,NA,1
MR-25,2,A4,69378,Maritimes,2023,0.00001,0.99999,Pop2,196,441,46.75176,-60.08983,7,30,147,2.8319,2.991052,32.9591,5.437,39,1,1,355,NA,3
MR-27,2,C4,69376,Maritimes,2023,0.00001,0.99999,Pop2,196,441,46.75176,-60.08983,7,30,147,2.8319,2.991052,32.9591,5.437,36,1,2,319,4,1
MR-28,2,D4,69374,Maritimes,2023,0.00001,0.99999,Pop2,196,441,46.75176,-60.08983,7,30,147,2.8319,2.991052,32.9591,5.437,42,2,NA,493,NA,3
MR-29,2,E4,69368,Maritimes,2023,0.00001,0.99999,Pop2,196,441,46.75176,-60.08983,7,30,147,2.8319,2.991052,32.9591,5.437,44,1,3,543,NA,1
MR-3,2,C1,NA,Maritimes,2023,0.975976,0.024024,Pop1,206,440,46.03762,-58.54121,8,1,274,7.1335,3.542413,34.8719,2.3142,33,1,1,290,3,2
MR-30,2,F4,69357,Maritimes,2023,0.483373,0.516627,Admixed,196,441,46.75176,-60.08983,7,30,147,2.8319,2.991052,32.9591,5.437,44,2,2,544,NA,3
MR-31,2,G4,72282,Maritimes,2023,0.898259,0.101741,Pop1,207,445,45.78615,-58.68882,8,1,272,4.4592,3.185961,33.5617,4.3846,57,2,2,1381,NA,2
MR-32,2,H4,69363,Maritimes,2023,0.00001,0.99999,Pop2,196,441,46.75176,-60.08983,7,30,147,7.0829,3.509351,34.6045,2.955,47,1,2,764,NA,2
MR-4,2,D1,69638,Maritimes,2023,0.00001,0.99999,Pop2,197,440,47.04307,-60.08224,7,31,220,7.0829,3.509351,34.6045,2.955,42,1,1,522,4,2
MR-5,2,E1,72287,Maritimes,2023,0.992772,0.007228,Pop1,207,445,45.78615,-58.68882,8,1,272,4.4592,3.185961,33.5617,4.3846,38,2,1,422,4,2
MR-6,2,F1,NA,Maritimes,2023,0.99999,0.00001,Pop1,197,440,47.04307,-60.08224,7,31,220,7.0829,3.509351,34.6045,2.955,32,2,1,239,3,2
MR-8,2,H1,72293,Maritimes,2023,0.940238,0.059762,Pop1,207,445,45.78615,-58.68882,8,1,272,4.4592,3.185961,33.5617,4.3846,39,2,2,434,4,3
NL-11,2,C6,NA,Newfoundland_Terre-Neuve,2023,0.992141,0.007859,Pop1,21,336,43.86133,-52.39883,5,3,180,6.4,NA,NA,NA,40,1,2,470,4,2
NL-12,2,D6,NA,Newfoundland_Terre-Neuve,2023,0.947355,0.052645,Pop1,21,336,43.86133,-52.39883,5,3,180,6.4,NA,NA,NA,37,1,1,351,4,3
NL-14,2,F6,NA,Newfoundland_Terre-Neuve,2023,0.986959,0.013041,Pop1,21,336,43.86133,-52.39883,5,3,180,6.4,NA,NA,NA,57,1,3,1663,6,2
NL-15,2,G6,NA,Newfoundland_Terre-Neuve,2023,0.99999,0.00001,Pop1,21,336,43.86133,-52.39883,5,3,180,6.4,NA,NA,NA,62,2,2,2010,6,2
NL-16,2,H6,NA,Newfoundland_Terre-Neuve,2023,0.933411,0.066589,Pop1,21,336,43.86133,-52.39883,5,3,180,6.4,NA,NA,NA,56,2,2,1550,6,2
NL-3,2,C5,NA,Newfoundland_Terre-Neuve,2023,0.980922,0.019078,Pop1,40,336,43.308,-51.50383,5,7,304,3.5,NA,NA,NA,31,2,1,235,3,2
NL-4,2,D5,NA,Newfoundland_Terre-Neuve,2023,0.99999,0.00001,Pop1,40,336,43.308,-51.50383,5,7,304,3.5,NA,NA,NA,31,1,1,250,3,3
NL-5,2,E5,NA,Newfoundland_Terre-Neuve,2023,0.99999,0.00001,Pop1,40,336,43.308,-51.50383,5,7,304,3.5,NA,NA,NA,40,1,2,584,4,1
NL-6,2,F5,NA,Newfoundland_Terre-Neuve,2023,0.99999,0.00001,Pop1,40,336,43.308,-51.50383,5,7,304,3.5,NA,NA,NA,37,1,2,460,4,1
NL-7,2,G5,NA,Newfoundland_Terre-Neuve,2023,0.99999,0.00001,Pop1,40,336,43.308,-51.50383,5,7,304,3.5,NA,NA,NA,44,2,2,700,4,2
NL-8,2,H5,NA,Newfoundland_Terre-Neuve,2023,0.99999,0.00001,Pop1,40,336,43.308,-51.50383,5,7,304,3.5,NA,NA,NA,42,1,2,540,4,2
QC-1,1,A1,15,Quebec_Québec,2023,0.00001,0.99999,Pop2,1,NA,46.93324,-59.76095,1,17,387,6.617131746,3.504389996,34.93633968,3.81,21,1,1,65,2,4
QC-10,1,B2,1,Quebec_Québec,2023,0.9592,0.0408,Pop1,1,NA,46.93324,-59.76095,1,17,387,6.617131746,3.504389996,34.93633968,3.81,56,2,3,1680,5,2
QC-11,1,C2,2502,Quebec_Québec,2023,0.00001,0.99999,Pop2,6,NA,48.04533,-60.95055,1,18,355,6.785240566,3.517485999,34.92346038,3.55,22,2,1,55,2,4
QC-12,1,D2,2488,Quebec_Québec,2023,0.00001,0.99999,Pop2,6,NA,48.04533,-60.95055,1,18,355,6.785240566,3.517485999,34.92346038,3.55,21,1,1,60,2,2
QC-13,1,E2,2499,Quebec_Québec,2023,0.003758,0.996242,Pop2,6,NA,48.04533,-60.95055,1,18,355,6.785240566,3.517485999,34.92346038,3.55,24,2,1,95,2,4
QC-14,1,F2,2466,Quebec_Québec,2023,0.00001,0.99999,Pop2,6,NA,48.04533,-60.95055,1,18,355,6.785240566,3.517485999,34.92346038,3.55,25,1,1,115,2,2
QC-15,1,G2,2452,Quebec_Québec,2023,0.00001,0.99999,Pop2,6,NA,48.04533,-60.95055,1,18,355,6.785240566,3.517485999,34.92346038,3.55,35,1,1,245,3,2
QC-16,1,H2,2461,Quebec_Québec,2023,0.919304,0.080696,Pop1,6,NA,48.04533,-60.95055,1,18,355,6.785240566,3.517485999,34.92346038,3.55,30,1,1,170,3,2
QC-17,1,A3,2475,Quebec_Québec,2023,0.00001,0.99999,Pop2,6,NA,48.04533,-60.95055,1,18,355,6.785240566,3.517485999,34.92346038,3.55,33,2,1,210,3,2
QC-18,1,B3,2495,Quebec_Québec,2023,0.00001,0.99999,Pop2,6,NA,48.04533,-60.95055,1,18,355,6.785240566,3.517485999,34.92346038,3.55,33,1,1,235,3,2
QC-19,1,C3,2442,Quebec_Québec,2023,0.972005,0.027995,Pop1,6,NA,48.04533,-60.95055,1,18,355,6.785240566,3.517485999,34.92346038,3.55,44,2,2,635,4,2
QC-2,1,B1,4,Quebec_Québec,2023,0.00001,0.99999,Pop2,1,NA,46.93324,-59.76095,1,17,387,6.617131746,3.504389996,34.93633968,3.81,24,1,1,85,2,2
QC-20,1,D3,2436,Quebec_Québec,2023,0.00001,0.99999,Pop2,6,NA,48.04533,-60.95055,1,18,355,6.785240566,3.517485999,34.92346038,3.55,45,1,2,645,4,2
QC-21,1,E3,NA,Quebec_Québec,2023,0.00001,0.99999,Pop2,28,NA,49.0315,-64.15869,1,21,316,6.501338889,3.465759422,34.6580125,1.76,29,2,NA,159,3,2
QC-22,1,F3,8624,Quebec_Québec,2023,0.00001,0.99999,Pop2,28,NA,49.0315,-64.15869,1,21,316,6.501338889,3.465759422,34.6580125,1.76,32,1,2,175,3,2
QC-23,1,G3,8625,Quebec_Québec,2023,0.965699,0.034301,Pop1,28,NA,49.0315,-64.15869,1,21,316,6.501338889,3.465759422,34.6580125,1.76,32,1,NA,187,3,2
QC-25,1,A4,8627,Quebec_Québec,2023,0.00001,0.99999,Pop2,28,NA,49.0315,-64.15869,1,21,316,6.501338889,3.465759422,34.6580125,1.76,33,1,2,212,3,2
QC-26,1,B4,8644,Quebec_Québec,2023,0.960214,0.039786,Pop1,28,NA,49.0315,-64.15869,1,21,316,6.501338889,3.465759422,34.6580125,1.76,33,1,2,226,3,2
QC-27,1,C4,8662,Quebec_Québec,2023,0.99999,0.00001,Pop1,28,NA,49.0315,-64.15869,1,21,316,6.501338889,3.465759422,34.6580125,1.76,35,2,2,242,3,2
QC-28,1,D4,8634,Quebec_Québec,2023,0.899949,0.100051,Pop1,28,NA,49.0315,-64.15869,1,21,316,6.501338889,3.465759422,34.6580125,1.76,37,1,3,362,4,3
QC-29,1,E4,8638,Quebec_Québec,2023,0.208965,0.791035,Admixed,28,NA,49.0315,-64.15869,1,21,316,6.501338889,3.465759422,34.6580125,1.76,43,2,3,553,4,2
QC-3,1,C1,6,Quebec_Québec,2023,0.00001,0.99999,Pop2,1,NA,46.93324,-59.76095,1,17,387,6.617131746,3.504389996,34.93633968,3.81,26,1,1,105,2,2
QC-30,1,F4,8668,Quebec_Québec,2023,0.00001,0.99999,Pop2,28,NA,49.0315,-64.15869,1,21,316,6.501338889,3.465759422,34.6580125,1.76,54,2,5,1019,5,2
QC-31,1,G4,29034,Quebec_Québec,2023,0.99999,0.00001,Pop1,103,NA,48.0132,-59.75995,1,31,411,6.55316383,3.500966966,34.95362553,4.2,35,1,1,260,3,2
QC-32,1,H4,29069,Quebec_Québec,2023,0.983483,0.016517,Pop1,103,NA,48.0132,-59.75995,1,31,411,6.55316383,3.500966966,34.95362553,4.2,38,1,1,380,4,2
QC-33,1,A5,29096,Quebec_Québec,2023,0.920436,0.079564,Pop1,103,NA,48.0132,-59.75995,1,31,411,6.55316383,3.500966966,34.95362553,4.2,42,2,2,480,4,2
