stand,stand.number,date,time,julian date,hour,time.of.day,tide.level.m,turbidity
Outside,2558,2023-08-11,2:00 AM,223,2,Night,1.329,1.29
Outside,2558,2023-08-11,3:00 AM,223,3,Night,1.286,2.01
Outside,2558,2023-08-11,4:00 AM,223,4,Night,1.201,2.54
Outside,2558,2023-08-11,5:00 AM,223,5,Day,1.085,4.01
Outside,2558,2023-08-11,6:00 AM,223,6,Day,0.962,3.68
Outside,2558,2023-08-11,7:00 AM,223,7,Day,0.855,4.78
Outside,2558,2023-08-11,8:00 AM,223,8,Day,0.779,4.13
Outside,2558,2023-08-11,9:00 AM,223,9,Day,0.739,1.91
Outside,2558,2023-08-11,10:00 AM,223,10,Day,0.727,4.92
Outside,2558,2023-08-11,11:00 AM,223,11,Day,0.735,2.77
Outside,2558,2023-08-11,12:00 PM,223,12,Day,0.753,4.21
Outside,2558,2023-08-11,1:00 PM,223,13,Day,0.78,2.53
Outside,2558,2023-08-11,2:00 PM,223,14,Day,0.814,1.84
Outside,2558,2023-08-11,3:00 PM,223,15,Day,0.85,1.46
Outside,2558,2023-08-11,4:00 PM,223,16,Day,0.876,3.52
Outside,2558,2023-08-11,5:00 PM,223,17,Day,0.885,2.33
Outside,2558,2023-08-11,6:00 PM,223,18,Day,0.885,4.26
Outside,2558,2023-08-11,7:00 PM,223,19,Day,0.891,5.11
Outside,2558,2023-08-11,8:00 PM,223,20,Night,0.919,1.82
Outside,2558,2023-08-11,9:00 PM,223,21,Night,0.98,2.25
Outside,2558,2023-08-11,10:00 PM,223,22,Night,1.072,2.14
Outside,2558,2023-08-11,11:00 PM,223,23,Night,1.183,2.15
Outside,2558,2023-08-12,12:00 AM,224,0,Night,1.29,2.89
Outside,2558,2023-08-12,1:00 AM,224,1,Night,1.373,2.37
Outside,2558,2023-08-12,2:00 AM,224,2,Night,1.419,3.31
Outside,2558,2023-08-12,3:00 AM,224,3,Night,1.419,5.29
Outside,2558,2023-08-12,4:00 AM,224,4,Night,1.368,2.87
Outside,2558,2023-08-12,5:00 AM,224,5,Day,1.272,1.81
Outside,2558,2023-08-12,6:00 AM,224,6,Day,1.149,1.53
Outside,2558,2023-08-12,7:00 AM,224,7,Day,1.024,1.75
Outside,2558,2023-08-12,8:00 AM,224,8,Day,0.914,1.46
Outside,2558,2023-08-12,9:00 AM,224,9,Day,0.83,0.25
Outside,2558,2023-08-12,10:00 AM,224,10,Day,0.775,10.01
Outside,2558,2023-08-12,11:00 AM,224,11,Day,0.747,1.91
Outside,2558,2023-08-12,12:00 PM,224,12,Day,0.741,3.94
Outside,2558,2023-08-12,1:00 PM,224,13,Day,0.752,1.75
Outside,2558,2023-08-12,2:00 PM,224,14,Day,0.781,1.25
Outside,2558,2023-08-12,3:00 PM,224,15,Day,0.825,1.19
Outside,2558,2023-08-12,4:00 PM,224,16,Day,0.869,1.93
Outside,2558,2023-08-12,5:00 PM,224,17,Day,0.9,1.44
Outside,2558,2023-08-12,6:00 PM,224,18,Day,0.914,1.55
Outside,2558,2023-08-12,7:00 PM,224,19,Day,0.922,1.7
Outside,2558,2023-08-12,8:00 PM,224,20,Night,0.937,3.16
Outside,2558,2023-08-12,9:00 PM,224,21,Night,0.969,2.12
Outside,2558,2023-08-12,10:00 PM,224,22,Night,1.031,1.06
Outside,2558,2023-08-12,11:00 PM,224,23,Night,1.127,1.82
Inside,2547,2023-07-26,12:00 AM,207,0,Night,1.268,5.46
Inside,2547,2023-07-26,1:00 AM,207,1,Night,1.214,5.74
Inside,2547,2023-07-26,2:00 AM,207,2,Night,1.148,3.14
Inside,2547,2023-07-26,3:00 AM,207,3,Night,1.087,1.92
Inside,2547,2023-07-26,4:00 AM,207,4,Night,1.032,1.54
Inside,2547,2023-07-26,5:00 AM,207,5,Day,0.987,1.78
Inside,2547,2023-07-26,6:00 AM,207,6,Day,0.967,4.57
Inside,2547,2023-07-26,7:00 AM,207,7,Day,0.982,2.54
Inside,2547,2023-07-26,8:00 AM,207,8,Day,1.023,2.11
Inside,2547,2023-07-26,9:00 AM,207,9,Day,1.069,2.73
Inside,2547,2023-07-26,10:00 AM,207,10,Day,1.11,2.37
Inside,2547,2023-07-26,11:00 AM,207,11,Day,1.136,2.59
Inside,2547,2023-07-26,12:00 PM,207,12,Day,1.137,3.33
Inside,2547,2023-07-26,1:00 PM,207,13,Day,1.108,1.43
Inside,2547,2023-07-26,2:00 PM,207,14,Day,1.061,1.81
Inside,2547,2023-07-26,3:00 PM,207,15,Day,1.01,3.04
Inside,2547,2023-07-26,4:00 PM,207,16,Day,0.964,1.4
Inside,2547,2023-07-26,5:00 PM,207,17,Day,0.934,1.32
Inside,2547,2023-07-26,6:00 PM,207,18,Day,0.941,2.73
Inside,2547,2023-07-26,7:00 PM,207,19,Day,0.999,9.17
Inside,2547,2023-07-26,8:00 PM,207,20,Night,1.102,4.76
Inside,2547,2023-07-26,9:00 PM,207,21,Night,1.22,5.24
Inside,2547,2023-07-26,10:00 PM,207,22,Night,1.324,5
Inside,2547,2023-07-26,11:00 PM,207,23,Night,1.395,3.73
Inside,2547,2023-07-27,12:00 AM,208,0,Night,1.419,3.93
Inside,2547,2023-07-27,1:00 AM,208,1,Night,1.393,3.19
Inside,2547,2023-07-27,2:00 AM,208,2,Night,1.329,1.86
Inside,2547,2023-07-27,3:00 AM,208,3,Night,1.248,1.84
Inside,2547,2023-07-27,4:00 AM,208,4,Night,1.163,2.08
Inside,2547,2023-07-27,5:00 AM,208,5,Day,1.081,1.33
Inside,2547,2023-07-27,6:00 AM,208,6,Day,1.015,2.36
Inside,2547,2023-07-27,7:00 AM,208,7,Day,0.98,1.48
Inside,2547,2023-07-27,8:00 AM,208,8,Day,0.98,0.86
Inside,2547,2023-07-27,9:00 AM,208,9,Day,1.002,2.48
Inside,2547,2023-07-27,10:00 AM,208,10,Day,1.031,1.85
Inside,2547,2023-07-27,11:00 AM,208,11,Day,1.06,2.03
Inside,2547,2023-07-27,12:00 PM,208,12,Day,1.08,2.09
Inside,2547,2023-07-27,1:00 PM,208,13,Day,1.083,1.45
Inside,2547,2023-07-27,2:00 PM,208,14,Day,1.069,2.42
Inside,2547,2023-07-27,3:00 PM,208,15,Day,1.044,1.54
Inside,2547,2023-07-27,4:00 PM,208,16,Day,1.014,1.25
Inside,2547,2023-07-27,5:00 PM,208,17,Day,0.987,0.74
Inside,2547,2023-07-27,6:00 PM,208,18,Day,0.978,5.72
Inside,2547,2023-07-27,7:00 PM,208,19,Day,1.009,6.21
Inside,2547,2023-07-27,8:00 PM,208,20,Night,1.089,9.66
Inside,2547,2023-07-27,9:00 PM,208,21,Night,1.206,8.5
Inside,2547,2023-07-27,10:00 PM,208,22,Night,1.334,7.01
Inside,2547,2023-07-27,11:00 PM,208,23,Night,1.448,4.71
Inside,2547,2023-07-28,12:00 AM,209,0,Night,1.525,3.6
Inside,2547,2023-07-28,1:00 AM,209,1,Night,1.551,4.06
Inside,2547,2023-07-28,2:00 AM,209,2,Night,1.523,3.98
Inside,2547,2023-07-28,3:00 AM,209,3,Night,1.45,2.75
Inside,2547,2023-07-28,4:00 AM,209,4,Night,1.35,1.49
Inside,2547,2023-07-28,5:00 AM,209,5,Day,1.235,1.63
Inside,2547,2023-07-28,6:00 AM,209,6,Day,1.122,1.42
Inside,2547,2023-07-28,7:00 AM,209,7,Day,1.031,1.35
Inside,2547,2023-07-28,8:00 AM,209,8,Day,0.974,1.51
Inside,2547,2023-07-28,9:00 AM,209,9,Day,0.951,2.13
Inside,2547,2023-07-28,10:00 AM,209,10,Day,0.951,1.36
Inside,2547,2023-07-28,11:00 AM,209,11,Day,0.965,1.75
Inside,2547,2023-07-28,12:00 PM,209,12,Day,0.987,1.66
Inside,2547,2023-07-28,1:00 PM,209,13,Day,1.01,1.7
Inside,2547,2023-07-28,2:00 PM,209,14,Day,1.027,1.29
Inside,2547,2023-07-28,3:00 PM,209,15,Day,1.034,7.55
Inside,2547,2023-07-28,4:00 PM,209,16,Day,1.03,0.66
Inside,2547,2023-07-28,5:00 PM,209,17,Day,1.017,0.85
Inside,2547,2023-07-28,6:00 PM,209,18,Day,1.004,1.3
Inside,2547,2023-07-28,7:00 PM,209,19,Day,1.009,2.11
Inside,2547,2023-07-28,8:00 PM,209,20,Night,1.055,4.18
Inside,2547,2023-07-28,9:00 PM,209,21,Night,1.147,2.68
Inside,2547,2023-07-28,10:00 PM,209,22,Night,1.274,4.21
Inside,2547,2023-07-28,11:00 PM,209,23,Night,1.414,4.75
Inside,2547,2023-07-29,12:00 AM,210,0,Night,1.541,4.27
Inside,2547,2023-07-29,1:00 AM,210,1,Night,1.631,4.26
Inside,2547,2023-07-29,2:00 AM,210,2,Night,1.667,3.41
Inside,2547,2023-07-29,3:00 AM,210,3,Night,1.641,3.55
Inside,2547,2023-07-29,4:00 AM,210,4,Night,1.56,4.16
Inside,2547,2023-07-29,5:00 AM,210,5,Day,1.438,1.69
Inside,2547,2023-07-29,6:00 AM,210,6,Day,1.293,1.56
Inside,2547,2023-07-29,7:00 AM,210,7,Day,1.15,1.43
Inside,2547,2023-07-29,8:00 AM,210,8,Day,1.03,5.84
Inside,2547,2023-07-29,9:00 AM,210,9,Day,0.946,1.4
Inside,2547,2023-07-29,10:00 AM,210,10,Day,0.896,1.07
Inside,2547,2023-07-29,11:00 AM,210,11,Day,0.874,2.11
Inside,2547,2023-07-29,12:00 PM,210,12,Day,0.876,2.53
Inside,2547,2023-07-29,1:00 PM,210,13,Day,0.898,1.98
Inside,2547,2023-07-29,2:00 PM,210,14,Day,0.932,1.55
Inside,2547,2023-07-29,3:00 PM,210,15,Day,0.968,1.39
Inside,2547,2023-07-29,4:00 PM,210,16,Day,0.996,0.77
Inside,2547,2023-07-29,5:00 PM,210,17,Day,1.009,0.64
Inside,2547,2023-07-29,6:00 PM,210,18,Day,1.007,0.85
Inside,2547,2023-07-29,7:00 PM,210,19,Day,1,3.14
Inside,2547,2023-07-29,8:00 PM,210,20,Night,1.013,4.01
Inside,2547,2023-07-29,9:00 PM,210,21,Night,1.065,6.05
Inside,2547,2023-07-29,10:00 PM,210,22,Night,1.162,5.96
Inside,2547,2023-07-29,11:00 PM,210,23,Night,1.296,5.57
Inside,2547,2023-07-30,12:00 AM,211,0,Night,1.448,3.71
Inside,2547,2023-07-30,1:00 AM,211,1,Night,1.593,7.42
Inside,2547,2023-07-30,2:00 AM,211,2,Night,1.701,4.25
Inside,2547,2023-07-30,3:00 AM,211,3,Night,1.749,5.88
Inside,2547,2023-07-30,4:00 AM,211,4,Night,1.727,3.26
Inside,2547,2023-07-30,5:00 AM,211,5,Day,1.638,2.26
Inside,2547,2023-07-30,6:00 AM,211,6,Day,1.497,1.76
Inside,2547,2023-07-30,7:00 AM,211,7,Day,1.327,1.88
Inside,2547,2023-07-30,8:00 AM,211,8,Day,1.157,1.11
Inside,2547,2023-07-30,9:00 AM,211,9,Day,1.011,1.48
Inside,2547,2023-07-30,10:00 AM,211,10,Day,0.898,0.89
Inside,2547,2023-07-30,11:00 AM,211,11,Day,0.82,1.14
Inside,2547,2023-07-30,12:00 PM,211,12,Day,0.779,0.93
Inside,2547,2023-07-30,1:00 PM,211,13,Day,0.777,0.64
Inside,2547,2023-07-30,2:00 PM,211,14,Day,0.807,1.62
Inside,2547,2023-07-30,3:00 PM,211,15,Day,0.856,1.5
Inside,2547,2023-07-30,4:00 PM,211,16,Day,0.911,2.28
Inside,2547,2023-07-30,5:00 PM,211,17,Day,0.955,1.38
Inside,2547,2023-07-30,6:00 PM,211,18,Day,0.977,1.22
Inside,2547,2023-07-30,7:00 PM,211,19,Day,0.976,1.48
Inside,2547,2023-07-30,8:00 PM,211,20,Night,0.969,2.27
Inside,2547,2023-07-30,9:00 PM,211,21,Night,0.982,2.16
Inside,2547,2023-07-30,10:00 PM,211,22,Night,1.033,3.36
Inside,2547,2023-07-30,11:00 PM,211,23,Night,1.129,6.41
Inside,2547,2023-07-31,12:00 AM,212,0,Night,1.268,3.67
Inside,2547,2023-07-31,1:00 AM,212,1,Night,1.434,4.16
Inside,2547,2023-07-31,2:00 AM,212,2,Night,1.598,3.8
Inside,2547,2023-07-31,3:00 AM,212,3,Night,1.723,4.05
Inside,2547,2023-07-31,4:00 AM,212,4,Night,1.782,2.94
Inside,2547,2023-07-31,5:00 AM,212,5,Day,1.763,2.84
Inside,2547,2023-07-31,6:00 AM,212,6,Day,1.669,2.33
Inside,2547,2023-07-31,7:00 AM,212,7,Day,1.514,2.05
Inside,2547,2023-07-31,8:00 AM,212,8,Day,1.326,5.36
Inside,2547,2023-07-31,9:00 AM,212,9,Day,1.137,1.13
Inside,2547,2023-07-31,10:00 AM,212,10,Day,0.968,1
Inside,2547,2023-07-31,11:00 AM,212,11,Day,0.83,1.41
Inside,2547,2023-07-31,12:00 PM,212,12,Day,0.73,1.21
Inside,2547,2023-07-31,1:00 PM,212,13,Day,0.681,2.02
Inside,2547,2023-07-31,2:00 PM,212,14,Day,0.684,1.63
Inside,2547,2023-07-31,3:00 PM,212,15,Day,0.728,0.86
Inside,2547,2023-07-31,4:00 PM,212,16,Day,0.794,0.84
Inside,2547,2023-07-31,5:00 PM,212,17,Day,0.862,1.57
Inside,2547,2023-07-31,6:00 PM,212,18,Day,0.914,1.29
Inside,2547,2023-07-31,7:00 PM,212,19,Day,0.934,1.73
Inside,2547,2023-07-31,8:00 PM,212,20,Night,0.926,2.59
Inside,2547,2023-07-31,9:00 PM,212,21,Night,0.913,1.67
Inside,2547,2023-07-31,10:00 PM,212,22,Night,0.919,1.43
Inside,2547,2023-07-31,11:00 PM,212,23,Night,0.963,3.6
Inside,2547,2023-08-01,12:00 AM,212,0,Night,1.054,4.63
Inside,2547,2023-08-01,1:00 AM,213,1,Night,1.196,17.64
Inside,2547,2023-08-01,2:00 AM,213,2,Night,1.375,4.07
Inside,2547,2023-08-01,3:00 AM,213,3,Night,1.554,7.02
Inside,2547,2023-08-01,4:00 AM,213,4,Night,1.691,13.18
Inside,2547,2023-08-01,5:00 AM,213,5,Day,1.757,4.2
Inside,2547,2023-08-01,6:00 AM,213,6,Day,1.741,2.94
Inside,2547,2023-08-01,7:00 AM,213,7,Day,1.644,2.5
Inside,2547,2023-08-01,8:00 AM,213,8,Day,1.481,2.21
Inside,2547,2023-08-01,9:00 AM,213,9,Day,1.284,2.15
Inside,2547,2023-08-01,10:00 AM,213,10,Day,1.085,1.62
Inside,2547,2023-08-01,11:00 AM,213,11,Day,0.902,1.62
Inside,2547,2023-08-01,12:00 PM,213,12,Day,0.747,1.62
Inside,2547,2023-08-01,1:00 PM,213,13,Day,0.64,1.19
Inside,2547,2023-08-01,2:00 PM,213,14,Day,0.598,2.79
Inside,2547,2023-08-01,3:00 PM,213,15,Day,0.617,1.37
Inside,2547,2023-08-01,4:00 PM,213,16,Day,0.678,1.63
Inside,2547,2023-08-01,5:00 PM,213,17,Day,0.756,2.06
Inside,2547,2023-08-01,6:00 PM,213,18,Day,0.83,1.62
Inside,2547,2023-08-01,7:00 PM,213,19,Day,0.878,2.89
Inside,2547,2023-08-01,8:00 PM,213,20,Night,0.886,2.77
Inside,2547,2023-08-01,9:00 PM,213,21,Night,0.864,1.87
Inside,2547,2023-08-01,10:00 PM,213,22,Night,0.839,1.45
Inside,2547,2023-08-01,11:00 PM,213,23,Night,0.834,1.76
Inside,2547,2023-08-02,12:00 AM,214,0,Night,0.865,3.12
Inside,2547,2023-08-02,1:00 AM,214,1,Night,0.948,6.44
Inside,2547,2023-08-02,2:00 AM,214,2,Night,1.094,4.93
Inside,2547,2023-08-02,3:00 AM,214,3,Night,1.281,11
Inside,2547,2023-08-02,4:00 AM,214,4,Night,1.467,6.04
Inside,2547,2023-08-02,5:00 AM,214,5,Day,1.607,4.08
Inside,2547,2023-08-02,6:00 AM,214,6,Day,1.675,3.94
Inside,2547,2023-08-02,7:00 AM,214,7,Day,1.661,3.41
Inside,2547,2023-08-02,8:00 AM,214,8,Day,1.562,2.3
Inside,2547,2023-08-02,9:00 AM,214,9,Day,1.397,2.89
Inside,2547,2023-08-02,10:00 AM,214,10,Day,1.203,2.26
Inside,2547,2023-08-02,11:00 AM,214,11,Day,1.004,2.34
Inside,2547,2023-08-02,12:00 PM,214,12,Day,0.816,1.82
Inside,2547,2023-08-02,1:00 PM,214,13,Day,0.659,1.07
Inside,2547,2023-08-02,2:00 PM,214,14,Day,0.564,5.43
Inside,2547,2023-08-02,3:00 PM,214,15,Day,0.546,1.06
Inside,2547,2023-08-02,4:00 PM,214,16,Day,0.59,0.72
Inside,2547,2023-08-02,5:00 PM,214,17,Day,0.666,1.3
Inside,2547,2023-08-02,6:00 PM,214,18,Day,0.751,1.58
Inside,2547,2023-08-02,7:00 PM,214,19,Day,0.821,3.35
Inside,2547,2023-08-02,8:00 PM,214,20,Night,0.852,3.06
Inside,2547,2023-08-02,9:00 PM,214,21,Night,0.839,3.06
Inside,2547,2023-08-02,10:00 PM,214,22,Night,0.8,1.96
Inside,2547,2023-08-02,11:00 PM,214,23,Night,0.761,6.21
Inside,2547,2023-08-03,12:00 AM,215,0,Night,0.74,2.02
Inside,2547,2023-08-03,1:00 AM,215,1,Night,0.755,5.37
Inside,2547,2023-08-03,2:00 AM,215,2,Night,0.831,4.69
Inside,2547,2023-08-03,3:00 AM,215,3,Night,0.979,5.53
Inside,2547,2023-08-03,4:00 AM,215,4,Night,1.168,5.37
Inside,2547,2023-08-03,5:00 AM,215,5,Day,1.349,4.17
Inside,2547,2023-08-03,6:00 AM,215,6,Day,1.483,4.46
Inside,2547,2023-08-03,7:00 AM,215,7,Day,1.549,5.98
Inside,2547,2023-08-03,8:00 AM,215,8,Day,1.532,3.28
Inside,2547,2023-08-03,9:00 AM,215,9,Day,1.432,2.8
Inside,2547,2023-08-03,10:00 AM,215,10,Day,1.273,2.33
Inside,2547,2023-08-03,11:00 AM,215,11,Day,1.09,3
Inside,2547,2023-08-03,12:00 PM,215,12,Day,0.9,4.89
Inside,2547,2023-08-03,1:00 PM,215,13,Day,0.72,1.43
Inside,2547,2023-08-03,2:00 PM,215,14,Day,0.582,1.92
Inside,2547,2023-08-03,3:00 PM,215,15,Day,0.521,1.6
Inside,2547,2023-08-03,4:00 PM,215,16,Day,0.539,1.34
Inside,2547,2023-08-03,5:00 PM,215,17,Day,0.607,2.51
Inside,2547,2023-08-03,6:00 PM,215,18,Day,0.695,1.72
Inside,2547,2023-08-03,7:00 PM,215,19,Day,0.778,2.46
Inside,2547,2023-08-03,8:00 PM,215,20,Night,0.833,2.72
Inside,2547,2023-08-03,9:00 PM,215,21,Night,0.84,2.18
Inside,2547,2023-08-03,10:00 PM,215,22,Night,0.803,2.31
Inside,2547,2023-08-03,11:00 PM,215,23,Night,0.747,1.37
Inside,2547,2023-08-04,12:00 AM,216,0,Night,0.692,0.98
Inside,2547,2023-08-04,1:00 AM,216,1,Night,0.652,2.68
Inside,2547,2023-08-04,2:00 AM,216,2,Night,0.651,1.75
Inside,2547,2023-08-04,3:00 AM,216,3,Night,0.724,4.4
Inside,2547,2023-08-04,4:00 AM,216,4,Night,0.87,6.15
Inside,2547,2023-08-04,5:00 AM,216,5,Day,1.05,5.33
Inside,2547,2023-08-04,6:00 AM,216,6,Day,1.217,5.82
Inside,2547,2023-08-04,7:00 AM,216,7,Day,1.339,6.26
Inside,2547,2023-08-04,8:00 AM,216,8,Day,1.396,7.41
Inside,2547,2023-08-04,9:00 AM,216,9,Day,1.372,7.97
Inside,2547,2023-08-04,10:00 AM,216,10,Day,1.273,5.86
Inside,2547,2023-08-04,11:00 AM,216,11,Day,1.128,6.33
Inside,2547,2023-08-04,12:00 PM,216,12,Day,0.963,3.42
Inside,2547,2023-08-04,1:00 PM,216,13,Day,0.79,2.52
Inside,2547,2023-08-04,2:00 PM,216,14,Day,0.633,2.14
Inside,2547,2023-08-04,3:00 PM,216,15,Day,0.534,1.95
Inside,2547,2023-08-04,4:00 PM,216,16,Day,0.52,1.37
Inside,2547,2023-08-04,5:00 PM,216,17,Day,0.576,2.65
Inside,2547,2023-08-04,6:00 PM,216,18,Day,0.666,2.51
Inside,2547,2023-08-04,7:00 PM,216,19,Day,0.758,4.16
Inside,2547,2023-08-04,8:00 PM,216,20,Night,0.833,4.89
Inside,2547,2023-08-04,9:00 PM,216,21,Night,0.865,5.06
Inside,2547,2023-08-04,10:00 PM,216,22,Night,0.843,5.99
Inside,2547,2023-08-04,11:00 PM,216,23,Night,0.785,4.76
Inside,2547,2023-08-05,12:00 AM,217,0,Night,0.714,2.61
Inside,2547,2023-08-05,1:00 AM,217,1,Night,0.641,2.44
Inside,2547,2023-08-05,2:00 AM,217,2,Night,0.582,2.06
Inside,2547,2023-08-05,3:00 AM,217,3,Night,0.572,2.44
Inside,2547,2023-08-05,4:00 AM,217,4,Night,0.643,5.92
Inside,2547,2023-08-05,5:00 AM,217,5,Day,0.781,6.68
Inside,2547,2023-08-05,6:00 AM,217,6,Day,0.944,6.82
Inside,2547,2023-08-05,7:00 AM,217,7,Day,1.09,8.13
Inside,2547,2023-08-05,8:00 AM,217,8,Day,1.195,7.05
Inside,2547,2023-08-05,9:00 AM,217,9,Day,1.237,12.2
Inside,2547,2023-08-05,10:00 AM,217,10,Day,1.205,11.39
Inside,2547,2023-08-05,11:00 AM,217,11,Day,1.112,15.32
Inside,2547,2023-08-05,12:00 PM,217,12,Day,0.986,27.11
Inside,2547,2023-08-05,1:00 PM,217,13,Day,0.843,40.61
Inside,2547,2023-08-05,2:00 PM,217,14,Day,0.694,18.03
Inside,2547,2023-08-05,3:00 PM,217,15,Day,0.575,8.12
Inside,2547,2023-08-05,4:00 PM,217,16,Day,0.528,3.3
Inside,2547,2023-08-05,5:00 PM,217,17,Day,0.564,2.75
Inside,2547,2023-08-05,6:00 PM,217,18,Day,0.653,3.53
Inside,2547,2023-08-05,7:00 PM,217,19,Day,0.756,6.33
Inside,2547,2023-08-05,8:00 PM,217,20,Night,0.847,7.67
Inside,2547,2023-08-05,9:00 PM,217,21,Night,0.905,6.49
Inside,2547,2023-08-05,10:00 PM,217,22,Night,0.909,5.26
Inside,2547,2023-08-05,11:00 PM,217,23,Night,0.864,3.54
Inside,2547,2023-08-06,12:00 AM,218,0,Night,0.791,1.93
Inside,2547,2023-08-06,1:00 AM,218,1,Night,0.706,3.62
Inside,2547,2023-08-06,2:00 AM,218,2,Night,0.615,1.72
Inside,2547,2023-08-06,3:00 AM,218,3,Night,0.543,1.48
Inside,2547,2023-08-06,4:00 AM,218,4,Night,0.53,2.95
Inside,2547,2023-08-06,5:00 AM,218,5,Day,0.598,3.7
Inside,2547,2023-08-06,6:00 AM,218,6,Day,0.722,4.06
Inside,2547,2023-08-06,7:00 AM,218,7,Day,0.86,4.73
Inside,2547,2023-08-06,8:00 AM,218,8,Day,0.982,4.59
Inside,2547,2023-08-06,9:00 AM,218,9,Day,1.065,4.87
Inside,2547,2023-08-06,10:00 AM,218,10,Day,1.09,3.19
Inside,2547,2023-08-06,11:00 AM,218,11,Day,1.053,2.82
Inside,2547,2023-08-06,12:00 PM,218,12,Day,0.973,2.34
Inside,2547,2023-08-06,1:00 PM,218,13,Day,0.87,1.63
Inside,2547,2023-08-06,2:00 PM,218,14,Day,0.751,2.12
Inside,2547,2023-08-06,3:00 PM,218,15,Day,0.635,1.2
Inside,2547,2023-08-06,4:00 PM,218,16,Day,0.563,1.02
Inside,2547,2023-08-06,5:00 PM,218,17,Day,0.57,4.98
Inside,2547,2023-08-06,6:00 PM,218,18,Day,0.647,5.17
Inside,2547,2023-08-06,7:00 PM,218,19,Day,0.756,6.3
Inside,2547,2023-08-06,8:00 PM,218,20,Night,0.864,5.59
Inside,2547,2023-08-06,9:00 PM,218,21,Night,0.947,4.8
Inside,2547,2023-08-06,10:00 PM,218,22,Night,0.983,4.91
Inside,2547,2023-08-06,11:00 PM,218,23,Night,0.965,3.18
Inside,2547,2023-08-07,12:00 AM,219,0,Night,0.904,2.12
Inside,2547,2023-08-07,1:00 AM,219,1,Night,0.821,2.98
Inside,2547,2023-08-07,2:00 AM,219,2,Night,0.723,1.94
Inside,2547,2023-08-07,3:00 AM,219,3,Night,0.618,1.43
Inside,2547,2023-08-07,4:00 AM,219,4,Night,0.541,1.17
Inside,2547,2023-08-07,5:00 AM,219,5,Day,0.53,0.67
Inside,2547,2023-08-07,6:00 AM,219,6,Day,0.59,1.6
Inside,2547,2023-08-07,7:00 AM,219,7,Day,0.692,2.84
Inside,2547,2023-08-07,8:00 AM,219,8,Day,0.804,2.23
Inside,2547,2023-08-07,9:00 AM,219,9,Day,0.9,3.02
Inside,2547,2023-08-07,10:00 AM,219,10,Day,0.961,2.14
Inside,2547,2023-08-07,11:00 AM,219,11,Day,0.972,2.47
Inside,2547,2023-08-07,12:00 PM,219,12,Day,0.938,1.88
Inside,2547,2023-08-07,1:00 PM,219,13,Day,0.877,1.4
Inside,2547,2023-08-07,2:00 PM,219,14,Day,0.797,2.46
Inside,2547,2023-08-07,3:00 PM,219,15,Day,0.705,3.11
Inside,2547,2023-08-07,4:00 PM,219,16,Day,0.626,1.52
Inside,2547,2023-08-07,5:00 PM,219,17,Day,0.603,1.91
Inside,2547,2023-08-07,6:00 PM,219,18,Day,0.653,2.1
Inside,2547,2023-08-07,7:00 PM,219,19,Day,0.755,3.19
Inside,2547,2023-08-07,8:00 PM,219,20,Night,0.874,2.77
Inside,2547,2023-08-07,9:00 PM,219,21,Night,0.978,1.84
Inside,2547,2023-08-07,10:00 PM,219,22,Night,1.047,2.25
Inside,2547,2023-08-07,11:00 PM,219,23,Night,1.064,3.03
Inside,2547,2023-08-08,12:00 AM,220,0,Night,1.031,3.95
Inside,2547,2023-08-08,1:00 AM,220,1,Night,0.963,4.34
Inside,2547,2023-08-08,2:00 AM,220,2,Night,0.872,3.4
Inside,2547,2023-08-08,3:00 AM,220,3,Night,0.762,3.82
Inside,2547,2023-08-08,4:00 AM,220,4,Night,0.651,3.33
Inside,2547,2023-08-08,5:00 AM,220,5,Day,0.575,3.32
Inside,2547,2023-08-08,6:00 AM,220,6,Day,0.564,2.05
Inside,2547,2023-08-08,7:00 AM,220,7,Day,0.611,1.68
Inside,2547,2023-08-08,8:00 AM,220,8,Day,0.689,1.4
Inside,2547,2023-08-08,9:00 AM,220,9,Day,0.773,4.12
Inside,2547,2023-08-08,10:00 AM,220,10,Day,0.844,1.99
Inside,2547,2023-08-08,11:00 AM,220,11,Day,0.885,2.64
Inside,2547,2023-08-08,12:00 PM,220,12,Day,0.891,1.63
Inside,2547,2023-08-08,1:00 PM,220,13,Day,0.869,1.18
Inside,2547,2023-08-08,2:00 PM,220,14,Day,0.83,2.24
Inside,2547,2023-08-08,3:00 PM,220,15,Day,0.772,2.52
Inside,2547,2023-08-08,4:00 PM,220,16,Day,0.708,1.59
Inside,2547,2023-08-08,5:00 PM,220,17,Day,0.668,2.06
Inside,2547,2023-08-08,6:00 PM,220,18,Day,0.685,1.34
Inside,2547,2023-08-08,7:00 PM,220,19,Day,0.762,3.55
Inside,2547,2023-08-08,8:00 PM,220,20,Night,0.875,13.78
Inside,2547,2023-08-08,9:00 PM,220,21,Night,0.993,17.07
Inside,2547,2023-08-08,10:00 PM,220,22,Night,1.089,14.63
Inside,2547,2023-08-08,11:00 PM,220,23,Night,1.144,8.48
Inside,2547,2023-08-09,12:00 AM,221,0,Night,1.148,4.61
Inside,2547,2023-08-09,1:00 AM,221,1,Night,1.108,4.39
Inside,2547,2023-08-09,2:00 AM,221,2,Night,1.037,5.57
Inside,2547,2023-08-09,3:00 AM,221,3,Night,0.938,4.68
Inside,2547,2023-08-09,4:00 AM,221,4,Night,0.82,10.62
Inside,2547,2023-08-09,5:00 AM,221,5,Day,0.708,11.63
