"sample.number","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83"
1,0,0,0,0,0,0,0,0,0,0,2,2,0,12,12,40,48,48,94,104,62,116,128,160,254,292,258,324,278,226,198,176,146,126,90,118,126,88,122,86,66,46,50,44,28,14,12,8,16,6,8,2,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,8,6,2,18,20,22,46,110,144,212,216,222,194,180,150,164,160,166,138,128,114,140,116,78,66,60,44,32,18,12,12,14,22,12,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,12,14,96,158,150,150,146,180,204,146,150,138,122,110,96,116,138,102,114,138,124,60,54,40,48,18,18,24,18,4,6,10,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,2,2,12,6,16,16,10,22,14,42,42,34,44,36,54,60,56,28,40,68,62,44,56,58,54,56,64,32,16,22,12,10,22,8,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,6,4,10,20,38,44,60,38,30,30,64,58,90,72,92,70,72,80,82,56,48,60,46,38,40,44,44,20,22,16,10,12,10,6,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,10,6,30,66,52,80,108,112,128,134,116,150,106,104,84,92,80,72,56,58,74,60,62,70,76,62,84,58,44,44,28,24,18,10,8,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,10,24,54,80,88,102,96,68,74,66,48,60,22,30,20,30,16,18,14,28,20,20,10,28,18,24,24,12,16,6,4,2,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,12,32,28,48,44,34,38,38,28,14,22,16,24,8,20,10,14,10,2,8,12,8,12,12,20,8,8,10,4,10,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,8,0,28,18,38,58,102,88,64,56,40,30,14,4,10,10,10,6,4,2,10,2,2,2,2,2,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8,6,14,28,42,62,46,50,24,48,38,36,36,14,16,18,18,14,18,18,36,14,10,8,8,10,8,6,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,14,18,16,40,30,40,70,48,76,70,72,78,78,58,44,46,44,18,24,18,24,10,16,8,8,22,10,16,28,30,12,22,12,6,8,6,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,20,26,56,52,58,54,34,48,30,42,24,24,28,16,12,16,14,6,12,6,4,6,6,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,4,2,2,12,24,22,10,54,54,54,88,70,44,34,26,18,8,8,10,10,6,6,4,4,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,10,24,44,46,28,48,56,44,30,22,28,22,20,10,16,8,6,8,2,6,6,2,2,2,0,8,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,6,4,12,8,12,10,10,18,6,8,6,6,0,4,4,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,36,42,40,42,24,32,0,0,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,6,4,14,12,10,10,28,2,8,20,12,12,10,18,10,4,0,4,8,4,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,78,46,24,14,18,8,12,6,8,24,86,58,24,32,18,24,8,14,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16,10,22,0,20,22,26,32,34,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,22,24,2,28,20,10,22,20,14,6,12,8,16,12,2,6,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,14,8,32,20,24,14,10,4,6,4,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,6,18,14,12,20,22,16,12,8,20,16,10,0,22,0,4,0,4,12,4,10,0,6,4,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0,0,2,0,2,0,2,4,2,10,20,30,32,40,44,30,16,2,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,2,6,2,2,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,42,28,44,24,18,10,6,6,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
