site,date_time,temp
Kouchibouguac,9/26/2023 0:04,15.33411621
Kouchibouguac,9/26/2023 0:09,15.32339111
Kouchibouguac,9/26/2023 0:14,15.34484131
Kouchibouguac,9/26/2023 0:19,15.35556641
Kouchibouguac,9/26/2023 0:24,15.35556641
Kouchibouguac,9/26/2023 0:29,15.35556641
Kouchibouguac,9/26/2023 0:34,15.3877417
Kouchibouguac,9/26/2023 0:39,15.3770166
Kouchibouguac,9/26/2023 0:44,15.3877417
Kouchibouguac,9/26/2023 0:49,15.43064209
Kouchibouguac,9/26/2023 0:54,15.48426758
Kouchibouguac,9/26/2023 0:59,15.48426758
Kouchibouguac,9/26/2023 1:04,15.49499268
Kouchibouguac,9/26/2023 1:09,15.52716797
Kouchibouguac,9/26/2023 1:14,15.54861816
Kouchibouguac,9/26/2023 1:19,15.55934326
Kouchibouguac,9/26/2023 1:24,15.59151855
Kouchibouguac,9/26/2023 1:29,15.60224365
Kouchibouguac,9/26/2023 1:34,15.65586914
Kouchibouguac,9/26/2023 1:39,15.66659424
Kouchibouguac,9/26/2023 1:44,15.69876953
Kouchibouguac,9/26/2023 1:49,15.69876953
Kouchibouguac,9/26/2023 1:54,15.72021973
Kouchibouguac,9/26/2023 1:59,15.72021973
Kouchibouguac,9/26/2023 2:04,15.72021973
Kouchibouguac,9/26/2023 2:09,15.70949463
Kouchibouguac,9/26/2023 2:14,15.74166992
Kouchibouguac,9/26/2023 2:19,15.72021973
Kouchibouguac,9/26/2023 2:24,15.73094482
Kouchibouguac,9/26/2023 2:29,15.73094482
Kouchibouguac,9/26/2023 2:34,15.73094482
Kouchibouguac,9/26/2023 2:39,15.73094482
Kouchibouguac,9/26/2023 2:44,15.70949463
Kouchibouguac,9/26/2023 2:49,15.69876953
Kouchibouguac,9/26/2023 2:54,15.70949463
Kouchibouguac,9/26/2023 2:59,15.74166992
Kouchibouguac,9/26/2023 3:04,15.72021973
Kouchibouguac,9/26/2023 3:09,15.70949463
Kouchibouguac,9/26/2023 3:14,15.69876953
Kouchibouguac,9/26/2023 3:19,15.70949463
Kouchibouguac,9/26/2023 3:24,15.68804443
Kouchibouguac,9/26/2023 3:29,15.70949463
Kouchibouguac,9/26/2023 3:34,15.69876953
Kouchibouguac,9/26/2023 3:39,15.70949463
Kouchibouguac,9/26/2023 3:44,15.68804443
Kouchibouguac,9/26/2023 3:49,15.68804443
Kouchibouguac,9/26/2023 3:54,15.70949463
Kouchibouguac,9/26/2023 3:59,15.69876953
Kouchibouguac,9/26/2023 4:04,15.69876953
Kouchibouguac,9/26/2023 4:09,15.68804443
Kouchibouguac,9/26/2023 4:14,15.69876953
Kouchibouguac,9/26/2023 4:19,15.68804443
Kouchibouguac,9/26/2023 4:24,15.59151855
Kouchibouguac,9/26/2023 4:29,15.32339111
Kouchibouguac,9/26/2023 4:34,15.13033936
Kouchibouguac,9/26/2023 4:39,15.10888916
Kouchibouguac,9/26/2023 4:44,15.15178955
Kouchibouguac,9/26/2023 4:49,15.14106445
Kouchibouguac,9/26/2023 4:54,15.19468994
Kouchibouguac,9/26/2023 4:59,15.17323975
Kouchibouguac,9/26/2023 5:04,15.21614014
Kouchibouguac,9/26/2023 5:09,15.17323975
Kouchibouguac,9/26/2023 5:14,15.18396484
Kouchibouguac,9/26/2023 5:19,15.21614014
Kouchibouguac,9/26/2023 5:24,15.11961426
Kouchibouguac,9/26/2023 5:29,14.74423584
Kouchibouguac,9/26/2023 5:34,14.66916016
Kouchibouguac,9/26/2023 5:39,14.69061035
Kouchibouguac,9/26/2023 5:44,14.77641113
Kouchibouguac,9/26/2023 5:49,14.84076172
Kouchibouguac,9/26/2023 5:54,14.87293701
Kouchibouguac,9/26/2023 5:59,14.88366211
Kouchibouguac,9/26/2023 6:04,14.84076172
Kouchibouguac,9/26/2023 6:09,14.84076172
Kouchibouguac,9/26/2023 6:14,14.86221191
Kouchibouguac,9/26/2023 6:19,14.84076172
Kouchibouguac,9/26/2023 6:24,14.79786133
Kouchibouguac,9/26/2023 6:29,14.74423584
Kouchibouguac,9/26/2023 6:34,14.66916016
Kouchibouguac,9/26/2023 6:39,14.58335938
Kouchibouguac,9/26/2023 6:44,14.49755859
Kouchibouguac,9/26/2023 6:49,14.55118408
Kouchibouguac,9/26/2023 6:54,14.54045898
Kouchibouguac,9/26/2023 6:59,14.50828369
Kouchibouguac,9/26/2023 7:04,14.49755859
Kouchibouguac,9/26/2023 7:09,14.52973389
Kouchibouguac,9/26/2023 7:14,14.52973389
Kouchibouguac,9/26/2023 7:19,14.52973389
Kouchibouguac,9/26/2023 7:24,14.52973389
Kouchibouguac,9/26/2023 7:29,14.50828369
Kouchibouguac,9/26/2023 7:34,14.4653833
Kouchibouguac,9/26/2023 7:39,14.42248291
Kouchibouguac,9/26/2023 7:44,14.36885742
Kouchibouguac,9/26/2023 7:49,14.30450684
Kouchibouguac,9/26/2023 7:54,14.24015625
Kouchibouguac,9/26/2023 7:59,14.16508057
Kouchibouguac,9/26/2023 8:04,14.11145508
Kouchibouguac,9/26/2023 8:09,14.06855469
Kouchibouguac,9/26/2023 8:14,14.0256543
Kouchibouguac,9/26/2023 8:19,14.0042041
Kouchibouguac,9/26/2023 8:24,13.93985352
Kouchibouguac,9/26/2023 8:29,13.98275391
Kouchibouguac,9/26/2023 8:34,13.97202881
Kouchibouguac,9/26/2023 8:39,13.98275391
Kouchibouguac,9/26/2023 8:44,14.0149292
Kouchibouguac,9/26/2023 8:49,13.993479
Kouchibouguac,9/26/2023 8:54,14.0042041
Kouchibouguac,9/26/2023 8:59,14.0042041
Kouchibouguac,9/26/2023 9:04,13.993479
Kouchibouguac,9/26/2023 9:09,13.993479
Kouchibouguac,9/26/2023 9:14,13.96130371
Kouchibouguac,9/26/2023 9:19,13.95057861
Kouchibouguac,9/26/2023 9:24,13.93985352
Kouchibouguac,9/26/2023 9:29,13.92912842
Kouchibouguac,9/26/2023 9:34,13.89695313
Kouchibouguac,9/26/2023 9:39,13.87550293
Kouchibouguac,9/26/2023 9:44,13.89695313
Kouchibouguac,9/26/2023 9:49,13.90767822
Kouchibouguac,9/26/2023 9:54,13.92912842
Kouchibouguac,9/26/2023 9:59,13.96130371
Kouchibouguac,9/26/2023 10:04,14.0042041
Kouchibouguac,9/26/2023 10:09,14.0256543
Kouchibouguac,9/26/2023 10:14,14.04710449
Kouchibouguac,9/26/2023 10:19,14.09000488
Kouchibouguac,9/26/2023 10:24,14.14363037
Kouchibouguac,9/26/2023 10:29,14.19725586
Kouchibouguac,9/26/2023 10:34,14.24015625
Kouchibouguac,9/26/2023 10:39,14.28305664
Kouchibouguac,9/26/2023 10:44,14.34740723
Kouchibouguac,9/26/2023 10:49,14.41175781
Kouchibouguac,9/26/2023 10:54,14.4761084
Kouchibouguac,9/26/2023 10:59,14.54045898
Kouchibouguac,9/26/2023 11:04,14.59408447
Kouchibouguac,9/26/2023 11:09,14.66916016
Kouchibouguac,9/26/2023 11:14,14.75496094
Kouchibouguac,9/26/2023 11:19,14.84076172
Kouchibouguac,9/26/2023 11:24,14.9372876
Kouchibouguac,9/26/2023 11:29,15.00163818
Kouchibouguac,9/26/2023 11:34,15.06598877
Kouchibouguac,9/26/2023 11:39,15.16251465
Kouchibouguac,9/26/2023 11:44,15.24831543
Kouchibouguac,9/26/2023 11:49,15.33411621
Kouchibouguac,9/26/2023 11:54,15.45209229
Kouchibouguac,9/26/2023 11:59,15.55934326
Kouchibouguac,9/26/2023 12:04,15.64514404
Kouchibouguac,9/26/2023 12:09,15.77384521
Kouchibouguac,9/26/2023 12:14,15.87037109
Kouchibouguac,9/26/2023 12:19,15.96689697
Kouchibouguac,9/26/2023 12:24,16.04197266
Kouchibouguac,9/26/2023 12:29,16.15994873
Kouchibouguac,9/26/2023 12:34,16.3101001
Kouchibouguac,9/26/2023 12:39,16.43880127
Kouchibouguac,9/26/2023 12:44,16.61040283
Kouchibouguac,9/26/2023 12:49,16.72837891
Kouchibouguac,9/26/2023 12:54,16.80345459
Kouchibouguac,9/26/2023 12:59,16.94288086
Kouchibouguac,9/26/2023 13:04,16.96433105
Kouchibouguac,9/26/2023 13:09,17.03940674
Kouchibouguac,9/26/2023 13:14,17.12520752
Kouchibouguac,9/26/2023 13:19,17.29680908
Kouchibouguac,9/26/2023 13:24,17.43623535
Kouchibouguac,9/26/2023 13:29,17.48986084
Kouchibouguac,9/26/2023 13:34,17.59711182
Kouchibouguac,9/26/2023 13:39,17.6614624
Kouchibouguac,9/26/2023 13:44,17.72581299
Kouchibouguac,9/26/2023 13:49,17.82233887
Kouchibouguac,9/26/2023 13:54,17.94031494
Kouchibouguac,9/26/2023 13:59,17.99394043
Kouchibouguac,9/26/2023 14:04,18.1119165
Kouchibouguac,9/26/2023 14:09,18.22989258
Kouchibouguac,9/26/2023 14:14,18.30496826
Kouchibouguac,9/26/2023 14:19,18.36931885
Kouchibouguac,9/26/2023 14:24,18.36931885
Kouchibouguac,9/26/2023 14:29,18.605271
Kouchibouguac,9/26/2023 14:34,18.68034668
Kouchibouguac,9/26/2023 14:39,18.68034668
Kouchibouguac,9/26/2023 14:44,18.62672119
Kouchibouguac,9/26/2023 14:49,18.69107178
Kouchibouguac,9/26/2023 14:54,18.90557373
Kouchibouguac,9/26/2023 14:59,19.0557251
Kouchibouguac,9/26/2023 15:04,18.02611572
Kouchibouguac,9/26/2023 15:09,17.11448242
Kouchibouguac,9/26/2023 15:14,16.87853027
Kouchibouguac,9/26/2023 15:19,16.58895264
Kouchibouguac,9/26/2023 15:24,16.61040283
Kouchibouguac,9/26/2023 15:29,16.48170166
Kouchibouguac,9/26/2023 15:34,16.43880127
Kouchibouguac,9/26/2023 15:39,16.54605225
Kouchibouguac,9/26/2023 15:44,16.59967773
Kouchibouguac,9/26/2023 15:49,16.61040283
Kouchibouguac,9/26/2023 15:54,16.59967773
Kouchibouguac,9/26/2023 15:59,16.63185303
Kouchibouguac,9/26/2023 16:04,16.72837891
Kouchibouguac,9/26/2023 16:09,16.87853027
Kouchibouguac,9/26/2023 16:14,16.88925537
Kouchibouguac,9/26/2023 16:19,16.78200439
Kouchibouguac,9/26/2023 16:24,16.83562988
Kouchibouguac,9/26/2023 16:29,16.7712793
Kouchibouguac,9/26/2023 16:34,16.72837891
Kouchibouguac,9/26/2023 16:39,16.63185303
Kouchibouguac,9/26/2023 16:44,16.67475342
Kouchibouguac,9/26/2023 16:49,16.7498291
Kouchibouguac,9/26/2023 16:54,16.70692871
Kouchibouguac,9/26/2023 16:59,16.63185303
Kouchibouguac,9/26/2023 17:04,16.61040283
Kouchibouguac,9/26/2023 17:09,16.62112793
Kouchibouguac,9/26/2023 17:14,16.59967773
Kouchibouguac,9/26/2023 17:19,16.58895264
Kouchibouguac,9/26/2023 17:24,16.61040283
Kouchibouguac,9/26/2023 17:29,16.54605225
Kouchibouguac,9/26/2023 17:34,16.52460205
Kouchibouguac,9/26/2023 17:39,16.44952637
Kouchibouguac,9/26/2023 17:44,16.38517578
Kouchibouguac,9/26/2023 17:49,16.299375
Kouchibouguac,9/26/2023 17:54,16.26719971
Kouchibouguac,9/26/2023 17:59,16.21357422
Kouchibouguac,9/26/2023 18:04,16.17067383
Kouchibouguac,9/26/2023 18:09,16.13849854
Kouchibouguac,9/26/2023 18:14,16.06342285
Kouchibouguac,9/26/2023 18:19,15.99907227
Kouchibouguac,9/26/2023 18:24,15.98834717
Kouchibouguac,9/26/2023 18:29,16.00979736
Kouchibouguac,9/26/2023 18:34,16.02052246
Kouchibouguac,9/26/2023 18:39,16.08487305
Kouchibouguac,9/26/2023 18:44,16.04197266
Kouchibouguac,9/26/2023 18:49,16.08487305
Kouchibouguac,9/26/2023 18:54,16.12777344
