site,date,temp
Shemogue,9.22,16.096
Shemogue,9.22,15.999
Shemogue,9.22,15.924
Shemogue,9.22,15.827
Shemogue,9.22,15.892
Shemogue,9.22,15.935
Shemogue,9.22,15.945
Shemogue,9.22,15.913
Shemogue,9.22,15.935
Shemogue,9.22,15.967
Powell's Cove,9.08,19.52762939
Powell's Cove,9.08,19.54907959
Powell's Cove,9.08,19.55980469
Powell's Cove,9.08,19.55980469
Powell's Cove,9.08,19.58125488
Powell's Cove,9.08,19.59197998
Powell's Cove,9.08,19.58125488
Powell's Cove,9.08,19.58125488
Powell's Cove,9.08,19.61343018
Powell's Cove,9.08,19.61343018
Powell's Cove,9.08,19.66705566
Powell's Cove,9.08,19.66705566
Powell's Cove,9.08,19.69923096
Powell's Cove,9.08,19.70995605
Powell's Cove,9.08,19.72068115
Powell's Cove,9.08,19.77430664
Powell's Cove,9.08,19.74213135
Powell's Cove,9.08,19.77430664
Powell's Cove,9.08,19.79575684
Powell's Cove,9.08,19.79575684
Powell's Cove,9.08,19.78503174
Powell's Cove,9.08,19.78503174
Powell's Cove,9.08,19.79575684
Powell's Cove,9.08,19.79575684
Powell's Cove,9.08,19.80648193
Powell's Cove,9.08,19.79575684
Powell's Cove,9.08,19.81720703
Powell's Cove,9.08,19.82793213
Powell's Cove,9.08,19.80648193
Powell's Cove,9.08,19.80648193
Powell's Cove,9.08,19.80648193
Powell's Cove,9.08,19.81720703
Powell's Cove,9.08,19.81720703
Powell's Cove,9.08,19.79575684
Powell's Cove,9.08,19.76358154
Powell's Cove,9.08,19.75285645
Powell's Cove,9.08,19.75285645
Powell's Cove,9.08,19.72068115
Powell's Cove,9.08,19.70995605
Powell's Cove,9.08,19.70995605
Powell's Cove,9.08,19.70995605
Powell's Cove,9.08,19.70995605
Powell's Cove,9.08,19.68850586
Powell's Cove,9.08,19.67778076
Powell's Cove,9.08,19.69923096
Powell's Cove,9.08,19.72068115
Powell's Cove,9.08,19.72068115
Powell's Cove,9.08,19.69923096
Powell's Cove,9.08,19.72068115
Powell's Cove,9.08,19.70995605
Powell's Cove,9.08,19.70995605
Powell's Cove,9.08,19.73140625
Powell's Cove,9.08,19.70995605
Powell's Cove,9.08,19.73140625
Powell's Cove,9.08,19.74213135
Powell's Cove,9.08,19.73140625
Powell's Cove,9.08,19.75285645
Powell's Cove,9.08,19.74213135
Powell's Cove,9.08,19.74213135
Powell's Cove,9.08,19.73140625
Powell's Cove,9.08,19.75285645
Powell's Cove,9.08,19.76358154
Powell's Cove,9.08,19.73140625
Powell's Cove,9.08,19.72068115
Powell's Cove,9.08,19.74213135
Powell's Cove,9.08,19.74213135
Powell's Cove,9.08,19.74213135
Powell's Cove,9.08,19.69923096
Powell's Cove,9.08,19.69923096
Powell's Cove,9.08,19.65633057
Powell's Cove,9.08,19.63488037
Powell's Cove,9.08,19.63488037
Powell's Cove,9.08,19.59197998
Powell's Cove,9.08,19.62415527
Powell's Cove,9.08,19.62415527
Powell's Cove,9.08,19.64560547
Powell's Cove,9.08,19.67778076
Powell's Cove,9.08,19.69923096
Powell's Cove,9.08,19.72068115
Powell's Cove,9.08,19.72068115
Powell's Cove,9.08,19.72068115
Powell's Cove,9.08,19.73140625
Powell's Cove,9.08,19.75285645
Powell's Cove,9.08,19.74213135
Powell's Cove,9.08,19.73140625
Powell's Cove,9.08,19.74213135
Powell's Cove,9.08,19.74213135
Powell's Cove,9.08,19.74213135
Powell's Cove,9.08,19.75285645
Powell's Cove,9.08,19.74213135
Powell's Cove,9.08,19.76358154
Powell's Cove,9.08,19.76358154
Powell's Cove,9.08,19.74213135
Powell's Cove,9.08,19.75285645
Powell's Cove,9.08,19.75285645
Powell's Cove,9.08,19.73140625
Powell's Cove,9.08,19.75285645
Powell's Cove,9.08,19.72068115
Powell's Cove,9.08,19.75285645
Powell's Cove,9.08,19.75285645
Powell's Cove,9.08,19.75285645
Powell's Cove,9.08,19.72068115
Powell's Cove,9.08,19.72068115
Powell's Cove,9.08,19.73140625
Powell's Cove,9.08,19.72068115
Powell's Cove,9.08,19.73140625
Powell's Cove,9.08,19.75285645
Powell's Cove,9.08,19.75285645
Powell's Cove,9.08,19.75285645
Powell's Cove,9.08,19.76358154
Powell's Cove,9.08,19.77430664
Powell's Cove,9.08,19.78503174
Powell's Cove,9.08,19.78503174
Powell's Cove,9.08,19.79575684
Powell's Cove,9.08,19.82793213
Powell's Cove,9.08,19.82793213
Powell's Cove,9.08,19.89228271
Powell's Cove,9.08,19.91373291
Powell's Cove,9.08,19.93518311
Powell's Cove,9.08,19.9566333
Powell's Cove,9.08,19.9780835
Powell's Cove,9.08,20.01025879
Powell's Cove,9.08,20.05315918
Powell's Cove,9.08,20.09605957
Powell's Cove,9.08,20.14968506
Powell's Cove,9.08,20.22476074
Powell's Cove,9.08,20.28911133
Powell's Cove,9.08,20.35346191
Powell's Cove,9.08,20.4070874
Powell's Cove,9.08,20.46071289
Powell's Cove,9.08,20.52506348
Powell's Cove,9.08,20.61086426
Powell's Cove,9.08,20.66448975
Powell's Cove,9.08,20.71811523
Powell's Cove,9.08,20.73956543
Powell's Cove,9.08,20.79319092
Powell's Cove,9.08,20.8682666
Powell's Cove,9.08,20.91116699
Powell's Cove,9.08,20.96479248
Powell's Cove,9.08,20.98624268
Powell's Cove,9.08,21.05059326
Powell's Cove,9.08,21.13639404
Powell's Cove,9.08,21.20074463
Powell's Cove,9.08,21.26509521
Powell's Cove,9.08,21.30799561
Powell's Cove,9.08,21.45814697
Powell's Cove,9.08,21.62974854
Powell's Cove,9.08,21.70482422
Powell's Cove,9.08,21.8013501
Powell's Cove,9.08,21.94077637
Powell's Cove,9.08,22.04802734
Powell's Cove,9.08,22.13382813
Powell's Cove,9.08,22.2625293
Powell's Cove,9.08,22.35905518
Powell's Cove,9.08,22.53065674
Powell's Cove,9.08,22.58428223
Powell's Cove,9.08,22.63790771
Powell's Cove,9.08,22.64863281
Powell's Cove,9.08,22.61645752
Powell's Cove,9.08,22.60573242
Powell's Cove,9.08,22.61645752
Powell's Cove,9.08,22.67008301
Powell's Cove,9.08,22.6915332
Powell's Cove,9.08,22.59500732
Powell's Cove,9.08,22.56283203
Powell's Cove,9.08,22.53065674
Powell's Cove,9.08,22.54138184
Powell's Cove,9.08,22.54138184
Powell's Cove,9.08,22.56283203
Powell's Cove,9.08,22.61645752
Powell's Cove,9.08,22.73443359
Powell's Cove,9.08,22.93821045
Powell's Cove,9.08,23.20633789
Powell's Cove,9.08,23.33503906
Powell's Cove,9.08,23.41011475
Powell's Cove,9.08,23.41011475
Powell's Cove,9.08,23.45301514
Powell's Cove,9.08,23.50664063
Powell's Cove,9.08,23.51736572
Powell's Cove,9.08,23.53881592
Powell's Cove,9.08,23.51736572
Powell's Cove,9.08,23.46374023
Powell's Cove,9.08,23.41011475
Powell's Cove,9.08,23.37793945
Powell's Cove,9.08,23.33503906
Powell's Cove,9.08,23.33503906
Powell's Cove,9.08,23.33503906
Powell's Cove,9.08,23.33503906
Powell's Cove,9.08,23.33503906
Powell's Cove,9.08,23.35648926
Powell's Cove,9.08,23.35648926
Powell's Cove,9.08,23.35648926
Powell's Cove,9.08,23.37793945
Powell's Cove,9.08,23.38866455
Powell's Cove,9.08,23.38866455
Powell's Cove,9.08,23.38866455
Powell's Cove,9.08,23.36721436
Powell's Cove,9.08,23.39938965
Powell's Cove,9.08,23.41011475
Powell's Cove,9.08,23.42083984
Powell's Cove,9.08,23.46374023
Powell's Cove,9.08,23.49591553
Powell's Cove,9.08,23.53881592
Powell's Cove,9.08,23.57099121
Powell's Cove,9.08,23.6246167
Powell's Cove,9.08,23.64606689
Powell's Cove,9.08,23.6246167
Powell's Cove,9.08,23.64606689
Powell's Cove,9.08,23.6246167
Powell's Cove,9.08,23.65679199
Powell's Cove,9.08,23.67824219
Powell's Cove,9.08,23.6138916
Powell's Cove,9.08,23.05618652
Powell's Cove,9.08,22.73443359
Powell's Cove,9.08,22.40195557
Powell's Cove,9.08,22.16600342
Powell's Cove,9.08,22.10165283
Powell's Cove,9.08,22.08020264
Powell's Cove,9.08,22.08020264
Powell's Cove,9.08,22.10165283
Powell's Cove,9.08,22.06947754
Powell's Cove,9.08,21.99440186
Powell's Cove,9.08,21.83352539
Powell's Cove,9.08,21.790625
Powell's Cove,9.08,21.790625
Powell's Cove,9.08,21.7691748
Powell's Cove,9.08,21.7691748
Powell's Cove,9.08,21.71554932
Powell's Cove,9.08,21.68337402
Powell's Cove,9.08,21.64047363
Powell's Cove,9.08,21.65119873
Powell's Cove,9.08,21.64047363
Powell's Cove,9.08,21.65119873
Powell's Cove,9.08,21.64047363
Powell's Cove,9.08,21.62974854
Powell's Cove,9.08,21.60829834
Powell's Cove,9.08,21.61902344
Powell's Cove,9.08,21.60829834
Powell's Cove,9.08,21.58684814
Powell's Cove,9.08,21.59757324
Powell's Cove,9.08,21.57612305
Powell's Cove,9.08,21.55467285
Powell's Cove,9.08,21.55467285
Powell's Cove,9.08,21.55467285
Powell's Cove,9.08,21.57612305
Powell's Cove,9.08,21.53322266
Powell's Cove,9.08,21.51177246
Powell's Cove,9.08,21.46887207
Powell's Cove,9.08,21.37234619
Powell's Cove,9.08,21.30799561
Powell's Cove,9.08,21.22219482
Powell's Cove,9.08,21.17929443
Powell's Cove,9.08,21.14711914
Powell's Cove,9.08,21.11494385
Powell's Cove,9.08,21.09349365
Powell's Cove,9.08,21.03986816
Powell's Cove,9.08,20.96479248
Powell's Cove,9.08,20.93261719
Powell's Cove,9.08,20.94334229
Powell's Cove,9.08,20.95406738
Powell's Cove,9.08,20.94334229
Powell's Cove,9.08,20.92189209
Powell's Cove,9.08,20.93261719
Powell's Cove,9.08,20.96479248
Powell's Cove,9.08,21.03986816
Powell's Cove,9.08,21.22219482
Powell's Cove,9.08,21.40452148
Powell's Cove,9.08,21.59757324
Powell's Cove,9.08,21.790625
Powell's Cove,9.08,21.87642578
Powell's Cove,9.08,21.90860107
Powell's Cove,9.08,21.91932617
Powell's Cove,9.08,21.89787598
Powell's Cove,9.08,21.75844971
Powell's Cove,9.08,21.68337402
Powell's Cove,9.08,21.68337402
Powell's Cove,9.08,21.69409912
Powell's Cove,9.08,21.71554932
Powell's Cove,9.08,21.75844971
Powell's Cove,9.08,21.8120752
Powell's Cove,9.08,21.87642578
Powell's Cove,9.08,21.89787598
Powell's Cove,9.08,21.90860107
Powell's Cove,9.08,21.93005127
Powell's Cove,9.08,21.91932617
Powell's Cove,9.08,21.91932617
Powell's Cove,9.08,21.91932617
Powell's Cove,9.08,21.93005127
