site,date,temp
Shemogue,9.22,16.728
Shemogue,9.22,16.803
Shemogue,9.22,16.825
Shemogue,9.22,16.857
Shemogue,9.22,16.868
Shemogue,9.22,16.846
Shemogue,9.22,16.857
Shemogue,9.22,16.879
Shemogue,9.22,16.857
Shemogue,9.22,16.868
Shemogue,9.22,16.846
Shemogue,9.22,16.868
Shemogue,9.22,16.846
Shemogue,9.22,16.857
Shemogue,9.22,16.857
Shemogue,9.22,16.879
Shemogue,9.22,16.9
Shemogue,9.22,17.093
Shemogue,9.22,17.447
Shemogue,9.22,17.415
Shemogue,9.22,17.222
Shemogue,9.22,17.211
Shemogue,9.22,17.168
Shemogue,9.22,17.168
Shemogue,9.22,17.19
Shemogue,9.22,17.211
Shemogue,9.22,17.211
Shemogue,9.22,17.2
Shemogue,9.22,17.19
Shemogue,9.22,17.211
Shemogue,9.22,17.211
Shemogue,9.22,17.211
Shemogue,9.22,17.2
Shemogue,9.22,17.19
Shemogue,9.22,17.2
Shemogue,9.22,17.179
Shemogue,9.22,17.179
Shemogue,9.22,17.168
Shemogue,9.22,17.136
Shemogue,9.22,17.114
Shemogue,9.22,17.125
Shemogue,9.22,17.104
Shemogue,9.22,17.05
Shemogue,9.22,17.072
Shemogue,9.22,17.082
Shemogue,9.22,17.039
Shemogue,9.22,17.029
Shemogue,9.22,16.954
Shemogue,9.22,16.954
Shemogue,9.22,16.889
Shemogue,9.22,16.879
Shemogue,9.22,16.857
Shemogue,9.22,16.825
Shemogue,9.22,16.771
Shemogue,9.22,16.739
Shemogue,9.22,16.707
Shemogue,9.22,16.685
Shemogue,9.22,16.61
Shemogue,9.22,16.589
Shemogue,9.22,16.546
Shemogue,9.22,16.503
Shemogue,9.22,16.492
Shemogue,9.22,16.482
Shemogue,9.22,16.428
Shemogue,9.22,16.45
Shemogue,9.22,16.353
Shemogue,9.22,16.342
Shemogue,9.22,16.278
Shemogue,9.22,16.235
Shemogue,9.22,16.192
Shemogue,9.22,16.149
Shemogue,9.22,16.192
Shemogue,9.22,16.256
Shemogue,9.22,16.138
Shemogue,9.22,16.128
Shemogue,9.22,16.128
Shemogue,9.22,16.128
Shemogue,9.22,16.181
Shemogue,9.22,16.289
Shemogue,9.22,16.332
Shemogue,9.22,16.321
Shemogue,9.22,16.256
Shemogue,9.22,16.203
Shemogue,9.22,16.16
