Specimen.ID__ID.spécimen,Sample.ID__ID.échantillon,Site__Site,Year__Année,Month__Mois,Day__Jour,Species__Espèces,Life.stage__Stade.vie,Code__Code,Adipose.condition__Condition.adipeuse,Tag.number__Numéro.d'étiquette
2736932,34196,All Pools / Tous les bassins @ Margaree River,1992,10,8,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736933,33550,All Pools / Tous les bassins @ Margaree River,1992,9,29,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736934,33550,All Pools / Tous les bassins @ Margaree River,1992,9,29,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736935,33550,All Pools / Tous les bassins @ Margaree River,1992,9,29,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736936,34227,All Pools / Tous les bassins @ Margaree River,1992,9,30,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736937,34227,All Pools / Tous les bassins @ Margaree River,1992,9,30,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736938,33716,All Pools / Tous les bassins @ Margaree River,1992,10,3,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736939,48922,All Pools / Tous les bassins @ Margaree River,1992,7,23,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736940,49385,All Pools / Tous les bassins @ Margaree River,1992,9,4,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736941,33566,All Pools / Tous les bassins @ Margaree River,1992,10,15,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736942,49252,All Pools / Tous les bassins @ Margaree River,1992,10,23,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736943,34306,All Pools / Tous les bassins @ Margaree River,1992,10,24,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736944,34306,All Pools / Tous les bassins @ Margaree River,1992,10,24,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736945,34449,All Pools / Tous les bassins @ Margaree River,1992,8,2,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736946,35109,All Pools / Tous les bassins @ Margaree River,1992,8,22,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736947,34967,All Pools / Tous les bassins @ Margaree River,1992,9,12,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736948,33608,All Pools / Tous les bassins @ Margaree River,1992,9,13,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736949,33589,All Pools / Tous les bassins @ Margaree River,1992,7,6,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736950,34409,All Pools / Tous les bassins @ Margaree River,1992,8,22,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736951,34409,All Pools / Tous les bassins @ Margaree River,1992,8,22,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736952,48949,All Pools / Tous les bassins @ Margaree River,1992,7,20,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736953,48999,All Pools / Tous les bassins @ Margaree River,1992,8,5,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736954,49362,All Pools / Tous les bassins @ Margaree River,1992,8,28,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736955,35090,All Pools / Tous les bassins @ Margaree River,1992,9,3,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736956,35266,All Pools / Tous les bassins @ Margaree River,1992,10,2,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736957,37183,All Pools / Tous les bassins @ Margaree River,1992,8,7,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736958,36955,All Pools / Tous les bassins @ Margaree River,1992,6,25,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736959,35016,All Pools / Tous les bassins @ Margaree River,1992,9,24,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736960,33683,All Pools / Tous les bassins @ Margaree River,1992,10,15,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736961,33683,All Pools / Tous les bassins @ Margaree River,1992,10,15,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736962,35148,All Pools / Tous les bassins @ Margaree River,1992,10,17,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736963,48926,All Pools / Tous les bassins @ Margaree River,1992,7,18,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736964,49219,All Pools / Tous les bassins @ Margaree River,1992,10,3,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736965,34431,All Pools / Tous les bassins @ Margaree River,1992,8,16,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736966,34240,All Pools / Tous les bassins @ Margaree River,1992,10,6,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736967,34338,All Pools / Tous les bassins @ Margaree River,1992,6,24,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736968,35325,All Pools / Tous les bassins @ Margaree River,1992,10,7,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736969,33501,All Pools / Tous les bassins @ Margaree River,1992,10,3,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736970,33734,All Pools / Tous les bassins @ Margaree River,1992,10,10,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736971,34356,All Pools / Tous les bassins @ Margaree River,1993,10,7,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736972,46026,All Pools / Tous les bassins @ Margaree River,1993,10,8,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736973,46159,All Pools / Tous les bassins @ Margaree River,1993,7,23,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736974,46166,All Pools / Tous les bassins @ Margaree River,1993,7,25,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736975,46115,All Pools / Tous les bassins @ Margaree River,1993,7,30,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736976,34775,All Pools / Tous les bassins @ Margaree River,1993,8,11,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736977,45604,All Pools / Tous les bassins @ Margaree River,1993,10,15,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736978,46167,All Pools / Tous les bassins @ Margaree River,1993,7,25,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736979,46107,All Pools / Tous les bassins @ Margaree River,1993,7,28,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736980,46499,All Pools / Tous les bassins @ Margaree River,1993,8,7,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736981,46508,All Pools / Tous les bassins @ Margaree River,1993,8,9,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736982,46494,All Pools / Tous les bassins @ Margaree River,1993,8,9,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736983,46552,All Pools / Tous les bassins @ Margaree River,1993,9,10,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736984,46303,All Pools / Tous les bassins @ Margaree River,1993,6,26,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736985,34851,All Pools / Tous les bassins @ Margaree River,1993,7,24,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736986,46185,All Pools / Tous les bassins @ Margaree River,1993,6,13,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736987,46322,All Pools / Tous les bassins @ Margaree River,1993,9,21,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736988,46367,All Pools / Tous les bassins @ Margaree River,1993,9,18,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736989,46397,All Pools / Tous les bassins @ Margaree River,1993,10,3,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736990,45648,All Pools / Tous les bassins @ Margaree River,1993,10,8,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736991,45616,All Pools / Tous les bassins @ Margaree River,1993,10,13,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736992,46490,All Pools / Tous les bassins @ Margaree River,1993,8,13,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736993,34723,All Pools / Tous les bassins @ Margaree River,1993,7,3,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736994,34723,All Pools / Tous les bassins @ Margaree River,1993,7,3,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736995,46097,All Pools / Tous les bassins @ Margaree River,1993,7,18,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736996,45662,All Pools / Tous les bassins @ Margaree River,1993,10,11,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736997,46305,All Pools / Tous les bassins @ Margaree River,1993,6,26,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736998,34909,All Pools / Tous les bassins @ Margaree River,1993,7,26,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2736999,34915,All Pools / Tous les bassins @ Margaree River,1993,7,27,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737000,33884,All Pools / Tous les bassins @ Margaree River,1993,9,4,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737001,33657,All Pools / Tous les bassins @ Margaree River,1993,9,5,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737002,46574,All Pools / Tous les bassins @ Margaree River,1993,8,27,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737003,46503,All Pools / Tous les bassins @ Margaree River,1993,8,6,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737004,35815,All Pools / Tous les bassins @ Margaree River,1993,10,4,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737005,34808,All Pools / Tous les bassins @ Margaree River,1993,8,27,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737006,34298,All Pools / Tous les bassins @ Margaree River,1993,6,26,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737007,33570,All Pools / Tous les bassins @ Margaree River,1993,10,7,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737008,45655,All Pools / Tous les bassins @ Margaree River,1993,10,12,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737009,35406,All Pools / Tous les bassins @ Margaree River,1994,10,8,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737010,35406,All Pools / Tous les bassins @ Margaree River,1994,10,8,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737011,33904,All Pools / Tous les bassins @ Margaree River,1994,10,10,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737012,45890,All Pools / Tous les bassins @ Margaree River,1994,9,16,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737013,45812,All Pools / Tous les bassins @ Margaree River,1994,10,19,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737014,34003,All Pools / Tous les bassins @ Margaree River,1994,6,23,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737015,34003,All Pools / Tous les bassins @ Margaree River,1994,6,23,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737016,33677,All Pools / Tous les bassins @ Margaree River,1994,10,1,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737017,34171,All Pools / Tous les bassins @ Margaree River,1994,10,10,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737018,34171,All Pools / Tous les bassins @ Margaree River,1994,10,10,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737019,35722,All Pools / Tous les bassins @ Margaree River,1994,10,21,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737020,33865,All Pools / Tous les bassins @ Margaree River,1994,10,22,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737021,45547,All Pools / Tous les bassins @ Margaree River,1994,8,31,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737022,35526,All Pools / Tous les bassins @ Margaree River,1994,9,1,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737023,45949,All Pools / Tous les bassins @ Margaree River,1994,9,10,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737024,45939,All Pools / Tous les bassins @ Margaree River,1994,9,11,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737025,34016,All Pools / Tous les bassins @ Margaree River,1994,9,13,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737026,33882,All Pools / Tous les bassins @ Margaree River,1994,9,14,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737027,46002,All Pools / Tous les bassins @ Margaree River,1994,9,24,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737028,46020,All Pools / Tous les bassins @ Margaree River,1994,9,30,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737029,35417,All Pools / Tous les bassins @ Margaree River,1994,10,1,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737030,34142,All Pools / Tous les bassins @ Margaree River,1994,10,5,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737031,36106,All Pools / Tous les bassins @ Margaree River,1994,6,17,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737032,35989,All Pools / Tous les bassins @ Margaree River,1994,7,22,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737033,35983,All Pools / Tous les bassins @ Margaree River,1994,6,24,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737034,35671,All Pools / Tous les bassins @ Margaree River,1994,10,10,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737035,45940,All Pools / Tous les bassins @ Margaree River,1994,9,13,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737036,45958,All Pools / Tous les bassins @ Margaree River,1994,10,5,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737037,45985,All Pools / Tous les bassins @ Margaree River,1994,10,7,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737038,45770,All Pools / Tous les bassins @ Margaree River,1994,10,17,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737039,33578,All Pools / Tous les bassins @ Margaree River,1994,10,6,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737040,33578,All Pools / Tous les bassins @ Margaree River,1994,10,6,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737041,33640,All Pools / Tous les bassins @ Margaree River,1994,10,11,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737042,33522,All Pools / Tous les bassins @ Margaree River,1994,10,13,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737043,33522,All Pools / Tous les bassins @ Margaree River,1994,10,13,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737044,35430,All Pools / Tous les bassins @ Margaree River,1994,10,5,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737045,33952,All Pools / Tous les bassins @ Margaree River,1994,9,27,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737046,33952,All Pools / Tous les bassins @ Margaree River,1994,9,27,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737047,33964,All Pools / Tous les bassins @ Margaree River,1994,9,28,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737048,47375,All Pools / Tous les bassins @ Margaree River,1995,7,1,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737049,35595,All Pools / Tous les bassins @ Margaree River,1995,8,30,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737050,47235,All Pools / Tous les bassins @ Margaree River,1995,9,2,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737051,33995,All Pools / Tous les bassins @ Margaree River,1995,10,23,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737052,33926,All Pools / Tous les bassins @ Margaree River,1995,10,25,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737053,33939,All Pools / Tous les bassins @ Margaree River,1995,10,28,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737054,47415,All Pools / Tous les bassins @ Margaree River,1995,8,20,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737055,47218,All Pools / Tous les bassins @ Margaree River,1995,8,28,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737056,47268,All Pools / Tous les bassins @ Margaree River,1995,9,29,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737057,47381,All Pools / Tous les bassins @ Margaree River,1995,6,29,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737058,47619,All Pools / Tous les bassins @ Margaree River,1995,10,12,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737059,34072,All Pools / Tous les bassins @ Margaree River,1995,9,29,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737060,33953,All Pools / Tous les bassins @ Margaree River,1995,10,7,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737061,33890,All Pools / Tous les bassins @ Margaree River,1995,10,13,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737062,47230,All Pools / Tous les bassins @ Margaree River,1995,9,3,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737063,34011,All Pools / Tous les bassins @ Margaree River,1995,10,13,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737064,47279,All Pools / Tous les bassins @ Margaree River,1995,9,22,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737065,47692,All Pools / Tous les bassins @ Margaree River,1995,10,26,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737066,34120,All Pools / Tous les bassins @ Margaree River,1995,10,5,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737067,35873,All Pools / Tous les bassins @ Margaree River,1996,7,14,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737068,35873,All Pools / Tous les bassins @ Margaree River,1996,7,14,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737069,53061,All Pools / Tous les bassins @ Margaree River,1996,10,9,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737070,33900,All Pools / Tous les bassins @ Margaree River,1996,7,12,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737071,36479,All Pools / Tous les bassins @ Margaree River,1996,10,5,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737072,33758,All Pools / Tous les bassins @ Margaree River,1996,10,8,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737073,53098,All Pools / Tous les bassins @ Margaree River,1996,10,7,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737074,33678,All Pools / Tous les bassins @ Margaree River,1996,7,17,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737075,33678,All Pools / Tous les bassins @ Margaree River,1996,7,17,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737076,33614,All Pools / Tous les bassins @ Margaree River,1996,7,28,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737077,33682,All Pools / Tous les bassins @ Margaree River,1996,7,30,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737078,33682,All Pools / Tous les bassins @ Margaree River,1996,7,30,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737079,33682,All Pools / Tous les bassins @ Margaree River,1996,7,30,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737080,46878,All Pools / Tous les bassins @ Margaree River,1996,7,31,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737081,34677,All Pools / Tous les bassins @ Margaree River,1996,8,6,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737082,34360,All Pools / Tous les bassins @ Margaree River,1996,8,27,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737083,34456,All Pools / Tous les bassins @ Margaree River,1996,9,10,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737084,34004,All Pools / Tous les bassins @ Margaree River,1996,10,1,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737085,36407,All Pools / Tous les bassins @ Margaree River,1996,10,2,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737086,35203,All Pools / Tous les bassins @ Margaree River,1996,8,13,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737087,34590,All Pools / Tous les bassins @ Margaree River,1996,7,31,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737088,34688,All Pools / Tous les bassins @ Margaree River,1996,8,5,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737089,34316,All Pools / Tous les bassins @ Margaree River,1996,8,9,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737090,34316,All Pools / Tous les bassins @ Margaree River,1996,8,9,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737091,34059,All Pools / Tous les bassins @ Margaree River,1996,10,18,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737092,36324,All Pools / Tous les bassins @ Margaree River,1996,10,11,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737093,36324,All Pools / Tous les bassins @ Margaree River,1996,10,11,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737094,34894,All Pools / Tous les bassins @ Margaree River,1996,7,24,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737095,46812,All Pools / Tous les bassins @ Margaree River,1996,7,25,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737096,46864,All Pools / Tous les bassins @ Margaree River,1996,7,26,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737097,52935,All Pools / Tous les bassins @ Margaree River,1996,10,16,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737098,34224,All Pools / Tous les bassins @ Margaree River,1996,7,11,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737099,46793,All Pools / Tous les bassins @ Margaree River,1996,7,14,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737100,33925,All Pools / Tous les bassins @ Margaree River,1996,7,27,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737101,33925,All Pools / Tous les bassins @ Margaree River,1996,7,27,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737102,33925,All Pools / Tous les bassins @ Margaree River,1996,7,27,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737103,33925,All Pools / Tous les bassins @ Margaree River,1996,7,27,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737104,34589,All Pools / Tous les bassins @ Margaree River,1996,7,28,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737105,46927,All Pools / Tous les bassins @ Margaree River,1996,9,24,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737106,53147,All Pools / Tous les bassins @ Margaree River,1996,10,11,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737107,34226,All Pools / Tous les bassins @ Margaree River,1996,7,13,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737108,34790,All Pools / Tous les bassins @ Margaree River,1996,7,16,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737109,34200,All Pools / Tous les bassins @ Margaree River,1996,7,20,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737110,33664,All Pools / Tous les bassins @ Margaree River,1996,7,27,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737111,34320,All Pools / Tous les bassins @ Margaree River,1996,8,8,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737112,34320,All Pools / Tous les bassins @ Margaree River,1996,8,8,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737113,33816,All Pools / Tous les bassins @ Margaree River,1996,9,23,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737114,33816,All Pools / Tous les bassins @ Margaree River,1996,9,23,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737115,53008,All Pools / Tous les bassins @ Margaree River,1996,10,28,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737116,52973,All Pools / Tous les bassins @ Margaree River,1996,10,30,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737117,46791,All Pools / Tous les bassins @ Margaree River,1996,7,14,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737118,33906,All Pools / Tous les bassins @ Margaree River,1996,7,27,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737119,46869,All Pools / Tous les bassins @ Margaree River,1996,7,28,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737120,34627,All Pools / Tous les bassins @ Margaree River,1996,7,29,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737121,46877,All Pools / Tous les bassins @ Margaree River,1996,7,30,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737122,37039,All Pools / Tous les bassins @ Margaree River,1996,9,26,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737123,52897,All Pools / Tous les bassins @ Margaree River,1996,10,19,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737124,33785,All Pools / Tous les bassins @ Margaree River,1996,10,20,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737125,33785,All Pools / Tous les bassins @ Margaree River,1996,10,20,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737126,36842,All Pools / Tous les bassins @ Margaree River,1996,10,21,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737127,52962,All Pools / Tous les bassins @ Margaree River,1996,10,22,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737128,33905,All Pools / Tous les bassins @ Margaree River,1996,6,15,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737129,34274,All Pools / Tous les bassins @ Margaree River,1996,7,28,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737130,34254,All Pools / Tous les bassins @ Margaree River,1996,8,3,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737131,47150,All Pools / Tous les bassins @ Margaree River,1996,9,16,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737132,37085,All Pools / Tous les bassins @ Margaree River,1996,9,18,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737133,34825,All Pools / Tous les bassins @ Margaree River,1996,7,17,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737134,46761,All Pools / Tous les bassins @ Margaree River,1996,7,22,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737135,34889,All Pools / Tous les bassins @ Margaree River,1996,7,24,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737136,34042,All Pools / Tous les bassins @ Margaree River,1996,10,7,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737137,53145,All Pools / Tous les bassins @ Margaree River,1996,10,11,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737138,33629,All Pools / Tous les bassins @ Margaree River,1996,10,8,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737139,33629,All Pools / Tous les bassins @ Margaree River,1996,10,8,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737140,35157,All Pools / Tous les bassins @ Margaree River,1996,8,18,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
2737141,46677,All Pools / Tous les bassins @ Margaree River,1996,8,30,Atlantic salmon / Saumon Atlantique,salmon / saumon,RL,,
