Specimen.ID__ID.spécimen,Sample.ID__ID.échantillon,Site__Site,Year__Année,Month__Mois,Day__Jour,Species__Espèces,Life.stage__Stade.vie,Code__Code,Adipose.condition__Condition.adipeuse,Tag.number__Numéro.d'étiquette
2738587,36939,All Pools / Tous les bassins @ Margaree River,2002,10,2,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738588,50202,All Pools / Tous les bassins @ Margaree River,2002,6,9,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738589,33714,All Pools / Tous les bassins @ Margaree River,2002,6,11,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738590,33714,All Pools / Tous les bassins @ Margaree River,2002,6,11,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738591,50200,All Pools / Tous les bassins @ Margaree River,2002,6,12,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738592,50587,All Pools / Tous les bassins @ Margaree River,2002,9,26,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738593,51173,All Pools / Tous les bassins @ Margaree River,2002,10,15,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738594,51931,All Pools / Tous les bassins @ Margaree River,2002,10,16,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738595,50081,All Pools / Tous les bassins @ Margaree River,2002,7,14,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738596,50069,All Pools / Tous les bassins @ Margaree River,2002,7,18,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738597,37064,All Pools / Tous les bassins @ Margaree River,2002,9,22,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738598,50125,All Pools / Tous les bassins @ Margaree River,2002,9,9,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738599,50477,All Pools / Tous les bassins @ Margaree River,2002,9,19,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738600,36354,All Pools / Tous les bassins @ Margaree River,2002,10,12,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738601,36354,All Pools / Tous les bassins @ Margaree River,2002,10,12,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738602,37164,All Pools / Tous les bassins @ Margaree River,2002,8,11,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738603,52014,All Pools / Tous les bassins @ Margaree River,2002,10,21,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738604,50579,All Pools / Tous les bassins @ Margaree River,2002,9,24,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738605,35098,All Pools / Tous les bassins @ Margaree River,2002,7,14,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738606,36488,All Pools / Tous les bassins @ Margaree River,2002,10,13,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738607,33795,All Pools / Tous les bassins @ Margaree River,2002,10,16,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738608,50304,All Pools / Tous les bassins @ Margaree River,2002,6,29,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738609,50045,All Pools / Tous les bassins @ Margaree River,2002,8,4,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738610,50133,All Pools / Tous les bassins @ Margaree River,2002,9,7,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738611,37181,All Pools / Tous les bassins @ Margaree River,2002,9,13,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738612,51786,All Pools / Tous les bassins @ Margaree River,2002,10,25,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738613,36598,All Pools / Tous les bassins @ Margaree River,2003,8,18,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738614,52089,All Pools / Tous les bassins @ Margaree River,2003,8,30,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738615,34076,All Pools / Tous les bassins @ Margaree River,2003,8,16,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738616,34076,All Pools / Tous les bassins @ Margaree River,2003,8,16,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738617,52250,All Pools / Tous les bassins @ Margaree River,2003,8,17,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738618,52163,All Pools / Tous les bassins @ Margaree River,2003,9,18,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738619,36814,All Pools / Tous les bassins @ South River Antigonish,2003,7,25,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738620,36814,All Pools / Tous les bassins @ South River Antigonish,2003,7,25,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738621,52247,All Pools / Tous les bassins @ West River Antigonish,2003,7,26,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738622,52292,All Pools / Tous les bassins @ South River Antigonish,2003,7,29,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738623,52289,All Pools / Tous les bassins @ West River Antigonish,2003,7,31,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738624,52186,All Pools / Tous les bassins @ Margaree River,2003,7,18,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738625,52177,All Pools / Tous les bassins @ Margaree River,2003,7,19,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738626,52181,All Pools / Tous les bassins @ Margaree River,2003,7,22,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738627,51323,All Pools / Tous les bassins @ Margaree River,2003,10,6,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738628,51443,All Pools / Tous les bassins @ Margaree River,2003,10,9,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738629,51332,All Pools / Tous les bassins @ Margaree River,2003,10,6,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738630,34084,All Pools / Tous les bassins @ River Philip,2003,9,19,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738631,51213,All Pools / Tous les bassins @ Margaree River,2003,10,15,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738632,51356,All Pools / Tous les bassins @ Margaree River,2003,10,3,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738633,36862,All Pools / Tous les bassins @ Margaree River,2003,10,4,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738634,36862,All Pools / Tous les bassins @ Margaree River,2003,10,4,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738635,51377,All Pools / Tous les bassins @ Margaree River,2003,10,5,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738636,51652,All Pools / Tous les bassins @ Wallace River,2003,10,24,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738637,51661,All Pools / Tous les bassins @ River Philip,2003,10,27,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738638,51621,All Pools / Tous les bassins @ East River Pictou,2003,10,29,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738639,51299,All Pools / Tous les bassins @ River Philip,2003,10,20,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738640,52264,All Pools / Tous les bassins @ Margaree River,2003,8,17,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738641,52267,All Pools / Tous les bassins @ Margaree River,2003,8,19,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738642,52271,All Pools / Tous les bassins @ Margaree River,2003,8,20,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738643,34106,All Pools / Tous les bassins @ Margaree River,2003,8,23,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738644,34106,All Pools / Tous les bassins @ Margaree River,2003,8,23,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738645,52096,All Pools / Tous les bassins @ Margaree River,2003,8,27,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738646,52094,All Pools / Tous les bassins @ Margaree River,2003,8,29,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738647,36554,All Pools / Tous les bassins @ Margaree River,2003,8,30,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738648,36554,All Pools / Tous les bassins @ Margaree River,2003,8,30,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738649,36551,All Pools / Tous les bassins @ Margaree River,2003,8,31,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738650,36551,All Pools / Tous les bassins @ Margaree River,2003,8,31,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738651,52053,All Pools / Tous les bassins @ Margaree River,2003,9,8,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738652,52123,All Pools / Tous les bassins @ Margaree River,2003,9,9,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738653,52159,All Pools / Tous les bassins @ Margaree River,2003,9,17,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738654,33773,All Pools / Tous les bassins @ Margaree River,2003,9,21,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738655,33773,All Pools / Tous les bassins @ Margaree River,2003,9,21,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738656,33773,All Pools / Tous les bassins @ Margaree River,2003,9,21,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738657,33773,All Pools / Tous les bassins @ Margaree River,2003,9,21,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738658,52115,All Pools / Tous les bassins @ Margaree River,2003,9,25,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738659,36521,All Pools / Tous les bassins @ Margaree River,2003,10,1,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738660,36706,All Pools / Tous les bassins @ Margaree River,2003,10,2,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738661,36706,All Pools / Tous les bassins @ Margaree River,2003,10,2,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738662,51330,All Pools / Tous les bassins @ Margaree River,2003,10,6,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738663,36256,All Pools / Tous les bassins @ Margaree River,2003,10,7,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738664,36943,All Pools / Tous les bassins @ Margaree River,2003,10,13,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738665,36943,All Pools / Tous les bassins @ Margaree River,2003,10,13,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738666,34557,All Pools / Tous les bassins @ Margaree River,2003,10,14,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738667,34557,All Pools / Tous les bassins @ Margaree River,2003,10,14,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738668,36899,All Pools / Tous les bassins @ Margaree River,2003,10,15,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738669,36899,All Pools / Tous les bassins @ Margaree River,2003,10,15,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738670,34977,All Pools / Tous les bassins @ Margaree River,2003,10,18,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738671,52207,All Pools / Tous les bassins @ West River Pictou,2003,7,24,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738672,52248,All Pools / Tous les bassins @ West River Pictou,2003,7,26,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738673,52237,All Pools / Tous les bassins @ Margaree River,2003,7,8,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738674,52110,All Pools / Tous les bassins @ Margaree River,2003,9,26,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738675,36698,All Pools / Tous les bassins @ Margaree River,2003,9,10,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738676,36159,All Pools / Tous les bassins @ Margaree River,2003,10,9,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738677,51844,All Pools / Tous les bassins @ Margaree River,2003,6,14,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738678,52279,All Pools / Tous les bassins @ Margaree River,2003,8,18,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738679,51347,All Pools / Tous les bassins @ Margaree River,2003,10,7,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738680,51439,All Pools / Tous les bassins @ Margaree River,2003,10,8,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738681,51410,All Pools / Tous les bassins @ Margaree River,2003,10,13,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738682,34947,All Pools / Tous les bassins @ Margaree River,2003,10,18,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738683,52167,All Pools / Tous les bassins @ East River Pictou,2003,9,20,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738684,34665,All Pools / Tous les bassins @ South River Antigonish,2003,10,24,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738685,34665,All Pools / Tous les bassins @ South River Antigonish,2003,10,24,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738686,51645,All Pools / Tous les bassins @ South River Antigonish,2003,10,25,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738687,51436,All Pools / Tous les bassins @ Margaree River,2003,10,9,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738688,51216,All Pools / Tous les bassins @ River Philip,2003,10,14,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738689,52080,All Pools / Tous les bassins @ River Philip,2003,8,24,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738690,36721,All Pools / Tous les bassins @ River Philip,2003,6,25,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738691,36848,All Pools / Tous les bassins @ River Philip,2003,7,25,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738692,36848,All Pools / Tous les bassins @ River Philip,2003,7,25,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738693,36820,All Pools / Tous les bassins @ River Philip,2003,7,26,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738694,36820,All Pools / Tous les bassins @ River Philip,2003,7,26,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738695,52283,All Pools / Tous les bassins @ Margaree River,2003,8,13,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738696,51207,All Pools / Tous les bassins @ Margaree River,2003,10,18,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738697,51279,All Pools / Tous les bassins @ Margaree River,2003,10,23,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738698,51267,All Pools / Tous les bassins @ Margaree River,2003,10,24,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738699,51413,All Pools / Tous les bassins @ Margaree River,2003,10,13,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738700,51412,All Pools / Tous les bassins @ Margaree River,2003,10,13,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738701,51411,All Pools / Tous les bassins @ Margaree River,2003,10,13,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738702,51338,All Pools / Tous les bassins @ Margaree River,2003,10,8,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738703,51278,All Pools / Tous les bassins @ Margaree River,2003,10,23,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738704,34989,All Pools / Tous les bassins @ Margaree River,2003,10,19,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738705,52272,All Pools / Tous les bassins @ Margaree River,2003,8,20,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738706,52268,All Pools / Tous les bassins @ Margaree River,2003,8,21,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738707,34104,All Pools / Tous les bassins @ River Philip,2003,8,24,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738708,34104,All Pools / Tous les bassins @ River Philip,2003,8,24,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738709,51392,All Pools / Tous les bassins @ Margaree River,2003,10,12,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738710,34470,All Pools / Tous les bassins @ River Philip,2003,10,28,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738711,52076,All Pools / Tous les bassins @ West River Antigonish,2003,8,25,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738712,52068,All Pools / Tous les bassins @ River Philip,2003,8,31,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738713,39151,All Pools / Tous les bassins @ Margaree River,2004,8,17,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738714,39205,All Pools / Tous les bassins @ Margaree River,2004,9,25,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738715,34517,All Pools / Tous les bassins @ West River Pictou,2004,10,14,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738716,36245,All Pools / Tous les bassins @ East River Pictou,2004,10,25,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738717,35328,All Pools / Tous les bassins @ Wallace River,2004,10,13,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738718,35280,All Pools / Tous les bassins @ Wallace River,2004,10,14,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738719,35236,All Pools / Tous les bassins @ River Philip,2004,10,14,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738720,35846,All Pools / Tous les bassins @ Margaree River,2004,10,2,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738721,35434,All Pools / Tous les bassins @ Margaree River,2004,10,3,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738722,36655,All Pools / Tous les bassins @ River Philip,2004,10,31,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738723,51692,All Pools / Tous les bassins @ Margaree River,2004,6,26,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738724,51693,All Pools / Tous les bassins @ Margaree River,2004,6,27,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738725,39467,All Pools / Tous les bassins @ Margaree River,2004,10,15,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738726,39427,All Pools / Tous les bassins @ Margaree River,2004,10,17,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738727,39420,All Pools / Tous les bassins @ Margaree River,2004,10,18,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738728,36937,All Pools / Tous les bassins @ Margaree River,2004,10,19,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738729,39065,All Pools / Tous les bassins @ Margaree River,2004,10,9,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738730,37091,All Pools / Tous les bassins @ River Philip,2004,10,19,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738731,37091,All Pools / Tous les bassins @ River Philip,2004,10,19,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738732,39460,All Pools / Tous les bassins @ Wallace River,2004,10,15,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738733,36265,All Pools / Tous les bassins @ River Philip,2004,10,25,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738734,39309,All Pools / Tous les bassins @ River Philip,2004,10,26,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738735,39269,All Pools / Tous les bassins @ River Philip,2004,10,28,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738736,34571,All Pools / Tous les bassins @ Margaree River,2004,8,18,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738737,35559,All Pools / Tous les bassins @ Margaree River,2004,8,20,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738738,39172,All Pools / Tous les bassins @ Margaree River,2004,8,25,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738739,39138,All Pools / Tous les bassins @ Margaree River,2004,8,31,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738740,39116,All Pools / Tous les bassins @ Margaree River,2004,9,1,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738741,39112,All Pools / Tous les bassins @ Margaree River,2004,9,2,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738742,39128,All Pools / Tous les bassins @ Margaree River,2004,9,7,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738743,39226,All Pools / Tous les bassins @ Margaree River,2004,9,13,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738744,39216,All Pools / Tous les bassins @ Margaree River,2004,9,16,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738745,39196,All Pools / Tous les bassins @ Margaree River,2004,9,25,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738746,35603,All Pools / Tous les bassins @ Margaree River,2004,8,12,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738747,35603,All Pools / Tous les bassins @ Margaree River,2004,8,12,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738748,35723,All Pools / Tous les bassins @ Margaree River,2004,8,24,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738749,39021,All Pools / Tous les bassins @ Margaree River,2004,10,1,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738750,35217,All Pools / Tous les bassins @ River Philip,2004,10,10,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738751,39464,All Pools / Tous les bassins @ Waughs River,2004,10,14,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738752,33701,All Pools / Tous les bassins @ West River Pictou,2004,10,15,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738753,33701,All Pools / Tous les bassins @ West River Pictou,2004,10,15,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738754,39510,All Pools / Tous les bassins @ Wallace River,2004,10,20,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738755,39264,All Pools / Tous les bassins @ River Philip,2004,10,26,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738756,51546,All Pools / Tous les bassins @ Margaree River,2004,8,5,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738757,51566,All Pools / Tous les bassins @ Margaree River,2004,8,7,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738758,39164,All Pools / Tous les bassins @ Margaree River,2004,8,27,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738759,39218,All Pools / Tous les bassins @ Margaree River,2004,9,15,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738760,39234,All Pools / Tous les bassins @ Margaree River,2004,9,18,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738761,39185,All Pools / Tous les bassins @ Margaree River,2004,9,23,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738762,38994,All Pools / Tous les bassins @ Margaree River,2004,9,30,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738763,37188,All Pools / Tous les bassins @ French River (Colchester County),2004,10,21,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738764,39476,All Pools / Tous les bassins @ Waughs River,2004,10,21,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738765,34215,All Pools / Tous les bassins @ Waughs River,2004,10,30,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738766,34215,All Pools / Tous les bassins @ Waughs River,2004,10,30,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738767,51681,All Pools / Tous les bassins @ Margaree River,2004,6,25,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738768,39251,All Pools / Tous les bassins @ Margaree River,2004,10,13,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738769,35004,All Pools / Tous les bassins @ Margaree River,2004,10,15,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738770,34519,All Pools / Tous les bassins @ Margaree River,2004,9,29,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738771,39100,All Pools / Tous les bassins @ Margaree River,2004,10,7,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738772,39465,All Pools / Tous les bassins @ Margaree River,2004,10,15,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738773,36801,All Pools / Tous les bassins @ West River Antigonish,2004,10,26,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738774,36609,All Pools / Tous les bassins @ West River Antigonish,2004,10,28,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738775,39380,All Pools / Tous les bassins @ West River Antigonish,2004,10,31,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738776,34534,All Pools / Tous les bassins @ Margaree River,2004,10,7,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738777,34534,All Pools / Tous les bassins @ Margaree River,2004,10,7,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738779,36650,All Pools / Tous les bassins @ Wrights River,2004,10,30,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738780,33771,All Pools / Tous les bassins @ Wrights River,2004,10,31,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738781,33771,All Pools / Tous les bassins @ Wrights River,2004,10,31,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
2738782,33771,All Pools / Tous les bassins @ Wrights River,2004,10,31,Atlantic salmon / Saumon Atlantique,salmon / saumon,R,Present / Présent,
