L'année,Nom du site,Province,Latitude,Longitude,Nom de la rivière,Zone de pêche,ONGC,Température moyenne de l'eau sur le rivage,Nom commun en anglais,Nom commun en français,Nom scientifique,ITIS TSN,Spécimens mesurés,Longueur moyenne (mm),Type de longueur
1977,21,New Brunswick,47.200000,-65.913000,Sprig Brook,SFA16,DAITI,16.000,Atlantic salmon,saumon atlantique,Salmo salar,161996,85,61.471,fork
1977,21,New Brunswick,47.200000,-65.913000,Sprig Brook,SFA16,DAITI,16.000,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,4,,fork
1977,21,New Brunswick,47.200000,-65.913000,Sprig Brook,SFA16,DAITI,16.000,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,6,,fork
1977,22,New Brunswick,47.210000,-65.966667,Little River,SFA16,DAQFK,15.500,American eel,anguille d'Amérique,Anguilla rostrata,161127,2,,total
1977,22,New Brunswick,47.210000,-65.966667,Little River,SFA16,DAQFK,15.500,Atlantic salmon,saumon atlantique,Salmo salar,161996,66,66.106,fork
1977,22,New Brunswick,47.210000,-65.966667,Little River,SFA16,DAQFK,15.500,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,17,,fork
1977,22,New Brunswick,47.210000,-65.966667,Little River,SFA16,DAQFK,15.500,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,20,,fork
1977,22,New Brunswick,47.210000,-65.966667,Little River,SFA16,DAQFK,15.500,Slimy sculpin,chabot visqueux,Cottus cognatus,167232,26,,fork
1977,23,New Brunswick,46.938000,-65.821000,Sutherland Brook,SFA16,DASFO,13.000,American eel,anguille d'Amérique,Anguilla rostrata,161127,3,,total
1977,23,New Brunswick,46.938000,-65.821000,Sutherland Brook,SFA16,DASFO,13.000,Atlantic salmon,saumon atlantique,Salmo salar,161996,237,69.034,fork
1977,23,New Brunswick,46.938000,-65.821000,Sutherland Brook,SFA16,DASFO,13.000,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,1,,fork
1977,23,New Brunswick,46.938000,-65.821000,Sutherland Brook,SFA16,DASFO,13.000,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,71,,fork
1977,23,New Brunswick,46.938000,-65.821000,Sutherland Brook,SFA16,DASFO,13.000,Slimy sculpin,chabot visqueux,Cottus cognatus,167232,199,,fork
1977,24,New Brunswick,47.000000,-65.833333,Northwest Miramichi River,SFA16,DAYEV,17.200,American eel,anguille d'Amérique,Anguilla rostrata,161127,3,,total
1977,24,New Brunswick,47.000000,-65.833333,Northwest Miramichi River,SFA16,DAYEV,17.200,Atlantic salmon,saumon atlantique,Salmo salar,161996,68,53.074,fork
1977,24,New Brunswick,47.000000,-65.833333,Northwest Miramichi River,SFA16,DAYEV,17.200,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,39,,fork
1977,24,New Brunswick,47.000000,-65.833333,Northwest Miramichi River,SFA16,DAYEV,17.200,Lamprey (non specific),lamproies (non spécifique),,159697,9,,fork
1977,26,New Brunswick,47.055490,-65.831760,Northwest Miramichi River,SFA16,DAYEV,23.000,American eel,anguille d'Amérique,Anguilla rostrata,161127,2,,total
1977,26,New Brunswick,47.055490,-65.831760,Northwest Miramichi River,SFA16,DAYEV,23.000,Atlantic salmon,saumon atlantique,Salmo salar,161996,3,78.000,fork
1977,26,New Brunswick,47.055490,-65.831760,Northwest Miramichi River,SFA16,DAYEV,23.000,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,18,,fork
1977,27,New Brunswick,47.090000,-65.835000,Northwest Miramichi River,SFA16,DAYEV,15.600,Atlantic salmon,saumon atlantique,Salmo salar,161996,41,48.976,fork
1977,27,New Brunswick,47.090000,-65.835000,Northwest Miramichi River,SFA16,DAYEV,15.600,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,72,,fork
1977,27,New Brunswick,47.090000,-65.835000,Northwest Miramichi River,SFA16,DAYEV,15.600,Lamprey (non specific),lamproies (non spécifique),,159697,3,,fork
1977,27,New Brunswick,47.090000,-65.835000,Northwest Miramichi River,SFA16,DAYEV,15.600,White sucker,meunier noir,Catostomus commersoni,553273,13,,fork
1977,28,New Brunswick,47.157000,-65.832000,Northwest Miramichi River,SFA16,DAYEV,19.500,American eel,anguille d'Amérique,Anguilla rostrata,161127,3,,total
1977,28,New Brunswick,47.157000,-65.832000,Northwest Miramichi River,SFA16,DAYEV,19.500,Atlantic salmon,saumon atlantique,Salmo salar,161996,56,81.571,fork
1977,28,New Brunswick,47.157000,-65.832000,Northwest Miramichi River,SFA16,DAYEV,19.500,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,1,,fork
1977,28,New Brunswick,47.157000,-65.832000,Northwest Miramichi River,SFA16,DAYEV,19.500,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,62,,fork
1977,28,New Brunswick,47.157000,-65.832000,Northwest Miramichi River,SFA16,DAYEV,19.500,White sucker,meunier noir,Catostomus commersoni,553273,10,,fork
1977,29,New Brunswick,47.210000,-65.817000,Northwest Miramichi River,SFA16,DAYEV,21.500,American eel,anguille d'Amérique,Anguilla rostrata,161127,5,,total
1977,29,New Brunswick,47.210000,-65.817000,Northwest Miramichi River,SFA16,DAYEV,21.500,Atlantic salmon,saumon atlantique,Salmo salar,161996,25,73.600,fork
1977,29,New Brunswick,47.210000,-65.817000,Northwest Miramichi River,SFA16,DAYEV,21.500,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,4,,fork
1977,29,New Brunswick,47.210000,-65.817000,Northwest Miramichi River,SFA16,DAYEV,21.500,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,42,,fork
1977,29,New Brunswick,47.210000,-65.817000,Northwest Miramichi River,SFA16,DAYEV,21.500,White sucker,meunier noir,Catostomus commersoni,553273,1,,fork
1977,30,New Brunswick,47.210000,-65.817000,Northwest Miramichi River,SFA16,DAYEV,20.000,American eel,anguille d'Amérique,Anguilla rostrata,161127,2,,total
1977,30,New Brunswick,47.210000,-65.817000,Northwest Miramichi River,SFA16,DAYEV,20.000,Atlantic salmon,saumon atlantique,Salmo salar,161996,20,69.000,fork
1977,30,New Brunswick,47.210000,-65.817000,Northwest Miramichi River,SFA16,DAYEV,20.000,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,46,,fork
1977,30,New Brunswick,47.210000,-65.817000,Northwest Miramichi River,SFA16,DAYEV,20.000,White sucker,meunier noir,Catostomus commersoni,553273,1,,fork
1977,31,New Brunswick,47.167010,-65.956000,Northwest Miramichi River,SFA16,DAYEV,20.500,American eel,anguille d'Amérique,Anguilla rostrata,161127,3,,total
1977,31,New Brunswick,47.167010,-65.956000,Northwest Miramichi River,SFA16,DAYEV,20.500,Atlantic salmon,saumon atlantique,Salmo salar,161996,216,59.991,fork
1977,31,New Brunswick,47.167010,-65.956000,Northwest Miramichi River,SFA16,DAYEV,20.500,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,1,,fork
1977,31,New Brunswick,47.167010,-65.956000,Northwest Miramichi River,SFA16,DAYEV,20.500,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,22,,fork
1977,31,New Brunswick,47.167010,-65.956000,Northwest Miramichi River,SFA16,DAYEV,20.500,Slimy sculpin,chabot visqueux,Cottus cognatus,167232,1,,fork
1977,33,New Brunswick,47.191000,-66.121000,Northwest Miramichi River,SFA16,DAYEV,16.500,American eel,anguille d'Amérique,Anguilla rostrata,161127,4,,total
1977,33,New Brunswick,47.191000,-66.121000,Northwest Miramichi River,SFA16,DAYEV,16.500,Atlantic salmon,saumon atlantique,Salmo salar,161996,354,79.638,fork
1977,33,New Brunswick,47.191000,-66.121000,Northwest Miramichi River,SFA16,DAYEV,16.500,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,2,,fork
1977,34,New Brunswick,47.253000,-66.236000,Northwest Miramichi River,SFA16,DAYEV,19.000,American eel,anguille d'Amérique,Anguilla rostrata,161127,4,,total
1977,34,New Brunswick,47.253000,-66.236000,Northwest Miramichi River,SFA16,DAYEV,19.000,Atlantic salmon,saumon atlantique,Salmo salar,161996,511,69.634,fork
1977,34,New Brunswick,47.253000,-66.236000,Northwest Miramichi River,SFA16,DAYEV,19.000,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,4,,fork
1977,35,New Brunswick,47.272000,-66.321420,South Branch Northwest Miramichi River,SFA16,DAIMJ,13.900,Atlantic salmon,saumon atlantique,Salmo salar,161996,148,65.804,fork
1977,35,New Brunswick,47.272000,-66.321420,South Branch Northwest Miramichi River,SFA16,DAIMJ,13.900,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,49,,fork
1977,36,New Brunswick,47.301000,-65.351000,Northwest Miramichi River,SFA16,DAYEV,11.000,American eel,anguille d'Amérique,Anguilla rostrata,161127,1,,total
1977,36,New Brunswick,47.301000,-65.351000,Northwest Miramichi River,SFA16,DAYEV,11.000,Atlantic salmon,saumon atlantique,Salmo salar,161996,330,56.712,fork
1977,36,New Brunswick,47.301000,-65.351000,Northwest Miramichi River,SFA16,DAYEV,11.000,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,21,,fork
1977,37,New Brunswick,47.075000,-65.865000,Big Sevogle River,SFA16,DAQLQ,17.500,American eel,anguille d'Amérique,Anguilla rostrata,161127,1,,total
1977,37,New Brunswick,47.075000,-65.865000,Big Sevogle River,SFA16,DAQLQ,17.500,Atlantic salmon,saumon atlantique,Salmo salar,161996,161,53.559,fork
1977,37,New Brunswick,47.075000,-65.865000,Big Sevogle River,SFA16,DAQLQ,17.500,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,1,,fork
1977,38,New Brunswick,47.133000,-66.118000,North Branch Big Sevogle River,SFA16,DABUW,15.000,Atlantic salmon,saumon atlantique,Salmo salar,161996,209,51.397,fork
1977,38,New Brunswick,47.133000,-66.118000,North Branch Big Sevogle River,SFA16,DABUW,15.000,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,1,,fork
1977,39,New Brunswick,47.069000,-66.258000,South Branch Big Sevogle River,SFA16,DAIKJ,15.850,American eel,anguille d'Amérique,Anguilla rostrata,161127,4,,total
1977,39,New Brunswick,47.069000,-66.258000,South Branch Big Sevogle River,SFA16,DAIKJ,15.850,Atlantic salmon,saumon atlantique,Salmo salar,161996,132,62.848,fork
1977,39,New Brunswick,47.069000,-66.258000,South Branch Big Sevogle River,SFA16,DAIKJ,15.850,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,9,,fork
1977,39,New Brunswick,47.069000,-66.258000,South Branch Big Sevogle River,SFA16,DAIKJ,15.850,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,9,,fork
1977,4,New Brunswick,47.137000,-65.304000,Oyster River,SFA16,DAUAY,20.000,American eel,anguille d'Amérique,Anguilla rostrata,161127,1,,total
1977,4,New Brunswick,47.137000,-65.304000,Oyster River,SFA16,DAUAY,20.000,Atlantic salmon,saumon atlantique,Salmo salar,161996,50,48.800,fork
1977,4,New Brunswick,47.137000,-65.304000,Oyster River,SFA16,DAUAY,20.000,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,41,,fork
1977,40,New Brunswick,47.041930,-65.888860,Little Sevogle River,SFA16,DAQGG,19.450,Atlantic salmon,saumon atlantique,Salmo salar,161996,203,55.167,fork
1977,40,New Brunswick,47.041930,-65.888860,Little Sevogle River,SFA16,DAQGG,19.450,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,8,,fork
1977,40,New Brunswick,47.041930,-65.888860,Little Sevogle River,SFA16,DAQGG,19.450,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,2,,fork
1977,40,New Brunswick,47.041930,-65.888860,Little Sevogle River,SFA16,DAQGG,19.450,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,13,,fork
1977,40,New Brunswick,47.041930,-65.888860,Little Sevogle River,SFA16,DAQGG,19.450,Lamprey (non specific),lamproies (non spécifique),,159697,5,,fork
1977,41,New Brunswick,47.018000,-65.931000,Little Sevogle River,SFA16,DAQGG,17.800,American eel,anguille d'Amérique,Anguilla rostrata,161127,1,,total
1977,41,New Brunswick,47.018000,-65.931000,Little Sevogle River,SFA16,DAQGG,17.800,Atlantic salmon,saumon atlantique,Salmo salar,161996,79,53.190,fork
1977,41,New Brunswick,47.018000,-65.931000,Little Sevogle River,SFA16,DAQGG,17.800,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,3,,fork
1977,41,New Brunswick,47.018000,-65.931000,Little Sevogle River,SFA16,DAQGG,17.800,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,1,,fork
1977,41,New Brunswick,47.018000,-65.931000,Little Sevogle River,SFA16,DAQGG,17.800,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,19,,fork
1977,41,New Brunswick,47.018000,-65.931000,Little Sevogle River,SFA16,DAQGG,17.800,Lamprey (non specific),lamproies (non spécifique),,159697,3,,fork
1977,42,New Brunswick,47.001000,-65.960000,Little Sevogle River,SFA16,DAQGG,14.400,American eel,anguille d'Amérique,Anguilla rostrata,161127,1,,total
1977,42,New Brunswick,47.001000,-65.960000,Little Sevogle River,SFA16,DAQGG,14.400,Atlantic salmon,saumon atlantique,Salmo salar,161996,91,56.736,fork
1977,42,New Brunswick,47.001000,-65.960000,Little Sevogle River,SFA16,DAQGG,14.400,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,11,,fork
1977,42,New Brunswick,47.001000,-65.960000,Little Sevogle River,SFA16,DAQGG,14.400,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,1,,fork
1977,42,New Brunswick,47.001000,-65.960000,Little Sevogle River,SFA16,DAQGG,14.400,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,36,,fork
1977,42,New Brunswick,47.001000,-65.960000,Little Sevogle River,SFA16,DAQGG,14.400,Lamprey (non specific),lamproies (non spécifique),,159697,3,,fork
1977,42,New Brunswick,47.001000,-65.960000,Little Sevogle River,SFA16,DAQGG,14.400,White sucker,meunier noir,Catostomus commersoni,553273,1,,fork
1977,43,New Brunswick,46.937090,-65.907600,Little Southwest Miramichi River,SFA16,DAQHM,16.500,Atlantic salmon,saumon atlantique,Salmo salar,161996,55,52.091,fork
1977,43,New Brunswick,46.937090,-65.907600,Little Southwest Miramichi River,SFA16,DAQHM,16.500,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,24,,fork
1977,43,New Brunswick,46.937090,-65.907600,Little Southwest Miramichi River,SFA16,DAQHM,16.500,Lamprey (non specific),lamproies (non spécifique),,159697,1,,fork
1977,44,New Brunswick,46.895960,-66.147030,Little Southwest Miramichi River,SFA16,DAQHM,24.000,American eel,anguille d'Amérique,Anguilla rostrata,161127,3,,total
1977,44,New Brunswick,46.895960,-66.147030,Little Southwest Miramichi River,SFA16,DAQHM,24.000,Atlantic salmon,saumon atlantique,Salmo salar,161996,15,54.000,fork
1977,44,New Brunswick,46.895960,-66.147030,Little Southwest Miramichi River,SFA16,DAQHM,24.000,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,5,,fork
1977,45,New Brunswick,46.960770,-66.560050,North PoleStream,SFA16,DAZMQ,17.000,American eel,anguille d'Amérique,Anguilla rostrata,161127,1,,total
1977,45,New Brunswick,46.960770,-66.560050,North PoleStream,SFA16,DAZMQ,17.000,Atlantic salmon,saumon atlantique,Salmo salar,161996,96,47.948,fork
1977,45,New Brunswick,46.960770,-66.560050,North PoleStream,SFA16,DAZMQ,17.000,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,4,,fork
1977,46,New Brunswick,46.855650,-66.192290,Catamaran Brook,SFA16,DAESK,14.450,American eel,anguille d'Amérique,Anguilla rostrata,161127,2,,total
1977,46,New Brunswick,46.855650,-66.192290,Catamaran Brook,SFA16,DAESK,14.450,Atlantic salmon,saumon atlantique,Salmo salar,161996,322,38.342,fork
1977,46,New Brunswick,46.855650,-66.192290,Catamaran Brook,SFA16,DAESK,14.450,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,26,,fork
1977,46,New Brunswick,46.855650,-66.192290,Catamaran Brook,SFA16,DAESK,14.450,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,13,,fork
1977,46,New Brunswick,46.855650,-66.192290,Catamaran Brook,SFA16,DAESK,14.450,Slimy sculpin,chabot visqueux,Cottus cognatus,167232,1,,fork
1977,47,New Brunswick,46.823000,-65.973000,Renous River,SFA16,DAXAN,20.000,American eel,anguille d'Amérique,Anguilla rostrata,161127,19,,total
1977,47,New Brunswick,46.823000,-65.973000,Renous River,SFA16,DAXAN,20.000,Atlantic salmon,saumon atlantique,Salmo salar,161996,59,63.085,fork
1977,47,New Brunswick,46.823000,-65.973000,Renous River,SFA16,DAXAN,20.000,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,16,,fork
1977,48,New Brunswick,46.821930,-66.109910,Renous River,SFA16,DAXAN,25.000,American eel,anguille d'Amérique,Anguilla rostrata,161127,1,,total
1977,48,New Brunswick,46.821930,-66.109910,Renous River,SFA16,DAXAN,25.000,Atlantic salmon,saumon atlantique,Salmo salar,161996,110,50.864,fork
1977,48,New Brunswick,46.821930,-66.109910,Renous River,SFA16,DAXAN,25.000,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,1,,fork
1977,48,New Brunswick,46.821930,-66.109910,Renous River,SFA16,DAXAN,25.000,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,2,,fork
1977,48,New Brunswick,46.821930,-66.109910,Renous River,SFA16,DAXAN,25.000,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,101,,fork
1977,48,New Brunswick,46.821930,-66.109910,Renous River,SFA16,DAXAN,25.000,Lamprey (non specific),lamproies (non spécifique),,159697,5,,fork
1977,49,New Brunswick,46.767000,-66.214000,Renous River,SFA16,DAXAN,18.500,American eel,anguille d'Amérique,Anguilla rostrata,161127,1,,total
1977,49,New Brunswick,46.767000,-66.214000,Renous River,SFA16,DAXAN,18.500,Atlantic salmon,saumon atlantique,Salmo salar,161996,426,47.800,fork
1977,49,New Brunswick,46.767000,-66.214000,Renous River,SFA16,DAXAN,18.500,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,43,,fork
1977,5,New Brunswick,47.140000,-65.305000,Oyster River,SFA16,DAUAY,14.000,Atlantic salmon,saumon atlantique,Salmo salar,161996,1,88.000,fork
1977,5,New Brunswick,47.140000,-65.305000,Oyster River,SFA16,DAUAY,14.000,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,84,,fork
1977,52,New Brunswick,46.828000,-66.008000,Renous River,SFA16,DAXAN,17.500,Atlantic salmon,saumon atlantique,Salmo salar,161996,110,52.273,fork
1977,52,New Brunswick,46.828000,-66.008000,Renous River,SFA16,DAXAN,17.500,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,62,,fork
1977,53,New Brunswick,46.797000,-66.201000,Renous River,SFA16,DAXAN,24.500,American eel,anguille d'Amérique,Anguilla rostrata,161127,1,,total
1977,53,New Brunswick,46.797000,-66.201000,Renous River,SFA16,DAXAN,24.500,Atlantic salmon,saumon atlantique,Salmo salar,161996,139,56.273,fork
1977,53,New Brunswick,46.797000,-66.201000,Renous River,SFA16,DAXAN,24.500,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,4,,fork
1977,53,New Brunswick,46.797000,-66.201000,Renous River,SFA16,DAXAN,24.500,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,1,,fork
1977,53,New Brunswick,46.797000,-66.201000,Renous River,SFA16,DAXAN,24.500,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,37,,fork
1977,53,New Brunswick,46.797000,-66.201000,Renous River,SFA16,DAXAN,24.500,Lamprey (non specific),lamproies (non spécifique),,159697,1,,fork
1977,55,New Brunswick,46.659000,-66.322960,Dungarvon River,SFA16,DALFL,14.400,Atlantic salmon,saumon atlantique,Salmo salar,161996,171,55.573,fork
1977,55,New Brunswick,46.659000,-66.322960,Dungarvon River,SFA16,DALFL,14.400,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,18,,fork
1977,55,New Brunswick,46.659000,-66.322960,Dungarvon River,SFA16,DALFL,14.400,Lamprey (non specific),lamproies (non spécifique),,159697,1,,fork
1977,56,New Brunswick,46.669000,-66.264000,Dungarvon River,SFA16,DALFL,18.500,Atlantic salmon,saumon atlantique,Salmo salar,161996,142,50.676,fork
1977,56,New Brunswick,46.669000,-66.264000,Dungarvon River,SFA16,DALFL,18.500,brook stickleback,épinoche à cinq épines,Culaea inconstans,166399,4,,fork
1977,56,New Brunswick,46.669000,-66.264000,Dungarvon River,SFA16,DALFL,18.500,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,8,,fork
1977,56,New Brunswick,46.669000,-66.264000,Dungarvon River,SFA16,DALFL,18.500,Lamprey (non specific),lamproies (non spécifique),,159697,34,,fork
1977,57,New Brunswick,46.744050,-66.015000,Dungarvon River,SFA16,DALFL,16.000,Atlantic salmon,saumon atlantique,Salmo salar,161996,169,48.562,fork
1977,57,New Brunswick,46.744050,-66.015000,Dungarvon River,SFA16,DALFL,16.000,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,17,,fork
1977,57,New Brunswick,46.744050,-66.015000,Dungarvon River,SFA16,DALFL,16.000,Lamprey (non specific),lamproies (non spécifique),,159697,8,,fork
1977,58,New Brunswick,46.483880,-66.481000,Southwest Miramichi River,SFA16,DAIRE,21.100,Appalachian brook crayfish,,,97343,2,,fork
1977,58,New Brunswick,46.483880,-66.481000,Southwest Miramichi River,SFA16,DAIRE,21.100,Atlantic salmon,saumon atlantique,Salmo salar,161996,565,42.575,fork
1977,58,New Brunswick,46.483880,-66.481000,Southwest Miramichi River,SFA16,DAIRE,21.100,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,4,,fork
1977,58,New Brunswick,46.483880,-66.481000,Southwest Miramichi River,SFA16,DAIRE,21.100,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,85,,fork
1977,58,New Brunswick,46.483880,-66.481000,Southwest Miramichi River,SFA16,DAIRE,21.100,Lamprey (non specific),lamproies (non spécifique),,159697,7,,fork
1977,59,New Brunswick,46.560000,-66.555000,Southwest Miramichi River,SFA16,DAIRE,21.650,American eel,anguille d'Amérique,Anguilla rostrata,161127,2,,total
1977,59,New Brunswick,46.560000,-66.555000,Southwest Miramichi River,SFA16,DAIRE,21.650,Atlantic salmon,saumon atlantique,Salmo salar,161996,186,59.129,fork
1977,59,New Brunswick,46.560000,-66.555000,Southwest Miramichi River,SFA16,DAIRE,21.650,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,2,,fork
1977,59,New Brunswick,46.560000,-66.555000,Southwest Miramichi River,SFA16,DAIRE,21.650,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,2,,fork
1977,59,New Brunswick,46.560000,-66.555000,Southwest Miramichi River,SFA16,DAIRE,21.650,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,25,,fork
1977,59,New Brunswick,46.560000,-66.555000,Southwest Miramichi River,SFA16,DAIRE,21.650,Slimy sculpin,chabot visqueux,Cottus cognatus,167232,5,,fork
1977,60,New Brunswick,46.596600,-66.691570,Southwest Miramichi River,SFA16,DAIRE,15.500,Atlantic salmon,saumon atlantique,Salmo salar,161996,149,40.584,fork
1977,60,New Brunswick,46.596600,-66.691570,Southwest Miramichi River,SFA16,DAIRE,15.500,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,46,,fork
1977,61,New Brunswick,46.609000,-65.892000,Southwest Miramichi River,SFA16,DAIRE,15.500,Atlantic salmon,saumon atlantique,Salmo salar,161996,143,55.972,fork
1977,61,New Brunswick,46.609000,-65.892000,Southwest Miramichi River,SFA16,DAIRE,15.500,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,9,,fork
1977,61,New Brunswick,46.609000,-65.892000,Southwest Miramichi River,SFA16,DAIRE,15.500,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,127,,fork
1977,61,New Brunswick,46.609000,-65.892000,Southwest Miramichi River,SFA16,DAIRE,15.500,Lamprey (non specific),lamproies (non spécifique),,159697,2,,fork
1977,62,New Brunswick,46.502360,-66.335000,Southwest Miramichi River,SFA16,DAIRE,24.750,American eel,anguille d'Amérique,Anguilla rostrata,161127,3,,total
1977,62,New Brunswick,46.502360,-66.335000,Southwest Miramichi River,SFA16,DAIRE,24.750,Atlantic salmon,saumon atlantique,Salmo salar,161996,149,42.161,fork
1977,62,New Brunswick,46.502360,-66.335000,Southwest Miramichi River,SFA16,DAIRE,24.750,brook stickleback,épinoche à cinq épines,Culaea inconstans,166399,3,,fork
1977,62,New Brunswick,46.502360,-66.335000,Southwest Miramichi River,SFA16,DAIRE,24.750,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,68,,fork
1977,63,New Brunswick,46.510000,-66.285000,Southwest Miramichi River,SFA16,DAIRE,24.500,Atlantic salmon,saumon atlantique,Salmo salar,161996,57,55.281,fork
1977,63,New Brunswick,46.510000,-66.285000,Southwest Miramichi River,SFA16,DAIRE,24.500,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,10,,fork
1977,63,New Brunswick,46.510000,-66.285000,Southwest Miramichi River,SFA16,DAIRE,24.500,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,87,,fork
1977,64,New Brunswick,46.617000,-65.880200,Southwest Miramichi River,SFA16,DAIRE,15.000,Atlantic salmon,saumon atlantique,Salmo salar,161996,18,56.056,fork
1977,64,New Brunswick,46.617000,-65.880200,Southwest Miramichi River,SFA16,DAIRE,15.000,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,10,,fork
1977,64,New Brunswick,46.617000,-65.880200,Southwest Miramichi River,SFA16,DAIRE,15.000,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,123,,fork
1977,64,New Brunswick,46.617000,-65.880200,Southwest Miramichi River,SFA16,DAIRE,15.000,Lamprey (non specific),lamproies (non spécifique),,159697,1,,fork
1977,65,New Brunswick,46.494000,-67.010000,South Branch Southwest Miramichi River,SFA16,DAIMX,11.000,Atlantic salmon,saumon atlantique,Salmo salar,161996,139,55.662,fork
1977,65,New Brunswick,46.494000,-67.010000,South Branch Southwest Miramichi River,SFA16,DAIMX,11.000,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,3,,fork
1977,65,New Brunswick,46.494000,-67.010000,South Branch Southwest Miramichi River,SFA16,DAIMX,11.000,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,25,,fork
1977,65,New Brunswick,46.494000,-67.010000,South Branch Southwest Miramichi River,SFA16,DAIMX,11.000,Lamprey (non specific),lamproies (non spécifique),,159697,10,,fork
1977,65,New Brunswick,46.494000,-67.010000,South Branch Southwest Miramichi River,SFA16,DAIMX,11.000,Slimy sculpin,chabot visqueux,Cottus cognatus,167232,8,,fork
1977,66,New Brunswick,46.575000,-66.818000,Southwest Miramichi River,SFA16,DAIRE,17.800,Atlantic salmon,saumon atlantique,Salmo salar,161996,185,53.162,fork
1977,66,New Brunswick,46.575000,-66.818000,Southwest Miramichi River,SFA16,DAIRE,17.800,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,36,,fork
1977,67,New Brunswick,46.578000,-66.020000,Southwest Miramichi River,SFA16,DAIRE,17.250,Atlantic salmon,saumon atlantique,Salmo salar,161996,26,53.577,fork
1977,67,New Brunswick,46.578000,-66.020000,Southwest Miramichi River,SFA16,DAIRE,17.250,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,81,,fork
1977,67,New Brunswick,46.578000,-66.020000,Southwest Miramichi River,SFA16,DAIRE,17.250,Common shiner,méné à nageoires rouges,Notropis cornutus,163836,138,,fork
1977,67,New Brunswick,46.578000,-66.020000,Southwest Miramichi River,SFA16,DAIRE,17.250,White sucker,meunier noir,Catostomus commersoni,553273,7,,fork
