sampleID,Year,eventDate,recordedBy,decimalLatitude,decimalLongitude,occurrenceStatus,color
r21:3068,2021,2021-07-19,DFO Gulf,46.5797,-66.75891,Not detected,green
r21:3096,2021,2021-07-19,DFO Gulf,46.50327,-66.96548,Not detected,green
r21:3074,2021,2021-07-19,DFO Gulf,46.5737,-66.81342,Not detected,green
r21:3081,2021,2021-07-19,DFO Gulf,46.50981,-67.08282,Not detected,green
r21:3072,2021,2021-07-19,DFO Gulf,46.5737,-66.81342,Not detected,green
r21:3092,2021,2021-07-19,DFO Gulf,46.50257,-66.96341,Not detected,green
r21:3073,2021,2021-07-19,DFO Gulf,46.5737,-66.81342,Not detected,green
r21:3098,2021,2021-07-19,DFO Gulf,46.50327,-66.96548,Not detected,green
r21:3097,2021,2021-07-19,DFO Gulf,46.50327,-66.96548,Not detected,green
r21:3076,2021,2021-07-19,DFO Gulf,46.49828,-67.0485,Not detected,green
r21:3094,2021,2021-07-19,DFO Gulf,46.50257,-66.96341,Not detected,green
r21:3093,2021,2021-07-19,DFO Gulf,46.50257,-66.96341,Not detected,green
r21:3080,2021,2021-07-19,DFO Gulf,46.50981,-67.08282,Not detected,green
r21:3078,2021,2021-07-19,DFO Gulf,46.49828,-67.0485,Not detected,green
r21:3077,2021,2021-07-19,DFO Gulf,46.49828,-67.0485,Not detected,green
r21:3202,2021,2021-07-20,DFO Gulf,46.859,-65.44416,Not detected,green
r21:3176,2021,2021-07-20,DFO Gulf,46.81429,-65.91673,Not detected,green
r21:3178,2021,2021-07-20,DFO Gulf,46.81524,-65.79379,Not detected,green
r21:3181,2021,2021-07-20,DFO Gulf,46.82956,-65.78744,Not detected,green
r21:3210,2021,2021-07-20,ASF,46.47623,-66.96195,Suspected,orange
r21:3190,2021,2021-07-20,DFO Gulf,46.83822,-65.748,Not detected,green
r21:3192,2021,2021-07-20,DFO Gulf,46.88523,-65.51533,Not detected,green
r21:3184,2021,2021-07-20,DFO Gulf,46.82956,-65.78744,Not detected,green
r21:3206,2021,2021-07-20,DFO Gulf,46.80176,-65.45304,Not detected,green
r21:3099,2021,2021-07-20,DFO Gulf,46.61789,-65.87861,Not detected,green
r21:3211,2021,2021-07-20,ASF,46.47623,-66.96195,Not detected,green
r21:3177,2021,2021-07-20,DFO Gulf,46.81524,-65.79379,Not detected,green
r21:3209,2021,2021-07-20,ASF,46.47623,-66.96195,Not detected,green
r21:3189,2021,2021-07-20,DFO Gulf,46.83822,-65.748,Not detected,green
r21:3205,2021,2021-07-20,DFO Gulf,46.80176,-65.45304,Not detected,green
r21:3207,2021,2021-07-20,DFO Gulf,46.80176,-65.45304,Not detected,green
r21:3194,2021,2021-07-20,DFO Gulf,46.88523,-65.51533,Not detected,green
r21:3196,2021,2021-07-20,DFO Gulf,46.88523,-65.51533,Not detected,green
r21:3201,2021,2021-07-20,DFO Gulf,46.859,-65.44416,Not detected,green
r21:3203,2021,2021-07-20,DFO Gulf,46.859,-65.44416,Not detected,green
r21:3187,2021,2021-07-20,DFO Gulf,46.83605,-65.76528,Not detected,green
r21:3183,2021,2021-07-20,DFO Gulf,46.82956,-65.78744,Not detected,green
r21:3101,2021,2021-07-20,DFO Gulf,46.61789,-65.87861,Not detected,green
r21:3172,2021,2021-07-20,DFO Gulf,46.82914,-65.95141,Not detected,green
r21:3174,2021,2021-07-20,DFO Gulf,46.81429,-65.91673,Not detected,green
r21:3171,2021,2021-07-20,DFO Gulf,46.82914,-65.95141,Not detected,green
r21:3104,2021,2021-07-20,DFO Gulf,46.71168,-65.81432,Not detected,green
r21:3106,2021,2021-07-20,DFO Gulf,46.71168,-65.81432,Not detected,green
r21:3107,2021,2021-07-20,DFO Gulf,46.70361,-65.79745,Not detected,green
r21:3108,2021,2021-07-20,DFO Gulf,46.70361,-65.79745,Not detected,green
r21:3109,2021,2021-07-20,DFO Gulf,46.70361,-65.79745,Not detected,green
r21:3118,2021,2021-07-20,DFO Gulf,46.75384,-65.81673,Not detected,green
r21:3175,2021,2021-07-20,DFO Gulf,46.81429,-65.91673,Not detected,green
r21:3113,2021,2021-07-20,DFO Gulf,46.73431,-65.82416,Not detected,green
r21:3170,2021,2021-07-20,DFO Gulf,46.82914,-65.95141,Not detected,green
r21:3112,2021,2021-07-20,DFO Gulf,46.73431,-65.82416,Not detected,green
r21:3186,2021,2021-07-20,DFO Gulf,46.83605,-65.76528,Not detected,green
r21:3191,2021,2021-07-20,DFO Gulf,46.83822,-65.748,Not detected,green
r21:3185,2021,2021-07-20,DFO Gulf,46.83605,-65.76528,Not detected,green
r21:3100,2021,2021-07-20,DFO Gulf,46.61789,-65.87861,Not detected,green
r21:3116,2021,2021-07-20,DFO Gulf,46.73844,-65.82952,Not detected,green
r21:3179,2021,2021-07-20,DFO Gulf,46.81524,-65.79379,Not detected,green
r21:3115,2021,2021-07-20,DFO Gulf,46.73844,-65.82952,Not detected,green
r21:3168,2021,2021-07-20,DFO Gulf,46.75384,-65.81673,Not detected,green
r21:3105,2021,2021-07-20,DFO Gulf,46.71168,-65.81432,Inconclusive,grey
r21:3111,2021,2021-07-20,DFO Gulf,46.73431,-65.82416,Not detected,green
r21:3117,2021,2021-07-20,DFO Gulf,46.73844,-65.82952,Not detected,green
r21:3167,2021,2021-07-20,DFO Gulf,46.75384,-65.81673,Not detected,green
r21:3238,2021,2021-07-28,DFO Gulf,46.51649,-66.51611,Not detected,green
r21:3244,2021,2021-07-28,DFO Gulf,46.46809,-66.40372,Not detected,green
r21:3240,2021,2021-07-28,DFO Gulf,46.4573,-66.45112,Not detected,green
r21:3241,2021,2021-07-28,DFO Gulf,46.4573,-66.45112,Not detected,green
r21:3259,2021,2021-07-28,DFO Gulf,46.56064,-66.1221,Not detected,green
r21:3242,2021,2021-07-28,DFO Gulf,46.4573,-66.45112,Not detected,green
r21:3245,2021,2021-07-28,DFO Gulf,46.46809,-66.40372,Not detected,green
r21:3249,2021,2021-07-28,DFO Gulf,46.54727,-66.15685,Not detected,green
r21:3232,2021,2021-07-28,DFO Gulf,46.58554,-66.70118,Not detected,green
r21:3237,2021,2021-07-28,DFO Gulf,46.51649,-66.51611,Not detected,green
r21:3252,2021,2021-07-28,DFO Gulf,46.55625,-66.13745,Not detected,green
r21:3258,2021,2021-07-28,DFO Gulf,46.56064,-66.1221,Not detected,green
r21:3231,2021,2021-07-28,DFO Gulf,46.58554,-66.70118,Not detected,green
r21:3223,2021,2021-07-28,DFO Gulf,46.56006,-66.55818,Not detected,green
r21:3257,2021,2021-07-28,DFO Gulf,46.56064,-66.1221,Not detected,green
r21:3256,2021,2021-07-28,DFO Gulf,46.56064,-66.1221,Not detected,green
r21:3254,2021,2021-07-28,DFO Gulf,46.55625,-66.13745,Not detected,green
r21:3253,2021,2021-07-28,DFO Gulf,46.55625,-66.13745,Not detected,green
r21:3250,2021,2021-07-28,DFO Gulf,46.54727,-66.15685,Not detected,green
r21:3248,2021,2021-07-28,DFO Gulf,46.54727,-66.15685,Not detected,green
r21:3227,2021,2021-07-28,DFO Gulf,46.60063,-66.63863,Not detected,green
r21:3213,2021,2021-07-28,DFO Gulf,46.45406,-66.42301,Not detected,green
r21:3224,2021,2021-07-28,DFO Gulf,46.56006,-66.55818,Not detected,green
r21:3239,2021,2021-07-28,DFO Gulf,46.51649,-66.51611,Not detected,green
r21:3247,2021,2021-07-28,DFO Gulf,46.46809,-66.40372,Not detected,green
r21:3235,2021,2021-07-28,DFO Gulf,46.58444,-66.71226,Not detected,green
r21:3234,2021,2021-07-28,DFO Gulf,46.58444,-66.71226,Not detected,green
r21:3233,2021,2021-07-28,DFO Gulf,46.58444,-66.71226,Not detected,green
r21:3229,2021,2021-07-28,DFO Gulf,46.58554,-66.70118,Not detected,green
r21:3215,2021,2021-07-28,DFO Gulf,46.45406,-66.42301,Not detected,green
r21:3226,2021,2021-07-28,DFO Gulf,46.60063,-66.63863,Not detected,green
r21:3218,2021,2021-07-28,DFO Gulf,46.48188,-66.47978,Not detected,green
r21:3219,2021,2021-07-28,DFO Gulf,46.48188,-66.47978,Not detected,green
r21:3220,2021,2021-07-28,DFO Gulf,46.48188,-66.47978,Not detected,green
r21:3222,2021,2021-07-28,DFO Gulf,46.56006,-66.55818,Not detected,green
r21:3225,2021,2021-07-28,DFO Gulf,46.60063,-66.63863,Not detected,green
r21:3216,2021,2021-07-28,DFO Gulf,46.45406,-66.42301,Not detected,green
r22:2283,2022,2022-07-13,DFO Gulf,46.60063,-66.63863,Inconclusive,grey
r22:2282,2022,2022-07-13,DFO Gulf,46.60063,-66.63863,Not detected,green
r22:2278,2022,2022-07-13,DFO Gulf,46.59647,-66.65959,Inconclusive,grey
r22:2280,2022,2022-07-13,DFO Gulf,46.59647,-66.65959,Inconclusive,grey
r22:2279,2022,2022-07-13,DFO Gulf,46.59647,-66.65959,Not detected,green
r22:2277,2022,2022-07-13,DFO Gulf,46.58444,-66.71226,Not detected,green
r22:2288,2022,2022-07-13,DFO Gulf,46.54727,-66.15685,Detected,red
r22:2284,2022,2022-07-13,DFO Gulf,46.60063,-66.63863,Not detected,green
r22:2276,2022,2022-07-13,DFO Gulf,46.58444,-66.71226,Not detected,green
r22:2285,2022,2022-07-13,DFO Gulf,46.54727,-66.15685,Suspected,orange
r22:2273,2022,2022-07-13,DFO Gulf,46.58554,-66.70118,Not detected,green
r22:2274,2022,2022-07-13,DFO Gulf,46.58554,-66.70118,Not detected,green
r22:2272,2022,2022-07-13,DFO Gulf,46.58554,-66.70118,Not detected,green
r22:2275,2022,2022-07-13,DFO Gulf,46.58444,-66.71226,Not detected,green
r22:2286,2022,2022-07-13,DFO Gulf,46.54727,-66.15685,Suspected,orange
r22:2315,2022,2022-07-15,DFO Gulf,46.75384,-65.81673,Not detected,green
r22:2290,2022,2022-07-15,DFO Gulf,46.55625,-66.13745,Not detected,green
r22:2308,2022,2022-07-15,DFO Gulf,46.73431,-65.82416,Not detected,green
r22:2307,2022,2022-07-15,DFO Gulf,46.73431,-65.82416,Not detected,green
r22:2310,2022,2022-07-15,DFO Gulf,46.73844,-65.82952,Not detected,green
r22:2311,2022,2022-07-15,DFO Gulf,46.73844,-65.82952,Not detected,green
r22:2312,2022,2022-07-15,DFO Gulf,46.73844,-65.82952,Not detected,green
r22:2309,2022,2022-07-15,DFO Gulf,46.73431,-65.82416,Not detected,green
r22:2314,2022,2022-07-15,DFO Gulf,46.75384,-65.81673,Not detected,green
r22:2305,2022,2022-07-15,DFO Gulf,46.70361,-65.79745,Not detected,green
r22:2291,2022,2022-07-15,DFO Gulf,46.55625,-66.13745,Not detected,green
r22:2297,2022,2022-07-15,DFO Gulf,46.71168,-65.81432,Inconclusive,grey
r22:2295,2022,2022-07-15,DFO Gulf,46.56064,-66.1221,Suspected,orange
r22:2304,2022,2022-07-15,DFO Gulf,46.70361,-65.79745,Not detected,green
r22:2303,2022,2022-07-15,DFO Gulf,46.70361,-65.79745,Not detected,green
r22:2301,2022,2022-07-15,DFO Gulf,46.72013,-65.81649,Not detected,green
r22:2300,2022,2022-07-15,DFO Gulf,46.72013,-65.81649,Not detected,green
r22:2299,2022,2022-07-15,DFO Gulf,46.72013,-65.81649,Not detected,green
r22:2298,2022,2022-07-15,DFO Gulf,46.71168,-65.81432,Not detected,green
r22:2296,2022,2022-07-15,DFO Gulf,46.71168,-65.81432,Not detected,green
r22:2294,2022,2022-07-15,DFO Gulf,46.56064,-66.1221,Not detected,green
r22:2292,2022,2022-07-15,DFO Gulf,46.55625,-66.13745,Not detected,green
r22:2316,2022,2022-07-15,DFO Gulf,46.75384,-65.81673,Not detected,green
r22:2293,2022,2022-07-15,DFO Gulf,46.56064,-66.1221,Suspected,orange
r22:2313,2022,2022-07-15,DFO Gulf,46.75384,-65.81673,Not detected,green
r22:2332,2022,2022-07-19,DFO Gulf,46.55011,-67.04399,Not detected,green
r22:2331,2022,2022-07-19,DFO Gulf,46.57771,-67.04132,Not detected,green
r22:2343,2022,2022-07-19,DFO Gulf,46.54391,-66.85485,Inconclusive,grey
r22:2335,2022,2022-07-19,DFO Gulf,46.56257,-66.832,Inconclusive,grey
r22:2338,2022,2022-07-19,DFO Gulf,46.56257,-66.832,Inconclusive,grey
r22:2330,2022,2022-07-19,DFO Gulf,46.57771,-67.04132,Not detected,green
r22:2329,2022,2022-07-19,DFO Gulf,46.57771,-67.04132,Not detected,green
r22:2346,2022,2022-07-19,DFO Gulf,46.53503,-66.88127,Suspected,orange
r22:2347,2022,2022-07-19,DFO Gulf,46.53503,-66.88127,Not detected,green
r22:2341,2022,2022-07-19,DFO Gulf,46.55547,-66.84771,Not detected,green
r22:2339,2022,2022-07-19,DFO Gulf,46.55547,-66.84771,Not detected,green
r22:2352,2022,2022-07-19,DFO Gulf,46.50753,-66.94977,Detected,red
r22:2350,2022,2022-07-19,DFO Gulf,46.50753,-66.94977,Detected,red
r22:2351,2022,2022-07-19,DFO Gulf,46.50753,-66.94977,Detected,red
r22:2337,2022,2022-07-19,DFO Gulf,46.56257,-66.832,Not detected,green
r22:2333,2022,2022-07-19,DFO Gulf,46.55011,-67.04399,Not detected,green
r22:2344,2022,2022-07-19,DFO Gulf,46.54391,-66.85485,Not detected,green
r22:2342,2022,2022-07-19,DFO Gulf,46.54391,-66.85485,Not detected,green
r22:2334,2022,2022-07-19,DFO Gulf,46.55011,-67.04399,Not detected,green
r22:2345,2022,2022-07-19,DFO Gulf,46.53503,-66.88127,Suspected,orange
r22:2340,2022,2022-07-19,DFO Gulf,46.55547,-66.84771,Not detected,green
r22:2360,2022,2022-07-20,DFO Gulf,46.5737,-66.81342,Suspected,orange
r22:2399,2022,2022-07-20,DFO Gulf,46.50753,-66.94977,Suspected,orange
r22:2390,2022,2022-07-20,DFO Gulf,46.5737,-66.81342,Suspected,orange
r22:2382,2022,2022-07-20,DFO Gulf,46.5737,-66.81342,Inconclusive,grey
r22:2377,2022,2022-07-20,DFO Gulf,46.50753,-66.94977,Suspected,orange
r22:2383,2022,2022-07-20,DFO Gulf,46.5737,-66.81342,Suspected,orange
r22:2358,2022,2022-07-20,DFO Gulf,46.5797,-66.75891,Suspected,orange
r22:2379,2022,2022-07-20,DFO Gulf,46.50753,-66.94977,Suspected,orange
r22:2361,2022,2022-07-20,DFO Gulf,46.5737,-66.81342,Suspected,orange
r22:2356,2022,2022-07-20,DFO Gulf,46.58102,-66.75007,Suspected,orange
r22:2359,2022,2022-07-20,DFO Gulf,46.5797,-66.75891,Suspected,orange
r22:2388,2022,2022-07-20,DFO Gulf,46.5737,-66.81342,Suspected,orange
r22:2381,2022,2022-07-20,DFO Gulf,46.5737,-66.81342,Inconclusive,grey
r22:2376,2022,2022-07-20,DFO Gulf,46.50753,-66.94977,Suspected,orange
r22:2398,2022,2022-07-20,DFO Gulf,46.50753,-66.94977,Suspected,orange
r22:2391,2022,2022-07-20,DFO Gulf,46.49828,-67.0485,Not detected,green
r22:2389,2022,2022-07-20,DFO Gulf,46.5737,-66.81342,Inconclusive,grey
r22:2392,2022,2022-07-20,DFO Gulf,46.49828,-67.0485,Not detected,green
r22:2394,2022,2022-07-20,DFO Gulf,46.49828,-67.0485,Not detected,green
r22:2395,2022,2022-07-20,DFO Gulf,46.49411,-67.0101,Not detected,green
r22:2396,2022,2022-07-20,DFO Gulf,46.49411,-67.0101,Not detected,green
r22:2397,2022,2022-07-20,DFO Gulf,46.49411,-67.0101,Not detected,green
r22:2371,2022,2022-07-20,DFO Gulf,46.49828,-67.0485,Not detected,green
r22:2385,2022,2022-07-20,DFO Gulf,46.49828,-67.0485,Not detected,green
r22:2374,2022,2022-07-20,DFO Gulf,46.49411,-67.0101,Not detected,green
r22:2372,2022,2022-07-20,DFO Gulf,46.49411,-67.0101,Not detected,green
r22:2373,2022,2022-07-20,DFO Gulf,46.49411,-67.0101,Not detected,green
r22:2357,2022,2022-07-20,DFO Gulf,46.5797,-66.75891,Not detected,green
r22:2365,2022,2022-07-20,DFO Gulf,46.51053,-67.1137,Not detected,green
r22:2367,2022,2022-07-20,DFO Gulf,46.51053,-67.1137,Not detected,green
r22:2368,2022,2022-07-20,DFO Gulf,46.51053,-67.1137,Not detected,green
r22:2369,2022,2022-07-20,DFO Gulf,46.49828,-67.0485,Not detected,green
r22:2370,2022,2022-07-20,DFO Gulf,46.49828,-67.0485,Not detected,green
r22:2364,2022,2022-07-20,DFO Gulf,46.51053,-67.1137,Not detected,green
r22:2386,2022,2022-07-20,DFO Gulf,46.49828,-67.0485,Not detected,green
r22:2362,2022,2022-07-20,DFO Gulf,46.5737,-66.81342,Inconclusive,grey
r22:2378,2022,2022-07-20,DFO Gulf,46.50753,-66.94977,Detected,red
r22:2355,2022,2022-07-20,DFO Gulf,46.58102,-66.75007,Suspected,orange
r22:2354,2022,2022-07-20,DFO Gulf,46.58102,-66.75007,Suspected,orange
r22:2400,2022,2022-07-20,DFO Gulf,46.50753,-66.94977,Suspected,orange
r20:2215,2020,,DFO Gulf,,,Not detected,green
r20:2536,2020,,DFO Gulf,,,Not detected,green
r20:2439,2020,,ARM,,,Not detected,green
