river_name__nom_de_la_rivière,site_code__numéro_du_site,latitude,longitude,date,site_type__type_de_site,water_cond__cond_eau,water_temp_c__temp_eau_c,seine_type__type_de_senne,electrofisher__électropêcheur,electrofisher_pulse_type__type_d'impulsion_du_électropêcheur,electrofisher_frequency__fréquence_du_électropêcheur,duty_cycle__facteur_d'utilisation,electrofisher_voltage__tension_du_électropêcheur,electrofisher_output_low__sortie_faible_du_électropêcheur,electrofisher_output_high__sortie_élevé_du_électropêcheur,bank_length_left__longueur_de_la_banque_à_gauche,bank_length_right__longueur_de_la_banque_à_droite,width_lower__largeur_inférieure,width_middle__largeur_moyenne,width_upper__largeur_supérieure,max_overhanging_veg_left__max_vég_en_surplomb_à_gauche,max_overhanging_veg_right__max_vég_en_surplomb_à_droite,overhanging_veg_left__vég_en_surplomb_à_gauche,overhanging_veg_right__vég_en_surplomb_à_droite,depth_1_lower__profondeur_1_inférieure,depth_2_lower__profondeur_2_inférieure,depth_3_lower__profondeur_3_inférieure,depth_1_middle__profondeur_1_moyenne,depth_2_middle__profondeur_2_moyenne,depth_3_middle__profondeur_3_moyenne,depth_1_upper__profondeur_1_supérieur,depth_2_upper__profondeur_2_supérieur,depth_3_upper__profondeur_3_supérieur,max_depth__profondeur_max,percent_fine__pourcentage_fin,percent_sand__pourcentage_sable,percent_gravel__pourcentage_gravier,percent_pebble__pourcentage_caillou,percent_cobble__pourcentage_pierre,percent_rocks__pourcentage_roches,percent_boulder__pourcentage_rocher,percent_bedrock__pourcentage_substratum,percent_riffle__pourcentage_radier,percent_run__pourcentage_courant,percent_flat__pourcentage_plat,percent_pool__pourcentage_bassin,age_thresh_0_1__seuil d'âge_0_1,age_thresh_1_2__seuil d'âge_1_2,age_thresh_2_3__seuil d'âge_2_3,sample_id__numéro_d_identification_de_l_échantillon
SW Margaree River,91,46.24202797,-61.1222778,2016-08-30,Open,167.7,18.1,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,350.0,,,15.0,15.0,10.0,10.0,10.0,2.0,3.0,50.0,25.0,45.0,38.0,15.0,47.0,34.0,24.0,48.0,42.0,26.0,48.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,10,90,0,0,,,,11794
Mount Pleasant Brook,95,46.23522736,-61.12401545,2016-08-30,Closed,81.5,13.6,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,600.0,0.17,0.2,15.0,14.5,10.0,8.2,7.7,0.5,0.0,10.0,0.0,23.0,33.0,33.0,24.0,46.0,38.0,26.0,40.0,58.0,67.0,0.0,0.0,20.0,20.0,50.0,10.0,0.0,0.0,0,100,0,0,,,,11795
Lake O'Law Brook,23,46.330854,-61.000774,2016-08-29,Open,304.0,14.5,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,150.0,,,13.9,13.5,8.3,8.2,6.8,4.0,2.0,100.0,10.0,31.5,34.0,36.5,20.0,25.0,21.0,27.0,27.0,29.5,39.0,0.0,0.0,10.0,50.0,30.0,10.0,0.0,0.0,90,10,0,0,,,,11792
Forest Glen Brook,43,46.48054,-60.92815,2015-09-09,Open,59.2,13.4,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,350.0,0.13,0.25,15.3,15.0,8.8,7.8,7.0,3.0,1.0,100.0,50.0,7.0,12.5,11.5,7.0,12.0,18.0,9.5,7.5,15.0,25.0,0.0,0.0,20.0,20.0,25.0,25.0,5.0,5.0,80,20,0,0,,,,11791
Gallant River,2,46.38379424,-61.03741477,2015-09-08,Open,86.2,15.5,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,350.0,0.17,0.2,9.6,8.2,13.8,12.6,12.1,4.0,2.0,100.0,90.0,8.0,10.0,14.0,7.0,10.0,14.0,9.0,14.0,18.0,19.0,0.0,0.0,15.0,20.0,40.0,15.0,10.0,0.0,50,50,0,0,,,,11789
SW Margaree River,91,46.24202797,-61.1222778,2015-09-08,Open,152.1,21.1,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,375.0,0.23,0.27,13.4,13.6,10.2,10.0,9.6,0.0,2.0,0.0,90.0,9.0,9.0,12.0,6.0,13.5,15.5,12.5,17.0,17.0,18.0,5.0,5.0,5.0,65.0,20.0,0.0,0.0,0.0,0,100,0,0,,,,11790
Trout Brook,98,46.09686303,-61.1341111,2015-09-04,Open,70.3,11.1,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,325.0,0.13,0.28,9.0,11.3,6.3,8.1,9.6,0.0,0.2,20.0,20.0,7.5,11.0,10.0,6.0,8.5,9.0,9.0,9.0,10.5,13.0,0.0,0.0,5.0,40.0,50.0,5.0,0.0,0.0,100,0,0,0,,,,11788
MacFarlanes Brook,87,46.203694,-61.144167,2015-09-03,Closed,61.2,13.5,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,350.0,0.12,0.25,12.3,10.7,10.0,8.7,9.3,0.5,1.0,30.0,5.0,16.0,10.0,17.0,17.0,12.0,8.0,13.0,24.0,7.0,22.0,0.0,0.0,10.0,30.0,50.0,10.0,0.0,0.0,100,0,0,0,,,,11786
Mount Pleasant Brook,95,46.23522736,-61.12401545,2015-09-03,Closed,75.3,15.2,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,350.0,0.18,0.24,8.1,8.0,6.9,7.8,7.2,2.0,0.0,60.0,0.0,16.0,28.0,31.0,22.0,23.0,16.0,18.0,27.0,12.0,34.0,0.0,5.0,10.0,20.0,55.0,10.0,0.0,0.0,0,100,0,0,,,,11787
Big Brook,15,46.29115,-61.03157,2015-09-02,Closed,97.6,13.1,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,275.0,0.1,0.17,11.1,9.4,8.5,7.6,8.8,0.0,0.0,0.0,10.0,7.0,12.0,12.0,6.5,10.75,10.0,4.0,8.5,9.5,16.0,0.0,0.0,5.0,10.0,60.0,20.0,5.0,0.0,100,0,0,0,,,,11784
Forest Glen Brook,45,46.46816504,-60.91912035,2015-09-02,Closed,55.6,13.6,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,375.0,0.08,0.14,12.5,9.4,6.5,7.7,7.7,2.0,1.0,40.0,5.0,8.5,15.0,12.0,8.5,8.0,7.0,11.5,14.0,7.0,16.5,0.0,5.0,15.0,15.0,40.0,20.0,5.0,0.0,40,60,0,0,,,,11785
Ingram Brook,34,46.38375922,-60.94775324,2015-09-01,Open,66.1,13.7,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,250.0,0.13,0.19,8.7,11.8,8.3,7.3,7.8,0.0,0.0,10.0,0.0,22.0,34.0,25.0,18.0,27.0,25.0,26.0,24.0,26.0,35.0,0.0,0.0,1.0,60.0,35.0,4.0,0.0,0.0,0,100,0,0,,,,11780
NE Margaree River,51,46.42260365,-60.94930256,2015-09-01,Open,52.3,14.2,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,425.0,0.14,0.19,12.7,12.7,8.8,8.8,8.8,0.0,0.0,5.0,0.0,18.0,38.0,31.0,32.5,37.0,39.0,24.0,35.0,35.0,48.0,0.0,0.0,5.0,14.0,40.0,40.0,1.0,0.0,0,100,0,0,,,,11781
NE Margaree River,56,46.40572586,-60.9639444,2015-09-01,Open,70.1,15.0,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,350.0,0.11,0.21,8.3,8.3,9.6,9.6,9.6,0.0,0.0,0.0,0.0,18.0,24.0,37.0,21.0,32.0,45.0,46.0,35.0,36.0,53.0,0.0,2.0,5.0,20.0,58.0,15.0,0.0,0.0,0,100,0,0,,,,11782
SW Margaree River,81,46.291972,-61.143028,2015-09-01,Open,212.6,19.4,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,250.0,0.11,0.28,8.1,8.1,10.4,,10.4,0.0,0.0,0.0,0.0,13.0,17.0,17.0,16.0,24.0,18.0,13.0,22.0,22.0,37.0,0.0,0.0,5.0,40.0,50.0,5.0,0.0,0.0,50,50,0,0,,,,11783
Lake O'Law Brook,23,46.330854,-61.000774,2015-08-31,Open,237.0,18.2,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,175.0,0.8,,14.3,14.3,5.6,5.6,4.7,5.0,5.0,20.0,10.0,12.0,12.0,5.5,11.5,13.0,7.0,8.5,16.8,10.5,19.5,0.0,0.0,5.0,43.0,40.0,10.0,2.0,0.0,80,20,0,0,,,,11779
Big Brook,15,46.29115,-61.03157,2014-09-11,Open,126.4,12.6,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,500.0,0.15,0.35,7.4,7.5,9.8,8.0,7.5,0.0,0.0,0.0,0.0,14.0,18.0,22.0,10.0,19.0,16.0,16.0,24.0,14.0,30.0,0.0,0.0,5.0,15.0,40.0,35.0,5.0,0.0,80,20,0,0,,,,11771
Gallant River,2,46.38379424,-61.03741477,2014-09-11,Open,95.5,11.8,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,550.0,0.33,0.55,5.6,5.6,13.5,15.0,14.4,14.0,2.0,100.0,90.0,15.0,22.0,4.0,15.0,23.0,18.0,8.0,36.0,14.0,41.0,0.0,0.0,5.0,5.0,30.0,50.0,10.0,0.0,65,25,10,0,,,,11772
MacFarlanes Brook,87,46.203694,-61.144167,2014-09-11,Open,69.6,13.7,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,500.0,0.18,0.35,7.3,7.6,7.1,7.7,7.6,0.5,3.0,60.0,50.0,12.0,8.0,19.0,19.0,10.0,18.0,10.0,16.0,6.0,36.0,0.0,0.0,5.0,20.0,40.0,35.0,0.0,0.0,70,30,0,0,,,,11773
Mount Pleasant Brook,95,46.23522736,-61.12401545,2014-09-11,Open,100.1,13.5,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,450.0,0.18,0.35,12.3,12.1,6.5,6.5,6.4,2.0,0.0,50.0,0.0,10.0,11.0,21.0,23.0,19.0,20.0,16.0,21.0,9.0,27.0,0.0,0.0,5.0,10.0,55.0,30.0,0.0,0.0,65,35,0,0,,,,11774
Trout Brook,98,46.097163,-61.132715,2014-09-11,Open,74.5,14.2,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,500.0,,,11.0,11.3,4.9,6.4,8.6,6.0,7.0,100.0,30.0,23.0,22.0,23.0,25.0,21.0,18.0,27.0,16.0,14.0,28.0,0.0,0.0,5.0,20.0,70.0,5.0,0.0,0.0,80,20,0,0,,,,11775
Ingram Brook,34,46.384313,-60.946893,2014-09-10,Open,102.9,12.5,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,400.0,0.18,0.35,9.3,9.7,8.0,9.4,8.9,3.0,0.5,100.0,60.0,21.0,15.0,20.0,15.0,23.0,21.0,20.0,8.0,18.0,32.0,0.0,0.0,5.0,20.0,60.0,15.0,0.0,0.0,70,30,0,0,,,,11766
Forest Glen Brook,43,46.48054,-60.92815,2014-09-10,Open,60.3,9.1,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,500.0,0.18,0.28,19.0,19.0,7.8,8.4,6.8,2.0,2.0,100.0,100.0,24.0,26.0,18.0,25.0,29.0,18.0,34.0,27.0,24.0,45.0,0.0,5.0,10.0,10.0,55.0,10.0,5.0,5.0,80,15,5,0,,,,11767
Forest Glen Brook,45,46.46816504,-60.91912035,2014-09-10,Open,70.3,10.1,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,,,,11.4,11.3,5.9,5.8,6.3,0.5,1.0,25.0,20.0,27.0,24.0,12.0,21.0,19.0,9.0,12.0,26.0,11.0,43.0,0.0,0.0,15.0,30.0,30.0,20.0,5.0,0.0,100,0,0,0,,,,11768
NE Margaree River,51,46.42260365,-60.94930256,2014-09-10,Open,73.1,12.7,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,500.0,0.26,0.34,6.1,8.4,18.4,18.2,19.0,0.2,0.0,80.0,0.0,21.0,27.0,21.0,25.0,23.0,24.0,12.0,34.0,18.0,38.0,0.0,0.0,15.0,20.0,35.0,30.0,0.0,0.0,90,5,5,0,,,,11769
NE Margaree River,56,46.40572586,-60.9639444,2014-09-10,Open,82.5,15.8,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,450.0,0.26,0.4,8.0,9.0,10.8,10.8,11.0,0.0,0.0,0.0,0.0,8.0,20.0,19.0,15.0,21.0,34.0,8.0,17.0,25.0,37.0,0.0,0.0,0.0,25.0,40.0,30.0,5.0,0.0,100,0,0,0,,,,11770
SW Margaree River,81,46.29196,-61.142371,2014-09-09,Open,221.9,19.5,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,150.0,0.32,0.48,16.1,16.1,6.6,6.6,6.6,1.0,0.0,60.0,0.0,30.0,29.0,30.0,17.0,30.0,27.0,21.0,28.0,31.0,35.0,5.0,0.0,15.0,25.0,40.0,10.0,0.0,5.0,30,70,0,0,,,,11777
SW Margaree River,91,46.24239453,-61.12225487,2014-09-09,Open,166.3,19.8,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,200.0,0.3,0.45,12.5,12.5,16.1,16.1,16.1,3.0,0.2,100.0,80.0,29.0,43.0,35.0,43.0,49.0,30.0,39.0,34.0,24.0,50.0,0.0,0.0,17.5,32.5,37.5,12.5,0.0,0.0,30,70,0,0,,,,11778
Lake O'Law Brook,23,46.330854,-61.000774,2014-09-08,Open,321.7,15.8,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,150.0,0.25,0.38,14.3,14.3,7.1,7.2,6.8,1.5,,60.0,20.0,22.0,28.0,31.0,12.0,22.0,19.0,13.0,23.0,25.0,35.0,0.0,0.0,5.0,15.0,70.0,10.0,0.0,0.0,80,20,0,0,,,,11776
Forest Glen Brook,40,46.46963625,-60.92015835,2013-09-25,Open,51.0,10.2,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,475.0,0.15,0.25,9.7,9.7,7.5,,10.1,0.0,0.0,0.0,0.0,22.0,18.0,28.0,20.0,30.0,36.0,16.0,33.0,35.0,36.0,0.0,5.0,5.0,5.0,15.0,50.0,20.0,0.0,90,0,10,0,,,,11762
Forest Glen Brook,45,46.46816504,-60.91912035,2013-09-25,Open,,,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,375.0,0.15,0.25,12.3,12.0,5.3,7.6,8.5,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,11763
NE Margaree River,51,46.42260365,-60.94930256,2013-09-25,Open,60.5,11.4,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,375.0,0.13,0.23,13.0,13.0,9.2,,10.5,0.3,0.0,75.0,0.0,38.0,36.0,41.0,21.0,16.0,50.0,18.0,39.0,38.0,,0.0,5.0,5.0,10.0,15.0,50.0,15.0,0.0,80,10,10,0,,,,11764
SW Margaree River,81,46.29196,-61.142371,2013-09-25,Open,192.0,15.4,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,150.0,0.22,0.27,18.5,18.5,7.0,,7.4,2.0,0.0,50.0,0.0,41.0,44.0,49.0,38.0,40.0,33.0,40.0,35.0,34.0,49.0,0.0,5.0,10.0,10.0,25.0,50.0,0.0,0.0,30,70,0,0,,,,11765
Mount Pleasant Brook,95,46.23522736,-61.12401545,2013-09-24,Open,74.5,12.3,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,275.0,0.18,0.28,13.5,15.2,7.0,,7.1,2.0,0.0,40.0,0.0,14.0,28.0,34.0,21.0,27.0,15.0,26.0,39.0,23.0,45.0,0.0,0.0,12.0,17.0,27.0,37.0,7.0,0.0,70,30,0,0,,,,11761
MacFarlanes Brook,87,46.203694,-61.144167,2013-09-20,Open,64.5,9.7,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,350.0,0.16,0.24,10.4,10.8,8.1,,7.2,0.0,2.5,0.0,80.0,18.0,15.0,11.0,23.0,23.0,9.0,10.0,30.0,11.0,35.0,0.0,0.0,10.0,10.0,60.0,15.0,5.0,0.0,60,30,10,0,,,,11759
Trout Brook,98,46.097163,-61.132715,2013-09-20,Open,68.3,9.7,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,350.0,0.15,0.26,13.5,12.1,5.5,,6.1,2.0,4.0,20.0,20.0,11.0,31.0,20.0,17.0,24.0,20.0,18.0,14.0,16.0,35.0,0.0,0.0,5.0,60.0,30.0,5.0,0.0,0.0,100,0,0,0,,,,11760
Big Brook,15,46.29115,-61.03157,2013-09-19,Open,107.4,13.1,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,250.0,0.19,0.26,11.0,14.0,6.6,,8.0,0.0,0.0,0.0,0.0,14.0,10.0,18.0,23.0,8.0,19.0,23.0,28.0,13.0,30.0,0.0,0.0,5.0,5.0,35.0,45.0,10.0,0.0,90,0,10,0,,,,11757
Ingram Brook,34,46.384313,-60.946893,2013-09-19,Open,87.9,8.9,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,250.0,0.13,0.24,12.8,13.8,9.0,,9.6,2.0,1.0,100.0,20.0,15.0,17.0,22.0,39.0,18.0,24.0,17.0,25.0,24.0,39.0,0.0,0.0,5.0,20.0,50.0,25.0,0.0,0.0,100,0,0,0,,,,11758
Lake O'Law Brook,23,46.330854,-61.000774,2013-09-18,Open,207.2,13.7,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,175.0,0.24,0.5,15.8,18.0,9.7,,7.8,2.0,1.0,100.0,20.0,30.0,37.0,9.0,32.0,22.0,20.0,33.0,29.0,16.0,37.0,0.0,5.0,25.0,25.0,40.0,5.0,0.0,0.0,50,50,0,0,,,,11756
NE Margaree River,56,46.40572586,-60.9639444,2013-09-17,Open,79.0,13.4,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,300.0,0.14,0.54,18.1,18.1,7.5,,7.7,0.0,0.0,0.0,0.0,22.0,16.0,25.0,20.0,25.0,29.0,23.0,30.0,44.0,44.0,0.0,5.0,5.0,15.0,40.0,25.0,10.0,0.0,90,0,10,0,,,,11755
Gallant River,2,46.38364802,-61.03758617,2012-08-30,Open,106.5,17.1,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,200.0,0.13,0.26,17.1,20.2,7.0,9.7,5.3,0.0,0.2,0.0,50.0,16.0,22.0,40.0,18.0,40.0,30.0,14.0,20.0,11.0,50.0,0.0,0.0,0.0,5.0,5.0,20.0,20.0,50.0,60,40,0,0,,,,11750
MacFarlanes Brook,87,46.20364794,-61.14406595,2012-08-30,Open,67.3,16.8,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,300.0,0.12,0.22,19.5,19.2,3.6,3.4,3.6,0.2,0.0,20.0,0.0,8.0,9.0,10.0,15.0,31.0,23.0,14.0,5.0,5.0,35.0,0.0,0.0,5.0,10.0,30.0,35.0,20.0,0.0,70,30,0,0,,,,11751
SW Margaree River,91,46.24239453,-61.12225487,2012-08-30,Open,178.1,16.6,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,175.0,0.2,0.31,12.5,12.5,8.1,7.7,,,0.0,,0.0,20.0,25.0,9.0,19.0,31.0,24.0,20.0,33.0,27.0,35.0,0.0,0.0,5.0,30.0,60.0,5.0,0.0,0.0,80,20,0,0,,,,11752
Mount Pleasant Brook,95,46.23522736,-61.12401545,2012-08-30,Open,92.7,14.7,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,250.0,,,21.3,22.2,5.3,4.4,,0.0,0.2,0.0,30.0,9.0,9.0,4.0,17.0,8.0,19.0,8.0,16.0,17.0,25.0,0.0,0.0,5.0,5.0,30.0,45.0,15.0,0.0,100,0,0,0,,,,11753
Trout Brook,98,46.097163,-61.132715,2012-08-30,Open,77.5,17.0,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,250.0,0.12,0.25,17.6,20.4,7.5,5.6,3.6,0.0,0.2,0.0,50.0,6.0,11.0,9.0,9.0,13.0,15.0,11.0,19.0,9.0,20.0,0.0,5.0,10.0,60.0,20.0,5.0,0.0,0.0,80,20,0,0,,,,11754
Big Brook,15,46.29115,-61.03157,2012-08-29,Open,100.2,16.1,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,250.0,0.16,0.23,13.2,13.1,10.2,9.8,,0.2,0.0,0.0,0.0,35.0,19.0,12.0,33.0,23.0,15.0,20.0,22.0,23.0,40.0,0.0,0.0,5.0,5.0,20.0,50.0,20.0,0.0,80,20,0,0,,,,11746
Lake O'Law Brook,23,46.330854,-61.000774,2012-08-29,Open,232.7,16.6,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,150.0,0.23,0.31,12.2,11.9,5.9,5.4,,4.0,0.2,100.0,0.0,36.0,24.0,20.0,24.0,29.0,24.0,19.0,33.0,23.0,36.0,5.0,5.0,10.0,25.0,40.0,15.0,0.0,0.0,100,0,0,0,,,,11747
Ingram Brook,34,46.384313,-60.946893,2012-08-29,Open,103.9,15.0,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,200.0,0.14,0.24,11.1,13.9,9.7,8.8,,3.0,1.0,100.0,30.0,17.0,18.0,16.0,19.0,11.0,10.0,20.0,9.0,12.0,25.0,0.0,0.0,5.0,30.0,35.0,25.0,5.0,0.0,100,0,0,0,,,,11748
NE Margaree River,56,46.40572586,-60.9639444,2012-08-29,Open,107.3,16.9,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,275.0,0.16,0.24,15.0,16.2,8.6,6.8,,0.0,0.0,0.0,0.0,20.0,30.0,18.0,9.0,18.0,15.0,24.0,16.0,21.0,35.0,0.0,0.0,5.0,25.0,40.0,20.0,10.0,0.0,100,0,0,0,,,,11749
Forest Glen Brook,43,46.48054,-60.92815,2012-08-28,Open,89.9,15.4,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,300.0,0.1,0.2,21.9,20.1,5.6,3.9,2.9,0.5,0.0,10.0,0.0,8.0,8.0,11.0,3.0,6.0,13.0,11.0,11.0,13.0,25.0,0.0,0.0,5.0,10.0,10.0,55.0,20.0,0.0,90,10,0,0,,,,11744
NE Margaree River,51,46.42260365,-60.94930256,2012-08-28,Open,98.1,17.3,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,300.0,0.12,0.18,10.4,9.7,9.3,8.4,,0.0,0.5,0.0,100.0,14.0,14.0,25.0,14.0,30.0,30.0,20.0,15.0,27.0,30.0,0.0,5.0,10.0,30.0,40.0,5.0,10.0,0.0,100,0,0,0,,,,11745
MacFarlanes Brook,87,46.20364794,-61.14406595,2012-08-27,Open,71.9,18.2,,LR24 [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,60.0,,325.0,0.13,0.15,22.8,22.6,3.9,5.4,7.4,0.5,0.0,50.0,0.0,13.0,15.0,11.0,10.0,10.0,7.0,12.0,18.0,14.0,20.0,0.0,0.0,5.0,30.0,45.0,15.0,5.0,0.0,100,0,0,0,,,,11743
Gallant River,2,46.38364802,-61.03758617,2011-09-15,Open,105.5,17.5,,Unknown [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,,,325.0,0.1,0.27,15.9,17.6,6.1,7.6,8.5,0.0,0.0,0.0,0.0,28.0,32.0,22.0,14.0,25.0,20.0,54.0,29.0,26.0,70.0,0.0,0.0,5.0,20.0,40.0,20.0,10.0,5.0,70,30,0,0,,,,11739
NE Margaree River,56,46.40572586,-60.9639444,2011-09-15,Open,109.5,19.7,,Unknown [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,,,250.0,0.26,0.33,15.8,14.9,6.6,5.9,5.6,0.0,0.0,0.0,0.0,21.0,28.0,39.0,19.0,26.0,28.0,14.0,39.0,28.0,45.0,0.0,1.0,5.0,10.0,44.0,30.0,5.0,5.0,0,100,0,0,,,,11740
SW Margaree River,91,46.24239453,-61.12225487,2011-09-15,Open,178.7,20.2,,Unknown [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,,,175.0,0.2,0.24,17.1,16.7,6.0,6.0,6.2,0.0,0.0,0.0,0.0,11.0,28.0,33.0,11.0,29.0,33.0,12.0,36.0,45.0,40.0,0.0,0.0,5.0,30.0,60.0,5.0,0.0,0.0,80,20,0,0,,,,11741
Trout Brook,98,46.097163,-61.132715,2011-09-15,Open,81.3,13.7,,Unknown [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,,,325.0,,,7.3,9.2,8.5,9.0,10.8,0.2,0.2,0.0,10.0,22.0,7.0,13.0,14.0,16.0,23.0,9.0,14.0,27.0,30.0,0.0,10.0,5.0,50.0,30.0,5.0,0.0,0.0,70,30,0,0,,,,11742
Big Brook,15,46.29115,-61.03157,2011-09-14,Open,133.1,16.1,,Unknown [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,,,250.0,,,11.5,11.0,6.0,5.8,5.2,0.0,0.0,0.0,0.0,19.0,21.0,9.0,17.0,21.0,13.0,21.0,17.0,19.0,28.0,0.0,5.0,5.0,40.0,25.0,20.0,5.0,0.0,75,25,0,0,,,,11734
Lake O'Law Brook,23,46.330854,-61.000774,2011-09-14,Open,272.0,16.7,,Unknown [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,,,200.0,,,19.4,21.8,3.5,4.7,5.0,0.2,0.2,100.0,100.0,20.0,25.0,29.0,20.0,27.0,27.0,12.0,37.0,37.0,50.0,0.0,5.0,35.0,50.0,10.0,0.0,0.0,0.0,100,0,0,0,,,,11735
Ingram Brook,34,46.384313,-60.946893,2011-09-14,Open,108.7,15.6,,Unknown [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,,,250.0,0.11,0.23,10.8,11.4,7.7,7.8,7.8,0.5,1.0,30.0,30.0,23.0,23.0,11.0,18.0,9.0,14.0,22.0,15.0,13.0,25.0,0.0,5.0,10.0,60.0,20.0,5.0,0.0,0.0,90,10,0,0,,,,11736
Forest Glen Brook,45,46.46816504,-60.91912035,2011-09-14,Open,58.7,13.3,,Unknown [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,,,325.0,,,17.3,17.7,4.5,5.5,5.9,0.0,0.5,0.0,20.0,11.0,8.0,13.0,6.0,15.0,35.0,12.0,16.0,17.0,35.0,0.0,0.0,10.0,10.0,35.0,35.0,10.0,0.0,90,0,10,0,,,,11737
NE Margaree River,51,46.42260365,-60.94930256,2011-09-14,Open,78.8,15.1,,Unknown [s/n: ---] (Created during import of historical SFA-18 / Margaree dataset),,,,275.0,,,9.4,9.9,9.6,9.6,9.7,,0.2,,50.0,23.0,28.0,29.0,22.0,34.0,30.0,15.0,30.0,36.0,40.0,0.0,0.0,15.0,35.0,35.0,15.0,0.0,0.0,90,0,10,0,,,,11738
