Year,Site name,Province,Latitude,Longitude,River name,Fishing area,CGNDB,Avg. water temperature at shore,English common name,French common name,Scientific name,ITIS TSN,Specimens measured,Avg. length (mm),Length type
2023,EFER4,Nova Scotia,45.425330,-62.673470,East River Pictou,SFA18,,10.400,Brown trout,truite brune,Salmo trutta,161997,7,53.857,fork
2023,EFER4,Nova Scotia,45.425330,-62.673470,East River Pictou,SFA18,,10.400,Suckers (non specific),catostomes (non spécifique),,163892,1,43.000,fork
2023,EFER5,Nova Scotia,45.417480,-62.575320,East River Pictou,SFA18,,11.800,Atlantic salmon,saumon atlantique,Salmo salar,161996,41,55.829,fork
2023,EFER5,Nova Scotia,45.417480,-62.575320,East River Pictou,SFA18,,11.800,Brown trout,truite brune,Salmo trutta,161997,1,57.000,fork
2023,EFER5,Nova Scotia,45.417480,-62.575320,East River Pictou,SFA18,,11.800,Dace (non-specific),,,0,1,25.000,fork
2023,EFER5,Nova Scotia,45.417480,-62.575320,East River Pictou,SFA18,,11.800,Shiner (non-specific),,,2,1,35.000,fork
2023,EFER7,Nova Scotia,45.459880,-62.689690,East River Pictou,SFA18,,13.000,Atlantic salmon,saumon atlantique,Salmo salar,161996,52,64.462,fork
2023,EFER8B,Nova Scotia,45.415270,-62.551950,East River Pictou,SFA18,,12.000,Atlantic salmon,saumon atlantique,Salmo salar,161996,21,64.190,fork
2023,EFER8B,Nova Scotia,45.415270,-62.551950,East River Pictou,SFA18,,12.000,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,4,61.250,fork
2023,EFER8B,Nova Scotia,45.415270,-62.551950,East River Pictou,SFA18,,12.000,Brown trout,truite brune,Salmo trutta,161997,7,56.857,fork
2023,EFER8B,Nova Scotia,45.415270,-62.551950,East River Pictou,SFA18,,12.000,Chub (non-specific),,,1,1,81.000,fork
2023,EFER9A,Nova Scotia,45.404190,-62.542030,East River Pictou,SFA18,,10.000,Atlantic salmon,saumon atlantique,Salmo salar,161996,43,65.674,fork
2023,EFER9A,Nova Scotia,45.404190,-62.542030,East River Pictou,SFA18,,10.000,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,3,101.667,fork
2023,EFRP1,Nova Scotia,45.596860,-63.817680,River Philip,SFA18,,12.700,Atlantic salmon,saumon atlantique,Salmo salar,161996,52,58.846,fork
2023,EFRP1,Nova Scotia,45.596860,-63.817680,River Philip,SFA18,,12.700,Brown trout,truite brune,Salmo trutta,161997,3,87.000,fork
2023,EFRP10,Nova Scotia,45.590750,-63.834090,River Philip,SFA18,,11.000,Atlantic salmon,saumon atlantique,Salmo salar,161996,67,66.791,fork
2023,EFRP10,Nova Scotia,45.590750,-63.834090,River Philip,SFA18,,11.000,Brown trout,truite brune,Salmo trutta,161997,8,73.125,fork
2023,EFRP3,Nova Scotia,45.627810,-63.927570,River Philip,SFA18,,10.800,Atlantic salmon,saumon atlantique,Salmo salar,161996,169,76.309,fork
2023,EFRP3,Nova Scotia,45.627810,-63.927570,River Philip,SFA18,,10.800,Brown trout,truite brune,Salmo trutta,161997,8,105.750,fork
2023,EFRP4,Nova Scotia,45.657610,-63.909820,River Philip,SFA18,,11.100,Atlantic salmon,saumon atlantique,Salmo salar,161996,27,70.444,fork
2023,EFRP4,Nova Scotia,45.657610,-63.909820,River Philip,SFA18,,11.100,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,1,67.000,fork
2023,EFRP4,Nova Scotia,45.657610,-63.909820,River Philip,SFA18,,11.100,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,4,77.500,fork
2023,EFRP4,Nova Scotia,45.657610,-63.909820,River Philip,SFA18,,11.100,Brown trout,truite brune,Salmo trutta,161997,2,93.000,fork
2023,EFRP5,Nova Scotia,45.594750,-63.939590,River Philip,SFA18,,11.200,Atlantic salmon,saumon atlantique,Salmo salar,161996,66,56.056,fork
2023,EFRP5,Nova Scotia,45.594750,-63.939590,River Philip,SFA18,,11.200,Brown trout,truite brune,Salmo trutta,161997,14,72.857,fork
2023,EFRP6,Nova Scotia,45.571410,-63.946430,River Philip,SFA18,,10.200,Atlantic salmon,saumon atlantique,Salmo salar,161996,8,62.625,fork
2023,EFRP6,Nova Scotia,45.571410,-63.946430,River Philip,SFA18,,10.200,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,1,60.000,fork
2023,EFRP6,Nova Scotia,45.571410,-63.946430,River Philip,SFA18,,10.200,Brown trout,truite brune,Salmo trutta,161997,37,73.135,fork
2023,EFWR1,Nova Scotia,45.572570,-62.046350,West River Antigonish,SFA18,,12.000,Atlantic salmon,saumon atlantique,Salmo salar,161996,53,65.300,fork
2023,EFWR1,Nova Scotia,45.572570,-62.046350,West River Antigonish,SFA18,,12.000,Blacknose dace,naseux noir,Rhinichthys atratulus,163382,1,34.000,fork
2023,EFWR1,Nova Scotia,45.572570,-62.046350,West River Antigonish,SFA18,,12.000,Suckers (non specific),catostomes (non spécifique),,163892,7,49.286,fork
2023,EFWR1,Nova Scotia,45.572570,-62.046350,West River Antigonish,SFA18,,12.000,three-spined stickleback,épinoche à trois épines,Gasterosteus aculeatus,166365,5,,fork
2023,EFWR2,Nova Scotia,45.581370,-62.105220,West River Antigonish,SFA18,,13.700,Atlantic salmon,saumon atlantique,Salmo salar,161996,116,69.519,fork
2023,EFWR2,Nova Scotia,45.581370,-62.105220,West River Antigonish,SFA18,,13.700,Brown trout,truite brune,Salmo trutta,161997,5,67.800,fork
2023,EFWR4,Nova Scotia,45.541400,-62.133050,West River Antigonish,SFA18,,13.100,Atlantic salmon,saumon atlantique,Salmo salar,161996,62,63.321,fork
2023,EFWR4,Nova Scotia,45.541400,-62.133050,West River Antigonish,SFA18,,13.100,Brown trout,truite brune,Salmo trutta,161997,15,63.600,fork
2023,EFWR6B,Nova Scotia,45.560010,-62.076640,West River Antigonish,SFA18,,12.600,Atlantic salmon,saumon atlantique,Salmo salar,161996,42,59.095,fork
2023,EFWR7,Nova Scotia,45.599190,-62.083860,West River Antigonish,SFA18,,11.600,Atlantic salmon,saumon atlantique,Salmo salar,161996,5,114.200,fork
2023,EFWR7,Nova Scotia,45.599190,-62.083860,West River Antigonish,SFA18,,11.600,Brook trout,omble de fontaine,Salvelinus fontinalis,162003,10,68.400,fork
2023,EFWRP,Nova Scotia,45.543250,-62.876480,West River Pictou,SFA18,,11.400,Atlantic salmon,saumon atlantique,Salmo salar,161996,57,88.614,fork
2023,EFWRP,Nova Scotia,45.543250,-62.876480,West River Pictou,SFA18,,11.400,Brown trout,truite brune,Salmo trutta,161997,1,72.000,fork
