Sample_ID__Numéro_échantillon,Year__Année,Month__Mois,Day__Jour,Port_landed__Port_de_débarquement,Port_code,Port_latitude,Port_longitude,Fishing_area__Zone_de_pêche,Mesh_size_mm__Maillage_mm,21.0 cm ,21.5 cm ,22.0 cm ,22.5 cm ,23.0 cm ,23.5 cm ,24.0 cm ,24.5 cm ,25.0 cm ,25.5 cm ,26.0 cm ,26.5 cm ,27.0 cm ,27.5 cm ,28.0 cm ,28.5 cm ,29.0 cm ,29.5 cm ,30.0 cm ,30.5 cm ,31.0 cm ,31.5 cm ,32.0 cm ,32.5 cm ,33.0 cm ,33.5 cm ,34.0 cm ,34.5 cm ,35.0 cm ,35.5 cm ,36.0 cm ,36.5 cm ,37.0 cm ,37.5 cm ,38.0 cm ,38.5 cm ,39.0 cm ,39.5 cm ,40.0 cm ,40.5 cm ,41.0 cm ,41.5 cm ,42.0 cm ,42.5 cm ,43.0 cm ,43.5 cm ,44.0 cm ,44.5 cm ,45.0 cm ,45.5 cm ,46.0 cm ,46.5 cm ,47.0 cm ,47.5 cm ,48.0 cm 
46589,2011,8,31,PETIT SHIPPEGAN*,26608,47.8826,-64.5756,4TN,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,3,4,1,2,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46592,2011,9,8,PETIT SHIPPEGAN*,26608,47.8826,-64.5756,4TN,51,0,0,0,0,0,0,0,1,2,6,15,22,30,39,47,27,26,15,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46593,2011,9,8,PETIT SHIPPEGAN*,26608,47.8826,-64.5756,4TN,57,0,0,0,0,0,0,0,0,0,4,7,18,22,38,31,38,36,19,14,6,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46594,2011,9,8,PETIT SHIPPEGAN*,26608,47.8826,-64.5756,4TN,64,0,0,0,0,0,0,0,0,0,0,0,1,0,2,11,11,31,31,28,20,12,8,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46595,2011,9,8,PETIT SHIPPEGAN*,26608,47.8826,-64.5756,4TN,66,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,7,12,17,19,10,13,3,4,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46596,2011,9,8,PETIT SHIPPEGAN*,26608,47.8826,-64.5756,4TN,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,5,2,2,2,4,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46597,2011,9,15,PETIT SHIPPEGAN*,26608,47.8826,-64.5756,4TN,51,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46611,2011,8,24,PETIT SHIPPEGAN*,26608,47.8826,-64.5756,4TN,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46612,2011,8,24,PETIT SHIPPEGAN*,26608,47.8826,-64.5756,4TN,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46613,2011,8,24,PETIT SHIPPEGAN*,26608,47.8826,-64.5756,4TN,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46365,2012,9,14,CARIBOU,11102,45.73900066,-62.68750048,4TH,70,0,0,0,0,0,0,0,0,0,0,0,1,2,1,8,11,4,8,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46366,2012,9,14,CARIBOU,11102,45.73900066,-62.68750048,4TH,57,0,0,0,0,0,0,1,0,3,0,4,4,5,8,6,3,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46367,2012,9,14,CARIBOU,11102,45.73900066,-62.68750048,4TH,60,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,3,6,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46369,2012,9,14,CARIBOU,11102,45.73900066,-62.68750048,4TH,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,6,7,10,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46370,2012,9,14,CARIBOU,11102,45.73900066,-62.68750048,4TH,66,0,0,0,0,0,0,0,0,0,1,0,1,0,2,6,3,6,7,8,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46784,2012,9,3,ESCUMINAC,27305,47.0814,-64.8866,4TL,70,0,0,0,0,0,0,0,0,0,0,0,1,1,2,14,19,20,17,18,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46796,2012,9,4,CARIBOU,11102,45.73900066,-62.68750048,4TH,57,1,1,4,7,6,1,1,1,1,6,4,6,10,6,9,4,5,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46797,2012,9,4,CARIBOU,11102,45.73900066,-62.68750048,4TH,60,0,0,0,0,0,0,0,1,0,1,3,3,5,11,12,6,6,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46798,2012,9,4,CARIBOU,11102,45.73900066,-62.68750048,4TH,66,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,8,4,7,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46799,2012,9,4,CARIBOU,11102,45.73900066,-62.68750048,4TH,70,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,7,9,4,4,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46800,2012,9,4,CARIBOU,11102,45.73900066,-62.68750048,4TH,64,0,0,0,0,0,0,0,0,0,0,1,1,1,5,8,7,13,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46802,2012,9,20,CARIBOU,11102,45.73900066,-62.68750048,4TH,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46803,2012,9,20,CARIBOU,11102,45.73900066,-62.68750048,4TH,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,2,6,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46804,2012,9,20,CARIBOU,11102,45.73900066,-62.68750048,4TH,60,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46805,2012,9,20,CARIBOU,11102,45.73900066,-62.68750048,4TH,57,0,0,0,0,0,0,1,0,1,7,7,6,4,15,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46806,2012,9,20,CARIBOU,11102,45.73900066,-62.68750048,4TH,64,0,0,0,0,0,0,0,0,1,0,0,1,2,1,5,5,5,12,9,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46808,2012,9,25,CARIBOU,11102,45.73900066,-62.68750048,4TH,57,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,5,7,6,8,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46809,2012,9,25,CARIBOU,11102,45.73900066,-62.68750048,4TH,66,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,5,4,4,7,5,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46810,2012,9,25,CARIBOU,11102,45.73900066,-62.68750048,4TH,70,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,4,3,4,6,3,4,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46811,2012,9,25,CARIBOU,11102,45.73900066,-62.68750048,4TH,64,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,11,13,7,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46812,2012,9,25,CARIBOU,11102,45.73900066,-62.68750048,4TH,60,0,0,0,0,0,0,0,0,3,8,8,6,11,8,6,7,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47040,2012,9,14,PIGEON HILL*,26616,47.8782,-64.506,4TN,51,0,0,0,0,0,1,1,0,4,2,7,6,8,9,10,7,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47041,2012,9,14,PIGEON HILL*,26616,47.8782,-64.506,4TN,57,0,0,0,0,0,0,0,0,0,0,1,4,9,9,13,6,12,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47042,2012,9,14,PIGEON HILL*,26616,47.8782,-64.506,4TN,64,0,0,0,0,0,0,0,0,0,0,2,0,1,1,7,4,6,10,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47043,2012,9,14,PIGEON HILL*,26616,47.8782,-64.506,4TN,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,6,6,5,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47044,2012,9,14,PIGEON HILL*,26616,47.8782,-64.506,4TN,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,1,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47050,2012,8,20,TIGNISH RUN*,39214,46.95140292,-63.99569757,4TL,51,0,0,0,0,0,1,0,1,2,0,4,4,6,17,12,13,7,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47051,2012,8,20,TIGNISH RUN*,39214,46.95140292,-63.99569757,4TL,64,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,11,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47052,2012,8,20,TIGNISH RUN*,39214,46.95140292,-63.99569757,4TL,70,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1,13,1,15,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47053,2012,8,20,TIGNISH RUN*,39214,46.95140292,-63.99569757,4TL,57,0,0,0,0,0,0,0,0,0,0,0,6,9,0,4,12,8,5,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47054,2012,8,20,TIGNISH RUN*,39214,46.95140292,-63.99569757,4TL,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,18,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47056,2012,8,30,TIGNISH RUN*,39214,46.95140292,-63.99569757,4TL,70,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,5,4,5,10,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47058,2012,8,30,TIGNISH RUN*,39214,46.95140292,-63.99569757,4TL,51,0,0,0,0,0,0,0,0,0,0,1,5,2,8,11,12,16,11,12,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47059,2012,8,30,TIGNISH RUN*,39214,46.95140292,-63.99569757,4TL,66,0,0,0,0,0,0,0,0,0,0,1,0,3,4,2,3,18,15,38,10,10,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47060,2012,8,30,TIGNISH RUN*,39214,46.95140292,-63.99569757,4TL,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,19,17,15,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47061,2012,8,30,TIGNISH RUN*,39214,46.95140292,-63.99569757,4TL,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,13,2,2,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47064,2012,9,3,TIGNISH RUN*,39214,46.95140292,-63.99569757,4TL,51,0,0,0,0,0,0,0,4,2,7,13,12,13,3,13,1,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47065,2012,9,3,TIGNISH RUN*,39214,46.95140292,-63.99569757,4TL,70,0,0,0,0,0,0,0,0,0,3,0,0,6,0,10,14,12,23,7,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47066,2012,9,3,TIGNISH RUN*,39214,46.95140292,-63.99569757,4TL,66,0,1,0,0,0,0,0,0,0,0,0,2,1,2,4,3,10,14,9,11,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47067,2012,9,3,TIGNISH RUN*,39214,46.95140292,-63.99569757,4TL,64,0,0,0,0,0,0,0,0,0,0,1,3,5,4,12,5,12,13,9,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47068,2012,9,3,TIGNISH RUN*,39214,46.95140292,-63.99569757,4TL,57,0,0,0,0,0,1,0,0,1,0,3,3,10,9,15,13,11,12,4,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47071,2012,9,7,TIGNISH RUN*,39214,46.95140292,-63.99569757,4TL,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,4,4,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47133,2012,9,7,TIGNISH RUN*,39214,46.95140292,-63.99569757,4TL,57,0,0,0,0,0,0,0,0,0,0,2,4,5,5,13,9,13,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47134,2012,9,7,TIGNISH RUN*,39214,46.95140292,-63.99569757,4TL,51,0,0,0,0,0,0,0,0,1,1,2,4,6,13,8,8,12,4,5,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47135,2012,9,7,TIGNISH RUN*,39214,46.95140292,-63.99569757,4TL,64,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,7,10,13,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47136,2012,9,7,TIGNISH RUN*,39214,46.95140292,-63.99569757,4TL,66,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2,12,11,9,7,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47139,2012,9,10,TIGNISH RUN*,39214,46.95140292,-63.99569757,4TL,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,8,9,4,2,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47140,2012,9,10,TIGNISH RUN*,39214,46.95140292,-63.99569757,4TL,51,0,0,0,0,0,0,0,0,1,0,2,2,5,5,5,5,7,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47141,2012,9,10,TIGNISH RUN*,39214,46.95140292,-63.99569757,4TL,57,0,0,0,0,0,1,0,0,0,0,0,1,4,8,8,20,10,7,11,6,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47142,2012,9,10,TIGNISH RUN*,39214,46.95140292,-63.99569757,4TL,64,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,7,12,12,20,12,11,7,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47143,2012,9,10,TIGNISH RUN*,39214,46.95140292,-63.99569757,4TL,66,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,18,15,21,16,13,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47144,2012,9,16,MIMINEGASH*,38208,46.8793,-64.2321,4TL,70,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,12,15,10,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47145,2012,9,16,MIMINEGASH*,38208,46.8793,-64.2321,4TL,66,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,7,17,12,12,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47146,2012,9,16,MIMINEGASH*,38208,46.8793,-64.2321,4TL,51,0,0,0,0,0,0,1,1,1,1,2,1,6,9,7,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47147,2012,9,16,MIMINEGASH*,38208,46.8793,-64.2321,4TL,57,0,0,0,0,0,0,0,0,0,0,0,1,6,15,11,11,8,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47148,2012,9,16,MIMINEGASH*,38208,46.8793,-64.2321,4TL,64,0,0,0,0,0,0,0,0,0,0,3,1,0,1,11,14,16,13,6,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47149,2012,9,3,GRAHAM'S POND*,38720,46.0962,-62.4545,4TG,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,11,17,14,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47151,2012,9,3,GRAHAM'S POND*,38720,46.0962,-62.4545,4TG,70,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,10,9,14,10,8,6,3,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47152,2012,9,3,GRAHAM'S POND*,38720,46.0962,-62.4545,4TG,57,0,0,0,0,0,0,0,0,0,1,10,7,17,15,22,18,18,5,7,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47153,2012,9,3,GRAHAM'S POND*,38720,46.0962,-62.4545,4TG,64,0,0,0,0,0,0,0,0,0,0,1,2,2,8,8,6,17,17,19,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47154,2012,9,3,GRAHAM'S POND*,38720,46.0962,-62.4545,4TG,51,0,0,0,0,2,5,5,4,7,17,27,24,25,7,8,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47157,2012,9,12,GRAHAM'S POND*,38720,46.0962,-62.4545,4TG,51,0,0,0,0,0,0,2,0,1,3,5,6,8,3,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47158,2012,9,12,GRAHAM'S POND*,38720,46.0962,-62.4545,4TG,64,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,10,10,17,8,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47159,2012,9,12,GRAHAM'S POND*,38720,46.0962,-62.4545,4TG,57,0,0,0,0,0,0,0,0,0,0,0,3,6,2,4,3,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47160,2012,9,12,GRAHAM'S POND*,38720,46.0962,-62.4545,4TG,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47161,2012,9,12,GRAHAM'S POND*,38720,46.0962,-62.4545,4TG,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,9,7,4,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47164,2012,9,13,GRAHAM'S POND*,38720,46.0962,-62.4545,4TG,70,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47165,2012,9,13,GRAHAM'S POND*,38720,46.0962,-62.4545,4TG,66,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,6,9,9,6,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47166,2012,9,13,GRAHAM'S POND*,38720,46.0962,-62.4545,4TG,64,0,0,0,0,0,0,0,0,0,0,0,3,3,8,10,7,9,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47167,2012,9,13,GRAHAM'S POND*,38720,46.0962,-62.4545,4TG,57,0,0,0,0,0,0,0,0,1,0,2,1,8,9,13,6,8,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47168,2012,9,13,GRAHAM'S POND*,38720,46.0962,-62.4545,4TG,51,0,0,0,0,3,0,0,0,4,3,12,13,10,6,9,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47170,2012,9,3,ESCUMINAC,27305,47.0814,-64.8866,4TL,57,0,0,0,0,0,0,0,1,1,0,2,8,12,15,29,25,25,19,12,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47171,2012,9,3,ESCUMINAC,27305,47.0814,-64.8866,4TL,51,0,0,1,3,11,16,20,14,13,11,24,18,16,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47172,2012,9,3,ESCUMINAC,27305,47.0814,-64.8866,4TL,66,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,9,13,13,19,8,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47173,2012,9,3,ESCUMINAC,27305,47.0814,-64.8866,4TL,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47213,2013,8,28,"MISCOU, NOUVEAU-BRUNSWICK",26611,47.8953,-64.5782,4TN,51,0,0,0,0,0,0,0,0,24,26,26,23,27,29,36,15,14,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47214,2013,8,28,"MISCOU, NOUVEAU-BRUNSWICK",26611,47.8953,-64.5782,4TN,57,0,0,0,0,0,0,0,0,2,5,15,19,38,21,30,26,15,7,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47215,2013,8,28,"MISCOU, NOUVEAU-BRUNSWICK",26611,47.8953,-64.5782,4TN,64,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,9,27,17,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
