abft_thon,region_région,year_année,month_mois,day_jour,latitude_latitude,longitude_longitude,fkl_lf,rw_pt,dw_pé,preyw_pproie,preyl_lproie,digestion_digestion,quantity_quantitée,prey_proie_fr,prey_proie_en,prey_proie_latin
46,Miscou,2019,9,13,48.0154,-64.1224,246,261,NA,NA,NA,NA,1,Autre,Other,NA
47,Miscou,2019,9,14,48.0309,-64.1135,234,234,NA,18.51,NA,5,1,Poisson non-identifié,Fish unidentified,NA
48,Miscou,2019,8,31,48.0228,-64.1151,249,261,NA,837.51,NA,2,12,Poisson appât Maquereau bleu,Bait fish Atlantic mackerel,NA
48,Miscou,2019,8,31,48.0228,-64.1151,249,261,NA,13.54,16.00,2,1,Poisson non-identifié,Fish unidentified,NA
48,Miscou,2019,8,31,48.0228,-64.1151,249,261,NA,3.85,NA,NA,1,Autre,Other,NA
49,Miscou,2019,NA,NA,48.0725,-64.2206,274,334,254,249.54,27.50,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
49,Miscou,2019,NA,NA,48.0725,-64.2206,274,334,254,72.64,26.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
49,Miscou,2019,NA,NA,48.0725,-64.2206,274,334,254,60.05,NA,2,0.5,Poisson appât Maquereau bleu,Bait fish Atlantic mackerel,NA
49,Miscou,2019,NA,NA,48.0725,-64.2206,274,334,254,103.09,24.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
49,Miscou,2019,NA,NA,48.0725,-64.2206,274,334,254,96.50,NA,2,0.5,Poisson appât Maquereau bleu,Bait fish Atlantic mackerel,NA
49,Miscou,2019,NA,NA,48.0725,-64.2206,274,334,254,122.18,25.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
49,Miscou,2019,NA,NA,48.0725,-64.2206,274,334,254,125.00,NA,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
49,Miscou,2019,NA,NA,48.0725,-64.2206,274,334,254,84.91,NA,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
49,Miscou,2019,NA,NA,48.0725,-64.2206,274,334,254,324.32,NA,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
50,Miscou,2019,NA,NA,48.3281,-64.6172,274,334,246,77.41,NA,0,1,Plastique,Plastic,NA
51,Miscou,2019,NA,NA,NA,NA,NA,NA,NA,171.86,NA,2,2,Poisson appât Maquereau bleu,Bait fish Atlantic mackerel,NA
52,PEI,2020,9,27,46.5372,-62.1753,219,174,136,282.25,29.50,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
53,PEI,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Autre,Other,NA
54,PEI,2020,9,21,46.5400,-62.2100,256,301,237,1.36,NA,1,3,Autre,Other,NA
55,PEI,2020,9,21,46.5242,-62.1183,272,330,260,17.47,13.00,4,1,Poisson non-identifié,Fish unidentified,NA
55,PEI,2020,9,21,46.5242,-62.1183,272,330,260,37.49,15.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
55,PEI,2020,9,21,46.5242,-62.1183,272,330,260,10.61,11.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
55,PEI,2020,9,21,46.5242,-62.1183,272,330,260,19.33,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
55,PEI,2020,9,21,46.5242,-62.1183,272,330,260,22.54,16.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
55,PEI,2020,9,21,46.5242,-62.1183,272,330,260,17.54,14.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
55,PEI,2020,9,21,46.5242,-62.1183,272,330,260,20.71,13.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
55,PEI,2020,9,21,46.5242,-62.1183,272,330,260,19.87,14.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
55,PEI,2020,9,21,46.5242,-62.1183,272,330,260,22.98,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
55,PEI,2020,9,21,46.5242,-62.1183,272,330,260,14.57,12.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
55,PEI,2020,9,21,46.5242,-62.1183,272,330,260,15.46,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
55,PEI,2020,9,21,46.5242,-62.1183,272,330,260,19.75,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
55,PEI,2020,9,21,46.5242,-62.1183,272,330,260,18.44,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
55,PEI,2020,9,21,46.5242,-62.1183,272,330,260,16.85,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
55,PEI,2020,9,21,46.5242,-62.1183,272,330,260,13.19,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
55,PEI,2020,9,21,46.5242,-62.1183,272,330,260,15.31,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
55,PEI,2020,9,21,46.5242,-62.1183,272,330,260,18.85,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
55,PEI,2020,9,21,46.5242,-62.1183,272,330,260,11.42,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
55,PEI,2020,9,21,46.5242,-62.1183,272,330,260,27.17,14.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
55,PEI,2020,9,21,46.5242,-62.1183,272,330,260,158.46,NA,4,2,Maquereau bleu,Atlantic mackerel,Scomber scombrus
56,PEI,2020,9,26,46.5350,-62.1517,161,124,NA,52.06,21.00,4,1,Tricorne arctique,Arctic staghorn sculpin,Gymnocanthus tricuspis
56,PEI,2020,9,26,46.5350,-62.1517,161,124,NA,25.80,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
56,PEI,2020,9,26,46.5350,-62.1517,161,124,NA,5.91,NA,2,2,Crevette ésope,Aesop shrimp,Pandalus montagui
56,PEI,2020,9,26,46.5350,-62.1517,161,124,NA,149.50,NA,5,1,Tricorne arctique,Arctic staghorn sculpin,Gymnocanthus tricuspis
57,PEI,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Autre,Other,NA
58,PEI,2020,NA,NA,NA,NA,NA,NA,NA,92.56,NA,5,1,Poisson non-identifié,Fish unidentified,NA
59,PEI,2020,9,27,NA,NA,230,200,154,0.11,NA,1,1,Autre,Other,NA
60,PEI,2020,9,26,46.5369,-62.2419,215,163,126,10.72,NA,1,1,Autre,Other,NA
60,PEI,2020,9,26,46.5369,-62.2419,215,163,126,3.00,NA,5,1,Poisson non-identifié,Fish unidentified,NA
60,PEI,2020,9,26,46.5369,-62.2419,215,163,126,99.98,NA,NA,1,Autre,Other,NA
60,PEI,2020,9,26,46.5369,-62.2419,215,163,126,15.01,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
60,PEI,2020,9,26,46.5369,-62.2419,215,163,126,26.73,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
61,PEI,2020,NA,NA,NA,NA,NA,NA,NA,87.02,NA,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
62,PEI,2020,9,27,46.5217,-62.2083,257,224,166,111.58,NA,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
62,PEI,2020,9,27,46.5217,-62.2083,257,224,166,6.51,5.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
62,PEI,2020,9,27,46.5217,-62.2083,257,224,166,1.50,NA,1,4,Autre,Other,NA
63,PEI,2020,9,21,46.5369,-62.1086,213,232,173,24.41,18.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
63,PEI,2020,9,21,46.5369,-62.1086,213,232,173,17.69,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
63,PEI,2020,9,21,46.5369,-62.1086,213,232,173,13.81,13.00,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
63,PEI,2020,9,21,46.5369,-62.1086,213,232,173,25.15,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
63,PEI,2020,9,21,46.5369,-62.1086,213,232,173,117.87,14.00,4,7,Maquereau bleu,Atlantic mackerel,Scomber scombrus
63,PEI,2020,9,21,46.5369,-62.1086,213,232,173,19.61,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
63,PEI,2020,9,21,46.5369,-62.1086,213,232,173,20.27,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
63,PEI,2020,9,21,46.5369,-62.1086,213,232,173,21.55,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
63,PEI,2020,9,21,46.5369,-62.1086,213,232,173,1331.07,NA,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
64,PEI,2020,NA,NA,NA,NA,NA,NA,NA,0.57,NA,1,1,Autre,Other,NA
64,PEI,2020,NA,NA,NA,NA,NA,NA,NA,0.28,NA,1,1,Autre,Other,NA
64,PEI,2020,NA,NA,NA,NA,NA,NA,NA,6.77,NA,1,1,Autre,Other,NA
65,PEI,2020,9,21,46.5300,-62.2200,242,277,208,1.32,NA,0,1,Plastique,Plastic,NA
65,PEI,2020,9,21,46.5300,-62.2200,242,277,208,181.89,28.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
65,PEI,2020,9,21,46.5300,-62.2200,242,277,208,2.53,NA,1,2,Autre,Other,NA
65,PEI,2020,9,21,46.5300,-62.2200,242,277,208,516.34,NA,5,1,Poisson non-identifié,Fish unidentified,NA
66,PEI,2020,9,27,46.6611,-62.3389,229,225,174,3.00,15.00,NA,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
66,PEI,2020,9,27,46.6611,-62.3389,229,225,174,282.72,NA,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
66,PEI,2020,9,27,46.6611,-62.3389,229,225,174,NA,NA,5,1,Poisson non-identifié,Fish unidentified,NA
67,PEI,2020,9,26,46.6389,-62.9278,226,175,137,NA,NA,NA,1,Autre,Other,NA
68,PEI,2020,9,25,46.5381,-62.0692,213,178,138,39.52,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
68,PEI,2020,9,25,46.5381,-62.0692,213,178,138,2.44,NA,1,15,Autre,Other,NA
69,PEI,2020,9,10,46.5833,-63.2000,226,161,125,13.05,NA,NA,1,Autre,Other,NA
70,PEI,2020,9,10,46.5675,-62.0161,202,128,98,0.42,NA,1,3,Autre,Other,NA
70,PEI,2020,9,10,46.5675,-62.0161,202,128,98,60.37,NA,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
70,PEI,2020,9,10,46.5675,-62.0161,202,128,98,18.54,NA,NA,1,Autre,Other,NA
71,PEI,2020,9,28,46.5500,-62.1000,213,248,181,14.60,NA,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
72,PEI,2020,9,26,46.5528,-62.9306,198,186,144,16.37,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
72,PEI,2020,9,26,46.5528,-62.9306,198,186,144,26.01,17.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
72,PEI,2020,9,26,46.5528,-62.9306,198,186,144,21.45,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
72,PEI,2020,9,26,46.5528,-62.9306,198,186,144,22.70,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
72,PEI,2020,9,26,46.5528,-62.9306,198,186,144,29.44,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
72,PEI,2020,9,26,46.5528,-62.9306,198,186,144,29.31,13.00,1,1,Poisson appât Maquereau bleu,Bait fish Atlantic mackerel,NA
72,PEI,2020,9,26,46.5528,-62.9306,198,186,144,12.82,14.00,4,1,Poisson non-identifié,Fish unidentified,NA
72,PEI,2020,9,26,46.5528,-62.9306,198,186,144,17.84,14.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
72,PEI,2020,9,26,46.5528,-62.9306,198,186,144,14.91,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
72,PEI,2020,9,26,46.5528,-62.9306,198,186,144,13.81,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
72,PEI,2020,9,26,46.5528,-62.9306,198,186,144,445.68,NA,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
73,PEI,2020,9,7,46.5111,-62.4600,214,164,128,15.92,NA,NA,1,Autre,Other,NA
73,PEI,2020,9,7,46.5111,-62.4600,214,164,128,0.26,6.00,5,1,Poisson non-identifié,Fish unidentified,NA
74,PEI,2020,9,5,NA,NA,212,146,NA,15.25,NA,NA,1,Autre,Other,NA
74,PEI,2020,9,5,NA,NA,212,146,NA,13.72,NA,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
75,PEI,2020,9,8,46.5467,-62.4250,217,160,NA,8.27,NA,NA,1,Autre,Other,NA
76,PEI,2020,8,29,46.5500,-62.1667,225,187,NA,31.05,NA,NA,1,Autre,Other,NA
77,PEI,2020,9,7,46.3100,-62.6000,257,279,218,15.89,11.00,NA,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
77,PEI,2020,9,7,46.3100,-62.6000,257,279,218,3.47,NA,NA,1,Poisson non-identifié,Fish unidentified,NA
77,PEI,2020,9,7,46.3100,-62.6000,257,279,218,8.59,NA,NA,1,Autre,Other,NA
79,PEI,2020,9,8,46.6583,-62.6361,194,104,NA,17.29,12.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
79,PEI,2020,9,8,46.6583,-62.6361,194,104,NA,23.32,NA,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
80,PEI,2020,7,27,46.5350,-62.2683,215,136,110,40.80,NA,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
80,PEI,2020,7,27,46.5350,-62.2683,215,136,110,2.42,9.00,1,6,Autre,Other,NA
80,PEI,2020,7,27,46.5350,-62.2683,215,136,110,0.32,3.50,1,1,Autre,Other,NA
81,PEI,2020,9,10,46.5611,-62.3594,114,148,114,402.28,NA,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
81,PEI,2020,9,10,46.5611,-62.3594,114,148,114,0.44,4.00,1,1,Autre,Other,NA
81,PEI,2020,9,10,46.5611,-62.3594,114,148,114,18.08,NA,2,1,Autre,Other,NA
83,PEI,2020,9,20,46.5347,-62.2028,235,255,203,112.05,23.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
83,PEI,2020,9,20,46.5347,-62.2028,235,255,203,1.02,9.00,1,3,Autre,Other,NA
83,PEI,2020,9,20,46.5347,-62.2028,235,255,203,5.54,NA,NA,1,Autre,Other,NA
84,PEI,2020,9,20,46.6333,-62.1000,210,152,116,0.14,NA,1,1,Autre,Other,NA
85,PEI,2020,9,20,46.5317,-62.2342,244,237,186,76.64,24.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
85,PEI,2020,9,20,46.5317,-62.2342,244,237,186,98.38,NA,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
86,PEI,2020,9,20,46.5350,-62.2183,267,351,271,46.88,16.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
86,PEI,2020,9,20,46.5350,-62.2183,267,351,271,35.05,15.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
86,PEI,2020,9,20,46.5350,-62.2183,267,351,271,44.30,NA,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
87,PEI,2020,8,24,46.7083,-62.8528,210,171,134,233.75,26.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
88,PEI,2020,9,20,45.5333,-62.7500,236,186,142,184.85,27.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
88,PEI,2020,9,20,45.5333,-62.7500,236,186,142,100.50,23.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
88,PEI,2020,9,20,45.5333,-62.7500,236,186,142,77.38,24.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
88,PEI,2020,9,20,45.5333,-62.7500,236,186,142,81.31,23.00,2,1,Poisson non-identifié,Fish unidentified,NA
88,PEI,2020,9,20,45.5333,-62.7500,236,186,142,89.15,25.00,2,1,Poisson non-identifié,Fish unidentified,NA
88,PEI,2020,9,20,45.5333,-62.7500,236,186,142,110.36,21.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
88,PEI,2020,9,20,45.5333,-62.7500,236,186,142,95.26,25.00,2,1,Poisson non-identifié,Fish unidentified,NA
88,PEI,2020,9,20,45.5333,-62.7500,236,186,142,108.16,24.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
88,PEI,2020,9,20,45.5333,-62.7500,236,186,142,85.75,23.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
88,PEI,2020,9,20,45.5333,-62.7500,236,186,142,78.30,21.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
88,PEI,2020,9,20,45.5333,-62.7500,236,186,142,95.90,20.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
88,PEI,2020,9,20,45.5333,-62.7500,236,186,142,109.67,22.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
89,PEI,2020,8,24,46.7278,-62.2278,210,150,116,321.22,32.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
89,PEI,2020,8,24,46.7278,-62.2278,210,150,116,72.32,NA,5,1,Poisson non-identifié,Fish unidentified,NA
90,PEI,2020,8,12,46.6361,-62.7750,210,142,112,NA,NA,NA,1,Autre,Other,NA
91,PEI,2020,8,30,46.3400,-62.4000,273,262,197,12.66,9.00,4,0.5,Maquereau bleu,Atlantic mackerel,Scomber scombrus
91,PEI,2020,8,30,46.3400,-62.4000,273,262,197,0.14,5.00,1,1,Autre,Other,NA
91,PEI,2020,8,30,46.3400,-62.4000,273,262,197,58.71,NA,5,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
92,PEI,2020,8,16,46.5531,-62.0161,198,121,94,181.91,26.00,1,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
93,PEI,2020,8,17,NA,NA,210,148,110,201.38,26.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
93,PEI,2020,8,17,NA,NA,210,148,110,0.20,NA,2,1,Autre,Other,NA
93,PEI,2020,8,17,NA,NA,210,148,110,27.11,NA,5,1,Poisson non-identifié,Fish unidentified,NA
93,PEI,2020,8,17,NA,NA,210,148,110,13.83,NA,4,1,Poisson non-identifié,Fish unidentified,NA
93,PEI,2020,8,17,NA,NA,210,148,110,14.74,NA,3,1,Poisson non-identifié,Fish unidentified,NA
93,PEI,2020,8,17,NA,NA,210,148,110,2.61,NA,1,1,Poisson non-identifié,Fish unidentified,NA
94,PEI,2020,8,13,46.5500,-62.8667,220,181,148,NA,NA,NA,1,Autre,Other,NA
97,PEI,2020,7,27,46.5617,-62.0917,216,126,126,235.15,NA,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
97,PEI,2020,7,27,46.5617,-62.0917,216,126,126,1.26,NA,1,3,Maquereau bleu,Atlantic mackerel,Scomber scombrus
97,PEI,2020,7,27,46.5617,-62.0917,216,126,126,155.77,NA,4,1,Poisson non-identifié,Fish unidentified,NA
98,PEI,2020,7,27,46.7500,-62.6889,208,120,120,1.76,NA,1,6,Autre,Other,NA
98,PEI,2020,7,27,46.7500,-62.6889,208,120,120,217.00,27.50,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
98,PEI,2020,7,27,46.7500,-62.6889,208,120,120,233.35,28.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
98,PEI,2020,7,27,46.7500,-62.6889,208,120,120,180.02,NA,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
99,PEI,2020,9,10,47.4167,-62.4333,264,330,263,172.22,26.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
99,PEI,2020,9,10,47.4167,-62.4333,264,330,263,0.25,NA,1,2,Autre,Other,NA
99,PEI,2020,9,10,47.4167,-62.4333,264,330,263,0.68,3.00,1,2,Autre,Other,NA
99,PEI,2020,9,10,47.4167,-62.4333,264,330,263,60.25,NA,4,1,Alose d'été,Blueback herring,Alosa aestivalis
100,PEI,2020,9,6,46.5167,-62.4333,202,150,NA,24.80,13.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
100,PEI,2020,9,6,46.5167,-62.4333,202,150,NA,18.62,14.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
100,PEI,2020,9,6,46.5167,-62.4333,202,150,NA,15.67,12.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
100,PEI,2020,9,6,46.5167,-62.4333,202,150,NA,16.60,14.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
100,PEI,2020,9,6,46.5167,-62.4333,202,150,NA,24.31,13.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
100,PEI,2020,9,6,46.5167,-62.4333,202,150,NA,30.22,15.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
100,PEI,2020,9,6,46.5167,-62.4333,202,150,NA,22.04,14.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
100,PEI,2020,9,6,46.5167,-62.4333,202,150,NA,35.82,18.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
100,PEI,2020,9,6,46.5167,-62.4333,202,150,NA,23.66,15.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
100,PEI,2020,9,6,46.5167,-62.4333,202,150,NA,19.86,13.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
100,PEI,2020,9,6,46.5167,-62.4333,202,150,NA,20.14,15.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
100,PEI,2020,9,6,46.5167,-62.4333,202,150,NA,17.67,14.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
100,PEI,2020,9,6,46.5167,-62.4333,202,150,NA,20.40,15.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
100,PEI,2020,9,6,46.5167,-62.4333,202,150,NA,27.30,16.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
100,PEI,2020,9,6,46.5167,-62.4333,202,150,NA,26.88,15.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
100,PEI,2020,9,6,46.5167,-62.4333,202,150,NA,16.90,13.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
100,PEI,2020,9,6,46.5167,-62.4333,202,150,NA,22.61,13.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
100,PEI,2020,9,6,46.5167,-62.4333,202,150,NA,13.62,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
100,PEI,2020,9,6,46.5167,-62.4333,202,150,NA,19.92,13.00,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
100,PEI,2020,9,6,46.5167,-62.4333,202,150,NA,1654.69,NA,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
101,PEI,2020,7,27,46.5610,-62.0910,256,240,240,0.82,2.00,1,3,Autre,Other,NA
101,PEI,2020,7,27,46.5610,-62.0910,256,240,240,38.23,NA,NA,1,Autre,Other,NA
102,PEI,2020,9,20,46.7633,-61.0750,259,272,212,103.44,23.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
102,PEI,2020,9,20,46.7633,-61.0750,259,272,212,105.69,22.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
102,PEI,2020,9,20,46.7633,-61.0750,259,272,212,103.32,23.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
102,PEI,2020,9,20,46.7633,-61.0750,259,272,212,217.43,27.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
102,PEI,2020,9,20,46.7633,-61.0750,259,272,212,115.03,23.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
102,PEI,2020,9,20,46.7633,-61.0750,259,272,212,78.30,21.00,3,1,Poisson non-identifié,Fish unidentified,NA
102,PEI,2020,9,20,46.7633,-61.0750,259,272,212,310.22,NA,4,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
102,PEI,2020,9,20,46.7633,-61.0750,259,272,212,53.39,NA,1,1,Autre,Other,NA
103,PEI,2020,9,4,NA,NA,234,216,NA,19.07,NA,NA,1,Autre,Other,NA
103,PEI,2020,9,4,NA,NA,234,216,NA,0.57,4.00,1,1,Autre,Other,NA
104,PEI,2020,9,7,NA,NA,255,273,NA,0.72,4.50,1,3,Autre,Other,NA
105,PEI,2020,9,4,NA,NA,229,206,NA,89.60,NA,1,1,Plastique,Plastic,NA
105,PEI,2020,9,4,NA,NA,229,206,NA,162.15,30.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
105,PEI,2020,9,4,NA,NA,229,206,NA,0.45,9.00,1,2,Autre,Other,NA
106,PEI,2020,9,14,46.4830,-62.0130,213,160,NA,12.30,NA,4,1,Poisson non-identifié,Fish unidentified,NA
106,PEI,2020,9,14,46.4830,-62.0130,213,160,NA,18.37,13.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
106,PEI,2020,9,14,46.4830,-62.0130,213,160,NA,15.57,14.00,3,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
107,PEI,2020,9,29,46.3300,-62.1000,254,301,207,234.48,26.00,2,1,Maquereau bleu,Atlantic mackerel,Scomber scombrus
107,PEI,2020,9,29,46.3300,-62.1000,254,301,207,80.18,10.00,1,1,Poisson appât Maquereau bleu,Bait fish Atlantic mackerel,NA
107,PEI,2020,9,29,46.3300,-62.1000,254,301,207,59.88,8.00,1,1,Poisson appât Maquereau bleu,Bait fish Atlantic mackerel,NA
107,PEI,2020,9,29,46.3300,-62.1000,254,301,207,66.91,9.00,1,1,Poisson appât Maquereau bleu,Bait fish Atlantic mackerel,NA
107,PEI,2020,9,29,46.3300,-62.1000,254,301,207,62.34,8.00,1,1,Poisson appât Maquereau bleu,Bait fish Atlantic mackerel,NA
107,PEI,2020,9,29,46.3300,-62.1000,254,301,207,49.12,8.00,1,1,Poisson appât Maquereau bleu,Bait fish Atlantic mackerel,NA
107,PEI,2020,9,29,46.3300,-62.1000,254,301,207,31.20,6.00,1,1,Poisson appât Maquereau bleu,Bait fish Atlantic mackerel,NA
107,PEI,2020,9,29,46.3300,-62.1000,254,301,207,14.82,8.00,1,1,Poisson appât Maquereau bleu,Bait fish Atlantic mackerel,NA
107,PEI,2020,9,29,46.3300,-62.1000,254,301,207,14.20,8.00,1,1,Poisson appât Maquereau bleu,Bait fish Atlantic mackerel,NA
107,PEI,2020,9,29,46.3300,-62.1000,254,301,207,9.60,7.00,1,1,Poisson appât Maquereau bleu,Bait fish Atlantic mackerel,NA
107,PEI,2020,9,29,46.3300,-62.1000,254,301,207,7.86,6.00,1,1,Poisson appât Maquereau bleu,Bait fish Atlantic mackerel,NA
107,PEI,2020,9,29,46.3300,-62.1000,254,301,207,38.97,NA,1,1,Poisson appât Maquereau bleu,Bait fish Atlantic mackerel,NA
107,PEI,2020,9,29,46.3300,-62.1000,254,301,207,37.10,NA,1,1,Poisson appât Maquereau bleu,Bait fish Atlantic mackerel,NA
107,PEI,2020,9,29,46.3300,-62.1000,254,301,207,30.66,NA,1,1,Poisson appât Maquereau bleu,Bait fish Atlantic mackerel,NA
107,PEI,2020,9,29,46.3300,-62.1000,254,301,207,27.17,NA,2,1,Poisson appât Maquereau bleu,Bait fish Atlantic mackerel,NA
